doc_name,gold_rels,pred_rels,rel_type,fp_prediction,fn_prediction
,,,is_a,"{('raredisease c3 glomerulonephritis', 'disease glomerulonephritis', 'is_a'), ('raredisease c3 glomerulopathy', 'disease glomerulonephritis', 'is_a')}",set()
,,,produces,"{('raredisease c3g', 'sign dense deposits', 'produces')}","{('raredisease dense deposit disease', ""sign dense'sausage-like' deposits in the glomerular basement membrane"", 'produces'), ('raredisease dense deposit disease', 'sign abundance of a protein called c3 in the renal glomeruli', 'produces'), ('raredisease ddd', 'sign abundance of c3 in the renal glomeruli', 'produces')}"
11,{'produces'},{'produces'},,,
,,,produces,"{('raredisease ttd', 'sign short stature', 'produces'), ('raredisease ttd', 'sign bone anomalies', 'produces'), ('raredisease ttd', 'sign teeth anomalies', 'produces'), ('raredisease ttd', 'sign ichthyosis', 'produces'), ('raredisease ttd', 'sign small chin', 'produces'), ('raredisease ttd', 'sign intellectual impairment', 'produces'), ('raredisease ttd', 'sign hair abnormalities', 'produces'), ('raredisease ttd', 'sign developmental delay', 'produces')}","{('skinraredisease ttd', 'sign short stature', 'produces'), ('skinraredisease ttd', 'sign hair shafts tiger-tail pattern', 'produces'), ('skinraredisease ttd', 'sign ichthyosis', 'produces'), ('skinraredisease ttd', 'sign small chin', 'produces'), ('skinraredisease ttd', 'sign intellectual impairment', 'produces'), ('skinraredisease ttd', 'sign bone and teeth anomalies', 'produces'), ('skinraredisease ttd', 'sign abnormal patterns of myelination', 'produces'), ('skinraredisease ttd', 'sign hair abnormalities', 'produces'), ('skinraredisease ttd', 'sign hair shaft abnormalities', 'produces'), ('skinraredisease ttd', ""sign reduced sulfur content in patient's hair"", 'produces'), ('skinraredisease ttd', 'sign developmental delay', 'produces')}"
12,"{'increases_risk_of', 'is_a', 'produces', 'anaphora'}","{'is_a', 'produces', 'anaphora'}",,,
,,,increases_risk_of,set(),"{('raredisease alpers disease', 'disease serious liver disease', 'increases_risk_of')}"
,,,is_a,"{('raredisease alpers disease', 'disease progressive neurologic disorder', 'is_a')}","{('raredisease alpers disease', 'sign mental retardation', 'is_a')}"
,,,produces,set(),"{('raredisease alpers disease', 'sign blind', 'produces'), ('raredisease alpers disease', 'sign spastic quadriplegia', 'produces'), ('raredisease alpers disease', 'sign optic atrophy', 'produces'), ('raredisease alpers disease', 'sign jaundice', 'produces'), ('raredisease alpers disease', 'sign liver cirrhotic', 'produces'), ('anaphor ""it""', 'sign lack of coordination of motor movement', 'produces')}"
,,,anaphora,set(),set()
13,"{'produces', 'anaphora'}",{'anaphora'},,,
,,,produces,set(),"{('raredisease hereditary ataxia', 'sign ataxia', 'produces'), ('raredisease hereditary ataxia', 'sign ataxias', 'produces')}"
,,,anaphora,"{('raredisease hereditary ataxia', 'anaphor ""they""', 'anaphora')}","{('raredisease hereditary ataxia', 'anaphor ""it""', 'anaphora')}"
14,set(),set(),,,
15,"{'is_synon', 'produces', 'anaphora', 'is_a', 'increases_risk_of'}",{'produces'},,,
,,,is_synon,set(),"{('skinraredisease curth-macklin', 'skinraredisease ichthyosis hystrix', 'is_synon')}"
,,,produces,"{('skinraredisease ei', 'sign skin infections', 'produces'), ('skinraredisease ei', 'sign heat intolerance', 'produces'), ('skinraredisease ei', 'sign red, blistering and denuded skin with visible areas of skin thickening', 'produces'), ('skinraredisease ei', 'sign blistering in areas subject to friction', 'produces')}","{('skinraredisease ei', 'sign red, blistering and denuded skin', 'produces'), ('skinraredisease palmoplantar keratoderma', 'sign limit ambulation', 'produces'), ('skinraredisease ei', 'symptom heat intolerance', 'produces'), ('skinraredisease palmoplantar keratoderma', 'sign limit hand function', 'produces'), ('skinraredisease ichthyosis hystrix', 'sign brown-grey hyperkeratotic spines', 'produces')}"
,,,anaphora,set(),"{('skinraredisease ei', 'anaphor ""it""', 'anaphora')}"
,,,is_a,set(),"{('skinraredisease ichthyosis hystrix', 'skinraredisease ei', 'is_a')}"
,,,increases_risk_of,set(),"{('skinraredisease ei', 'disease skin infections', 'increases_risk_of')}"
16,"{'produces', 'anaphora'}","{'produces', 'anaphora'}",,,
,,,produces,"{('raredisease banti syndrome', 'sign hypertension within hepatic or portal veins', 'produces'), ('raredisease banti syndrome', 'sign hypertension within splenic veins', 'produces'), ('raredisease banti syndrome', 'sign vascular obstruction of the liver', 'produces'), ('raredisease banti syndrome', 'sign spleen rapidly but prematurely destroys blood cells', 'produces')}","{('raredisease banti syndrome', 'sign hypertension splenic veins hepatic or portal veins', 'produces'), ('anaphor ""it""', 'sign increased arsenic levels', 'produces'), ('raredisease banti syndrome', 'sign obstruction of splenic veins', 'produces'), ('raredisease banti syndrome', 'sign obstruction of hepatic or portal veins', 'produces'), ('raredisease banti syndrome', 'sign congenital blood clots', 'produces'), ('raredisease banti syndrome', 'sign vascular obstruction', 'produces')}"
,,,anaphora,set(),set()
17,"{'increases_risk_of', 'anaphora'}","{'produces', 'anaphora'}",,,
,,,produces,"{('raredisease potter syndrome', 'sign obstructive uropathy', 'produces'), ('raredisease potter syndrome', 'sign bilateral renal agenesis', 'produces')}",
,,,increases_risk_of,set(),"{('raredisease bilateral renal agenesis', 'raredisease potter syndrome', 'increases_risk_of')}"
,,,anaphora,set(),set()
18,set(),set(),,,
19,"{'is_acron', 'produces', 'anaphora', 'is_a', 'increases_risk_of'}","{'is_acron', 'is_a', 'anaphora'}",,,
,,,is_acron,set(),"{('raredisease tb', 'raredisease tuberculosis', 'is_acron')}"
,,,produces,set(),"{('raredisease tuberculous meningitis', 'sign inflammation of the meninges', 'produces')}"
,,,anaphora,set(),"{('raredisease tuberculous meningitis', 'anaphor ""it""', 'anaphora'), ('raredisease tuberculous meningitis', 'anaphor ""this form of meningitis""', 'anaphora'), ('raredisease tbm', 'anaphor ""the infection""', 'anaphora')}"
,,,is_a,"{('raredisease tbm', 'disease meningitis', 'is_a')}","{('anaphor ""this form of meningitis""', 'disease meningitis', 'is_a')}"
,,,increases_risk_of,set(),"{('raredisease miliary tuberculosis', 'raredisease tuberculous meningitis', 'increases_risk_of')}"
20,"{'', 'is_acron', 'is_a', 'anaphora'}","{'is_a', 'is_acron', 'anaphora'}",,,
,,,,set(),"{('anaphor ""it""', 'sign enzyme needed to break down certain very long-chain fatty acids', '')}"
,,,is_acron,set(),"{('raredisease lcadd', 'raredisease long-chain acyl-coa dehydrogenase deficiency', 'is_acron')}"
,,,is_a,set(),"{('raredisease lcadd', 'raredisease long-chain acyl-coa dehydrogenase deficiency', 'is_a'), ('raredisease vlcadd', 'disease fatty acid oxidation (fod) diseases', 'is_a')}"
,,,anaphora,"{('raredisease vlcadd', 'anaphor ""the disorder""', 'anaphora')}","{('raredisease vlcad', 'anaphor ""the disorder""', 'anaphora')}"
21,"{'is_synon', 'is_a', 'produces', 'anaphora'}","{'is_a', 'anaphora'}",,,
,,,is_synon,set(),"{('disease pinworm infection', 'disease enterobiasis', 'is_synon')}"
,,,is_a,"{('raredisease pinworm infection', 'disease contagious, parasitic infestation', 'is_a'), ('raredisease enterobiasis', 'disease contagious, parasitic infestation', 'is_a')}","{('disease enterobiasis', 'disease common, contagious, parasitic infestation', 'is_a')}"
,,,produces,set(),"{('disease enterobiasis', 'sign severe rectal itching', 'produces')}"
,,,anaphora,"{('raredisease pinworm infection', 'anaphor ""the disorder""', 'anaphora'), ('raredisease enterobiasis', 'anaphor ""the disorder""', 'anaphora')}","{('disease enterobiasis', 'anaphor ""the disorder""', 'anaphora')}"
22,"{'is_a', 'anaphora'}","{'is_a', 'anaphora'}",,,
,,,is_a,"{('skinraredisease balanitis xerotica obliterans', 'disease chronic inflammatory skin disorder', 'is_a')}",set()
,,,anaphora,"{('skinraredisease lichen sclerosus', 'anaphor ""the disease""', 'anaphora')}","{('skinraredisease balanitis xerotica obliterans', 'anaphor ""the disease""', 'anaphora'), ('skinraredisease lichen sclerosus', 'anaphor ""the condition""', 'anaphora')}"
23,"{'produces', 'anaphora'}","{'is_a', 'anaphora'}",,,
,,,is_a,"{(""raredisease crohn's disease"", 'disease inflammatory bowel disease', 'is_a')}",
,,,produces,set(),"{('raredisease very early onset (veo) inflammatory bowel disease', ""sign crohn's disease in children less than 6 years old"", 'produces')}"
,,,anaphora,"{(""raredisease crohn's disease"", 'anaphor ""it""', 'anaphora')}","{(""raredisease pediatric crohn's disease"", 'anaphor ""it""', 'anaphora')}"
24,"{'is_a', 'produces', 'anaphora'}","{'is_a', 'produces', 'anaphora'}",,,
,,,is_a,"{('raredisease alkaptonuria', 'disease genetic metabolic disorder', 'is_a')}","{('skinraredisease alkaptonuria', 'disease genetic metabolic disorder', 'is_a')}"
,,,produces,"{('raredisease alkaptonuria', 'sign accumulation of homogentisic acid', 'produces'), ('raredisease alkaptonuria', 'sign discoloration of sclera', 'produces'), ('raredisease alkaptonuria', 'sign discoloration of the skin overlying cartilage within the body', 'produces'), ('raredisease alkaptonuria', 'sign progressive arthritis of large joints', 'produces'), ('raredisease alkaptonuria', 'sign dark urine', 'produces'), ('raredisease alkaptonuria', 'sign lack of functional levels of an enzyme required to breakdown homogentisic acid', 'produces'), ('raredisease alkaptonuria', 'sign ochronosis', 'produces'), ('raredisease alkaptonuria', 'symptom asymptomatic', 'produces'), ('raredisease alkaptonuria', 'sign progressive arthritis of the spine', 'produces'), ('raredisease alkaptonuria', 'sign urine that turns black when exposed to air', 'produces')}","{('skinraredisease alkaptonuria', 'sign ochronosis', 'produces'), ('skinraredisease alkaptonuria', 'sign progressive arthritis of the spine', 'produces'), ('skinraredisease alkaptonuria', 'sign progressive arthritis of large joints', 'produces'), ('skinraredisease alkaptonuria', 'sign urine that turns black when exposed to air', 'produces'), ('skinraredisease alkaptonuria', 'sign accumulation of homogentisic acid', 'produces'), ('skinraredisease alkaptonuria', 'sign lack enough functional levels of an enzyme required to breakdown homogentisic acid', 'produces'), ('skinraredisease alkaptonuria', 'symptom asymptomatic during infancy or childhood', 'produces'), ('skinraredisease alkaptonuria', 'sign sclera discolored', 'produces'), ('skinraredisease alkaptonuria', 'sign dark urine', 'produces'), ('skinraredisease alkaptonuria', 'sign discoloration of the skin overlying cartilage', 'produces')}"
,,,anaphora,"{('raredisease alkaptonuria', 'anaphor ""the disorder""', 'anaphora')}","{('skinraredisease alkaptonuria', 'anaphor ""it""', 'anaphora'), ('skinraredisease alkaptonuria', 'anaphor ""the disorder""', 'anaphora')}"
25,"{'is_a', 'is_acron', 'produces', 'anaphora'}","{'is_a', 'produces', 'anaphora'}",,,
,,,is_a,"{('raredisease primary lateral sclerosis', 'disease motor neuron diseases', 'is_a')}","{('raredisease primary lateral sclerosis', 'sign stiffness of joints', 'is_a')}"
,,,is_acron,set(),"{('raredisease primary lateral sclerosis', 'raredisease primary lateral sclerosis', 'is_acron')}"
,,,produces,"{('raredisease primary lateral sclerosis', 'symptom painless but progressive weakness of the muscles of the arms', 'produces'), ('raredisease primary lateral sclerosis', 'symptom painless but progressive weakness of the muscles of the legs', 'produces'), ('raredisease primary lateral sclerosis', 'symptom painless but progressive weakness of the muscles at the base of the brain', 'produces')}","{('raredisease primary lateral sclerosis', 'sign stiffness of the muscles of the legs', 'produces'), ('raredisease primary lateral sclerosis', 'sign stiffness of joints', 'produces'), ('raredisease primary lateral sclerosis', 'sign progressive weakness of the muscles of the legs', 'produces'), ('raredisease primary lateral sclerosis', 'sign weakness arms', 'produces'), ('raredisease primary lateral sclerosis', 'sign cramps', 'produces'), ('raredisease primary lateral sclerosis', 'sign weakness bulbar muscles', 'produces'), ('raredisease primary lateral sclerosis', 'sign spasticity', 'produces'), ('raredisease primary lateral sclerosis', 'sign ability to speak impaired', 'produces'), ('raredisease primary lateral sclerosis', 'sign muscular contractions', 'produces'), ('raredisease primary lateral sclerosis', 'sign weakness muscles of the face', 'produces'), ('disease motor neuron diseases', 'sign malfunction of the motor neurons', 'produces'), ('raredisease primary lateral sclerosis', 'sign muscle weakness', 'produces')}"
,,,anaphora,set(),set()
26,"{'produces', 'anaphora'}","{'produces', 'anaphora'}",,,
,,,produces,"{('raredisease multifocal motor neuropathy', 'sign atrophy', 'produces'), ('raredisease multifocal motor neuropathy', 'sign muscles cramps', 'produces')}","{('anaphor ""the disorder""', 'sign atrophy of muscles', 'produces'), ('anaphor ""the disorder""', 'sign abnormal functioning of the immune system', 'produces'), ('anaphor ""the disorder""', 'sign muscles cramps', 'produces'), ('anaphor ""the disorder""', 'sign presence of specific autoantibodies that target a specific protein in the body', 'produces'), ('raredisease multifocal motor neuropathy', 'sign slowly progressive muscle weakness of the arms', 'produces'), ('raredisease multifocal motor neuropathy', 'sign slowly progressive muscle weakness of the g', 'produces'), ('anaphor ""the disorder""', 'sign inflammation', 'produces')}"
,,,anaphora,set(),"{('raredisease multifocal motor neuropathy', 'anaphor ""this disorder""', 'anaphora')}"
27,"{'produces', 'is_acron', 'is_a', 'anaphora'}","{'produces', 'is_acron', 'is_a', 'anaphora'}",,,
,,,produces,"{('raredisease asps', 'sign multiple nodules', 'produces'), ('raredisease asps', 'sign painless mass', 'produces')}","{('anaphor ""it""', 'sign unbalanced translocation', 'produces'), ('raredisease asps', 'sign painless mass in the buttock', 'produces'), ('raredisease asps', 'sign painless mass in the leg', 'produces')}"
,,,is_acron,set(),set()
,,,is_a,"{('raredisease alveolar soft part sarcoma', 'disease soft tissue tumor', 'is_a')}","{('disease soft tissue sarcomas', 'disease cancers', 'is_a'), ('raredisease alveolar soft part sarcoma', 'disease slow growing soft tissue tumor', 'is_a'), ('anaphor ""it""', 'disease sarcomas', 'is_a'), ('anaphor ""it""', 'disease soft tissue sarcomas', 'is_a'), ('anaphor ""the sarcoma""', 'disease sarcoma', 'is_a')}"
,,,anaphora,set(),"{('raredisease asps', 'anaphor ""the disorder""', 'anaphora'), ('raredisease asps', 'anaphor ""this tumor""', 'anaphora')}"
28,"{'is_a', 'produces', 'anaphora'}","{'is_a', 'produces', 'anaphora'}",,,
,,,is_a,"{('raredisease hereditary nonspherocytic hemolytic anemia', 'disease genetic transmitted blood disorders', 'is_a')}","{('raredisease hereditary nonspherocytic hemolytic anemia', 'disease genetically transmitted blood disorders', 'is_a'), ('raredisease hereditary nonspherocytic hemolytic anemia', 'disease blood disorder', 'is_a')}"
,,,produces,set(),set()
,,,anaphora,set(),set()
29,{'anaphora'},{'anaphora'},,,
,,,anaphora,"{('raredisease slc6a19 hartnup disease', 'anaphor ""the disorder""', 'anaphora'), ('raredisease hartnup disease', 'anaphor ""it""', 'anaphora')}","{('skinraredisease hartnup disease', 'anaphor ""it""', 'anaphora'), ('skinraredisease hartnup disease', 'anaphor ""the disorder""', 'anaphora')}"
30,"{'is_a', 'anaphora'}",{'is_a'},,,
,,,is_a,set(),set()
,,,anaphora,set(),"{('raredisease soft tissue sarcomas', 'anaphor ""this""', 'anaphora'), ('raredisease soft tissue sarcomas', 'anaphor ""they""', 'anaphora')}"
31,"{'is_a', 'anaphora'}","{'is_a', 'anaphora'}",,,
,,,is_a,set(),set()
,,,anaphora,set(),set()
32,{'is_a'},set(),,,
,,,is_a,set(),"{('raredisease berylliosis', 'disease metal poisoning', 'is_a')}"
33,"{'is_a', 'produces', 'anaphora'}","{'is_a', 'produces', 'anaphora'}",,,
,,,is_a,set(),set()
,,,produces,"{('raredisease cleidocranial dysplasia', 'sign delayed closure of the space between the bones of the skull', 'produces'), ('raredisease cleidocranial dysplasia', 'sign premature closure of the soft spot on the head', 'produces'), ('raredisease cleidocranial dysplasia', 'sign moderately short stature', 'produces')}","{('raredisease cleidocranial dysplasia', 'sign delayed closure of the fontanels', 'produces'), ('raredisease cleidocranial dysplasia', 'sign premature closing of the coronal', 'produces')}"
,,,anaphora,set(),set()
34,"{'is_acron', 'produces'}",{'produces'},,,
,,,is_acron,set(),"{('disease fas', 'disease fetal alcohol syndrome', 'is_acron')}"
,,,produces,"{('raredisease fetal alcohol syndrome', 'sign malformations of the skull and facial (craniofacial) region', 'produces'), ('raredisease fetal alcohol syndrome', 'sign postnatal growth retardation', 'produces'), ('raredisease fetal alcohol syndrome', 'sign behavioral problems', 'produces'), ('raredisease fetal alcohol syndrome', 'sign mental and physical birth defects', 'produces'), ('raredisease fetal alcohol syndrome', 'sign brain abnormalities', 'produces'), ('raredisease fetal alcohol syndrome', 'sign prenatal growth retardation', 'produces'), ('raredisease fetal alcohol syndrome', 'sign learning abnormalities', 'produces'), ('raredisease fetal alcohol syndrome', 'sign mental retardation', 'produces'), ('raredisease fetal alcohol syndrome', 'sign physical abnormalities', 'produces')}","{('disease fetal alcohol syndrome', 'sign prenatal growth retardation', 'produces'), ('disease fas', 'sign mental retardation', 'produces'), ('disease fetal alcohol syndrome', 'sign malformations of the skull and facial (craniofacial) region', 'produces'), ('disease fetal alcohol syndrome', 'sign postnatal growth retardation', 'produces'), ('disease fetal alcohol syndrome', 'sign brain abnormalities', 'produces'), ('disease fas', 'sign learning abnormalities', 'produces'), ('disease fas', 'sign varying degrees of mental retardation', 'produces'), ('disease fas', 'sign behavioral problems', 'produces'), ('disease fetal alcohol syndrome', 'sign mental and physical birth defects', 'produces')}"
35,"{'is_synon', 'is_a'}","{'is_a', 'anaphora'}",,,
,,,anaphora,"{('raredisease trisomy 9p', 'anaphor ""the disorder""', 'anaphora')}",
,,,is_synon,set(),"{('raredisease patau syndrome', 'raredisease trisomy 13', 'is_synon'), (""raredisease edwards's syndrome"", 'raredisease trisomy 18', 'is_synon'), ('raredisease down syndrome', 'raredisease trisomy 21', 'is_synon')}"
,,,is_a,set(),set()
36,"{'is_a', 'produces'}","{'is_a', 'produces'}",,,
,,,is_a,set(),set()
,,,produces,"{('raredisease glucose-galactose malabsorption', 'sign watery diarrhea', 'produces')}","{('raredisease ggm', 'sign watery diarrhea', 'produces')}"
37,"{'is_a', 'produces', 'anaphora'}","{'produces', 'anaphora'}",,,
,,,is_a,set(),"{('raredisease chromosome 9 ring', 'disease chromosomal abnormality', 'is_a')}"
,,,produces,"{('raredisease chromosome 9 ring', 'sign intellectual disability', 'produces')}",set()
,,,anaphora,set(),set()
38,set(),set(),,,
39,{'produces'},{'produces'},,,
,,,produces,"{('raredisease congenital heart block', 'sign conduction abnormalities', 'produces'), ('raredisease congenital heart block', 'sign interference with the transfer of the electrical nerve impulses', 'produces')}","{('raredisease congenital heart block', 'sign heart block', 'produces')}"
40,"{'increases_risk_of', 'is_acron', 'is_a'}",{'is_a'},,,
,,,increases_risk_of,set(),"{('disease aids', 'raredisease primary cns lymphoma', 'increases_risk_of'), ('disease congenital immunodeficiency syndromes', 'raredisease primary cns lymphoma', 'increases_risk_of'), ('disease hiv', 'raredisease primary cns lymphoma', 'increases_risk_of')}"
,,,is_acron,set(),"{('raredisease pcnsl', 'raredisease primary central nervous system lymphoma', 'is_acron')}"
,,,is_a,"{('raredisease primary cns lymphoma', 'disease brain tumors', 'is_a')}","{('raredisease primary cns lymphoma', 'disease brain tumor', 'is_a')}"
41,"{'is_a', 'anaphora'}","{'is_a', 'anaphora'}",,,
,,,is_a,set(),set()
,,,anaphora,set(),set()
42,"{'is_acron', 'produces', 'anaphora'}","{'produces', 'anaphora'}",,,
,,,is_acron,set(),"{('raredisease dss', 'raredisease dejerine-sottas syndrome', 'is_acron')}"
,,,produces,"{('raredisease dss', 'symptom loss of heat sensitivity', 'produces'), ('raredisease dss', 'sign muscle atrophy', 'produces')}","{('anaphor ""the condition""', 'sign hand and forearm muscles may become weak', 'produces'), ('raredisease dss', 'sign delayed motor milestones', 'produces'), ('raredisease dss', 'sign loss of heat sensitivity', 'produces'), ('raredisease dss', 'sign muscle weakness', 'produces'), ('raredisease dss', 'sign atrophy of leg muscles', 'produces')}"
,,,anaphora,"{('raredisease dss', 'anaphor ""this condition""', 'anaphora')}","{('raredisease dejerine-sottas syndrome', 'anaphor ""it""', 'anaphora'), ('raredisease dss', 'anaphor ""the condition""', 'anaphora'), ('raredisease dejerine-sottas syndrome', 'anaphor ""this disorder""', 'anaphora')}"
43,"{'is_synon', 'is_acron', 'produces', 'anaphora', 'is_a'}","{'is_a', 'is_acron', 'produces', 'anaphora'}",,,
,,,is_synon,set(),"{(""raredisease trevor's disease,"", 'raredisease dysplasia epiphysealis hemimelica', 'is_synon')}"
,,,is_acron,set(),set()
,,,produces,"{('anaphor ""it""', 'sign abnormal growth of cartilage arising from the cartilage of the epiphysis', 'produces')}","{('anaphor ""it""', 'sign abnormal growth of cartilage arising from the cartilage of the terminal ends (epiphysis) of the long bones', 'produces'), ('anaphor ""it""', 'sign abnormal cartilage', 'produces'), ('anaphor ""it""', 'sign abnormal growth of cartilage arising from the cartilage of the terminal ends (epiphysis) of the long bones of the lower limbs', 'produces'), ('anaphor ""it""', 'sign irregular nodular mass located either in the medial or lateral part of the bone', 'produces')}"
,,,anaphora,"{('raredisease deh', 'anaphor ""it""', 'anaphora')}","{('raredisease deh', 'anaphor ""this disease""', 'anaphora'), ('raredisease dysplasia epiphysealis hemimelica', 'anaphor ""this condition""', 'anaphora')}"
,,,is_a,"{('raredisease dysplasia epiphysealis hemimelica', 'disease developmental bone disease', 'is_a')}","{('raredisease dysplasia epiphysealis hemimelica', 'disease bone disease', 'is_a')}"
44,{'is_a'},"{'is_a', 'anaphora'}",,,
,,,anaphora,"{('raredisease dmd', 'anaphor ""the muscular dystrophies""', 'anaphora')}",
,,,is_a,"{('raredisease dmd', 'disease muscular dystrophy', 'is_a')}","{('raredisease dmd', 'raredisease muscular dystrophy', 'is_a')}"
45,{'anaphora'},{'anaphora'},,,
,,,anaphora,set(),set()
46,{'anaphora'},{'anaphora'},,,
,,,anaphora,"{('raredisease', 'anaphor ""the disorder""', 'anaphora')}","{('raredisease andersen-tawil syndrome', 'anaphor ""the disorder""', 'anaphora')}"
47,{'produces'},set(),,,
,,,produces,set(),"{('raredisease fvs', 'sign neural tube defects', 'produces'), ('raredisease fvs', 'sign cardiovascular abnormalities', 'produces'), ('raredisease fvs', 'sign developmental delay', 'produces'), ('raredisease fvs', 'sign autism', 'produces'), ('raredisease fvs', 'sign endocrine disorders', 'produces'), ('raredisease fvs', 'sign limb defects', 'produces'), ('raredisease fvs', 'sign genitourinary defects', 'produces'), ('raredisease fvs', 'sign cleft lip and palate', 'produces')}"
48,"{'', 'is_acron', 'produces', 'anaphora'}","{'is_a', 'is_acron', 'produces', 'anaphora'}",,,
,,,is_a,"{('raredisease succinic semialdehyde dehydrogenase deficiency', 'disease inborn error of metabolism', 'is_a')}",
,,,,set(),"{('raredisease ssadh deficiency', 'sign succinic semialdehyde', '')}"
,,,is_acron,set(),set()
