doc_name,gold_rels,pred_rels,rel_type,fp_prediction,fn_prediction
,,,anaphora,"{('skinraredisease ttd', 'anaphor ""the disease""', 'anaphora')}",
,,,produces,"{('skinraredisease ttd', 'sign bone anomalies', 'produces'), ('skinraredisease ttd', 'sign teeth anomalies', 'produces')}","{('skinraredisease ttd', 'sign bone and teeth anomalies', 'produces'), ('skinraredisease ttd', 'sign hair shafts tiger-tail pattern', 'produces'), ('skinraredisease ttd', 'sign hair shaft abnormalities', 'produces')}"
12,"{'anaphora', 'increases_risk_of', 'is_a', 'produces'}","{'anaphora', 'is_a', 'produces'}",,,
,,,anaphora,set(),set()
,,,increases_risk_of,set(),"{('raredisease alpers disease', 'disease serious liver disease', 'increases_risk_of')}"
,,,is_a,"{('raredisease alpers disease', 'disease progressive neurologic disorder', 'is_a')}","{('raredisease alpers disease', 'sign mental retardation', 'is_a')}"
,,,produces,"{('anaphor ""it""', 'sign optic atrophy', 'produces'), ('anaphor ""it""', 'sign spastic quadriplegia', 'produces'), ('anaphor ""it""', 'sign dementia', 'produces'), ('anaphor ""it""', 'sign liver cirrhosis', 'produces'), ('anaphor ""it""', 'sign mental retardation', 'produces'), ('raredisease alpers disease', 'sign serious liver disease', 'produces'), ('anaphor ""it""', 'sign jaundice', 'produces'), ('anaphor ""it""', 'sign loss of intellectual functions', 'produces'), ('anaphor ""it""', 'sign increased density of the grey matter', 'produces'), ('anaphor ""it""', 'sign liver damage', 'produces'), ('anaphor ""this disorder""', 'sign dementia', 'produces'), ('anaphor ""this disorder""', 'sign mental retardation', 'produces')}","{('raredisease alpers disease', 'sign jaundice', 'produces'), ('raredisease alpers disease', 'sign mental retardation', 'produces'), ('raredisease alpers disease', 'sign blind', 'produces'), ('raredisease alpers disease', 'sign spastic quadriplegia', 'produces'), ('raredisease alpers disease', 'sign liver damage', 'produces'), ('raredisease alpers disease', 'sign optic atrophy', 'produces'), ('anaphor ""it""', 'sign lack of coordination of motor movement', 'produces'), ('raredisease alpers disease', 'sign liver cirrhotic', 'produces'), ('raredisease alpers disease', 'sign loss of intellectual functions', 'produces')}"
13,"{'anaphora', 'produces'}",{'anaphora'},,,
,,,anaphora,"{('raredisease hereditary ataxia', 'anaphor ""they""', 'anaphora')}","{('raredisease hereditary ataxia', 'anaphor ""it""', 'anaphora')}"
,,,produces,set(),"{('raredisease hereditary ataxia', 'sign ataxia', 'produces'), ('raredisease hereditary ataxia', 'sign ataxias', 'produces')}"
14,set(),set(),,,
15,"{'anaphora', 'increases_risk_of', 'is_a', 'is_synon', 'produces'}","{'anaphora', 'produces'}",,,
,,,anaphora,set(),set()
,,,increases_risk_of,set(),"{('skinraredisease ei', 'disease skin infections', 'increases_risk_of')}"
,,,is_a,set(),"{('skinraredisease ichthyosis hystrix', 'skinraredisease ei', 'is_a')}"
,,,is_synon,set(),"{('skinraredisease curth-macklin', 'skinraredisease ichthyosis hystrix', 'is_synon')}"
,,,produces,"{('skinraredisease ei', 'sign red, blistering and denuded skin with visible areas of skin thickening', 'produces'), ('skinraredisease ei', 'sign heat intolerance', 'produces'), ('skinraredisease ei', 'sign redness of the skin', 'produces'), ('skinraredisease ei', 'sign minimal blistering in areas subject to friction', 'produces'), ('skinraredisease ei', 'sign blistering in areas subject to friction', 'produces'), ('skinraredisease ei', 'sign ichthyosis hystrix', 'produces'), ('skinraredisease ei', 'sign skin infections', 'produces')}","{('skinraredisease ichthyosis hystrix', 'sign brown-grey hyperkeratotic spines', 'produces'), ('skinraredisease palmoplantar keratoderma', 'sign limit hand function', 'produces'), ('skinraredisease ei', 'sign red, blistering and denuded skin', 'produces'), ('skinraredisease ei', 'sign blistering', 'produces'), ('skinraredisease ei', 'symptom heat intolerance', 'produces'), ('skinraredisease palmoplantar keratoderma', 'sign limit ambulation', 'produces')}"
16,"{'anaphora', 'produces'}","{'anaphora', 'increases_risk_of', 'produces'}",,,
,,,increases_risk_of,"{('disease banti syndrome', 'disease hypertension', 'increases_risk_of'), ('disease banti syndrome', 'disease increased arsenic intake', 'increases_risk_of'), ('disease banti syndrome', 'disease cirrhosis', 'increases_risk_of'), ('disease banti syndrome', 'disease vascular obstruction of the liver', 'increases_risk_of')}",
,,,anaphora,set(),set()
,,,produces,"{('raredisease banti syndrome', 'sign large, gland-like organ in the upper left side of the abdomen', 'produces'), ('raredisease banti syndrome', 'sign spleen rapidly but prematurely destroys blood cells', 'produces'), ('raredisease banti syndrome', 'sign aged red blood cells removed', 'produces'), ('raredisease banti syndrome', 'sign spleen', 'produces'), ('raredisease banti syndrome', 'sign red blood cells before birth', 'produces')}","{('raredisease banti syndrome', 'sign hypertension splenic veins hepatic or portal veins', 'produces'), ('anaphor ""it""', 'sign increased arsenic levels', 'produces'), ('raredisease banti syndrome', 'sign obstruction of hepatic or portal veins', 'produces'), ('raredisease banti syndrome', 'sign cirrhosis', 'produces'), ('raredisease banti syndrome', 'sign congenital blood clots', 'produces'), ('raredisease banti syndrome', 'sign vascular obstruction', 'produces'), ('raredisease banti syndrome', 'sign obstruction of splenic veins', 'produces')}"
17,"{'anaphora', 'increases_risk_of'}","{'anaphora', 'increases_risk_of', 'produces'}",,,
,,,produces,"{('anaphor ""this condition""', 'sign obstructive uropathy', 'produces')}",
,,,anaphora,set(),set()
,,,increases_risk_of,"{('raredisease bilateral renal agenesis', 'anaphor ""this condition""', 'increases_risk_of')}","{('raredisease bilateral renal agenesis', 'raredisease potter syndrome', 'increases_risk_of')}"
18,set(),set(),,,
19,"{'anaphora', 'increases_risk_of', 'is_a', 'is_acron', 'produces'}","{'anaphora', 'increases_risk_of', 'is_a', 'is_acron', 'produces'}",,,
,,,anaphora,"{('raredisease tuberculous meningitis', 'anaphor ""the disorder""', 'anaphora')}","{('raredisease tuberculous meningitis', 'anaphor ""this form of meningitis""', 'anaphora'), ('raredisease tbm', 'anaphor ""the infection""', 'anaphora'), ('raredisease tbm', 'anaphor ""it""', 'anaphora'), ('raredisease tbm', 'anaphor ""the disorder""', 'anaphora')}"
,,,increases_risk_of,"{('disease tuberculosis', 'anaphor ""it""', 'increases_risk_of')}","{('raredisease miliary tuberculosis', 'raredisease tuberculous meningitis', 'increases_risk_of')}"
,,,is_a,set(),"{('anaphor ""this form of meningitis""', 'disease meningitis', 'is_a')}"
,,,is_acron,set(),"{('raredisease tb', 'raredisease tuberculosis', 'is_acron')}"
,,,produces,"{('disease meningitis', 'sign inflammation of the meninges', 'produces')}",set()
20,"{'anaphora', 'is_a', 'is_acron', 'produces'}","{'anaphora', 'is_a', 'is_acron', 'produces'}",,,
,,,anaphora,"{('raredisease vlcadd', 'anaphor ""the disorder""', 'anaphora')}","{('raredisease vlcad', 'anaphor ""the disorder""', 'anaphora')}"
,,,is_a,"{('raredisease vlcadd', 'disease metabolic diseases', 'is_a'), ('raredisease very long-chain acyl-coa dehydrogenase deficiency', 'disease genetic disorder', 'is_a'), ('raredisease long-chain acyl-coa dehydrogenase deficiency', 'disease metabolic diseases', 'is_a')}","{('raredisease lcadd', 'raredisease long-chain acyl-coa dehydrogenase deficiency', 'is_a'), ('raredisease vlcadd', 'disease fatty acid oxidation (fod) diseases', 'is_a'), ('raredisease very long-chain acyl-coa dehydrogenase deficiency', 'disease genetic disorder of fatty acid metabolism', 'is_a')}"
,,,is_acron,set(),"{('raredisease lcadd', 'raredisease long-chain acyl-coa dehydrogenase deficiency', 'is_acron')}"
,,,produces,"{('anaphor ""it""', 'sign enzyme needed to break down certain very long-chain fatty acids missing or not working properly', 'produces')}","{('anaphor ""it""', 'sign enzyme needed to break down certain very long-chain fatty acids is missing or not working properly', 'produces')}"
21,"{'anaphora', 'is_a', 'is_synon', 'produces'}","{'anaphora', 'is_a', 'produces'}",,,
,,,anaphora,"{('raredisease enterobiasis', 'anaphor ""the disorder""', 'anaphora')}","{('disease enterobiasis', 'anaphor ""the disorder""', 'anaphora')}"
,,,is_a,"{('raredisease enterobiasis', 'disease contagious, parasitic infestation', 'is_a')}","{('disease enterobiasis', 'disease common, contagious, parasitic infestation', 'is_a')}"
,,,is_synon,set(),"{('disease pinworm infection', 'disease enterobiasis', 'is_synon')}"
,,,produces,"{('raredisease enterobiasis', 'sign severe rectal itching', 'produces')}","{('disease enterobiasis', 'sign severe rectal itching', 'produces')}"
22,"{'anaphora', 'is_a'}","{'anaphora', 'is_a', 'produces'}",,,
,,,produces,"{('skinraredisease lichen sclerosus', 'sign squamous cell carcinoma', 'produces')}",
,,,anaphora,set(),set()
,,,is_a,set(),set()
23,"{'anaphora', 'produces'}",{'anaphora'},,,
,,,anaphora,"{(""raredisease crohn's disease"", 'anaphor ""it""', 'anaphora')}","{(""raredisease pediatric crohn's disease"", 'anaphor ""it""', 'anaphora')}"
,,,produces,set(),"{('raredisease very early onset (veo) inflammatory bowel disease', ""sign crohn's disease in children less than 6 years old"", 'produces')}"
24,"{'anaphora', 'is_a', 'produces'}","{'anaphora', 'is_a', 'produces'}",,,
,,,anaphora,"{('raredisease alkaptonuria', 'anaphor ""this change""', 'anaphora'), ('raredisease alkaptonuria', 'anaphor ""the disorder""', 'anaphora'), ('raredisease alkaptonuria', 'anaphor ""the condition""', 'anaphora')}","{('skinraredisease alkaptonuria', 'anaphor ""the disorder""', 'anaphora'), ('skinraredisease alkaptonuria', 'anaphor ""it""', 'anaphora')}"
,,,is_a,"{('raredisease alkaptonuria', 'disease genetic metabolic disorder', 'is_a')}","{('skinraredisease alkaptonuria', 'disease genetic metabolic disorder', 'is_a')}"
,,,produces,"{('raredisease ochronosis', 'sign discoloration of the skin overlying cartilage', 'produces'), ('anaphor ""this change""', 'symptom asymptomatic', 'produces'), ('raredisease alkaptonuria', 'sign dark urine', 'produces'), ('raredisease ochronosis', 'sign progressive arthritis of large joints', 'produces'), ('raredisease alkaptonuria', 'sign lack of functional levels of an enzyme required to breakdown homogentisic acid', 'produces'), ('raredisease ochronosis', 'sign progressive arthritis of the spine', 'produces'), ('raredisease ochronosis', 'sign bluish-black discoloration of connective and other tissue', 'produces'), ('raredisease alkaptonuria', 'sign accumulation of homogentisic acid', 'produces'), ('raredisease alkaptonuria', 'sign urine that turns black when exposed to air', 'produces')}","{('skinraredisease alkaptonuria', 'sign dark urine', 'produces'), ('skinraredisease alkaptonuria', 'sign urine that turns black when exposed to air', 'produces'), ('skinraredisease alkaptonuria', 'sign discoloration of the skin overlying cartilage', 'produces'), ('skinraredisease alkaptonuria', 'symptom asymptomatic during infancy or childhood', 'produces'), ('skinraredisease alkaptonuria', 'sign lack enough functional levels of an enzyme required to breakdown homogentisic acid', 'produces'), ('skinraredisease alkaptonuria', 'sign ochronosis', 'produces'), ('skinraredisease alkaptonuria', 'sign progressive arthritis of large joints', 'produces'), ('skinraredisease alkaptonuria', 'sign sclera discolored', 'produces'), ('skinraredisease alkaptonuria', 'sign progressive arthritis of the spine', 'produces'), ('skinraredisease alkaptonuria', 'sign accumulation of homogentisic acid', 'produces')}"
25,"{'anaphora', 'is_a', 'is_acron', 'produces'}","{'anaphora', 'is_a', 'is_acron', 'produces'}",,,
,,,anaphora,set(),set()
,,,is_a,"{('raredisease primary lateral sclerosis', 'disease motor neuron diseases', 'is_a')}","{('raredisease primary lateral sclerosis', 'sign stiffness of joints', 'is_a')}"
,,,is_acron,"{('raredisease pls', 'raredisease primary lateral sclerosis', 'is_acron')}","{('raredisease primary lateral sclerosis', 'raredisease primary lateral sclerosis', 'is_acron')}"
,,,produces,"{('raredisease primary lateral sclerosis', 'sign weakness of the muscles at the base of the brain', 'produces'), ('raredisease primary lateral sclerosis', 'sign muscles of the face affected', 'produces'), ('raredisease primary lateral sclerosis', 'symptom painless but progressive weakness of the muscles of the legs', 'produces'), ('raredisease primary lateral sclerosis', 'symptom weakness of the arms', 'produces')}","{('raredisease primary lateral sclerosis', 'sign weakness arms', 'produces'), ('raredisease primary lateral sclerosis', 'sign ability to speak impaired', 'produces'), ('disease motor neuron diseases', 'sign malfunction of the motor neurons', 'produces'), ('raredisease primary lateral sclerosis', 'sign muscle weakness', 'produces'), ('raredisease primary lateral sclerosis', 'sign weakness bulbar muscles', 'produces'), ('raredisease primary lateral sclerosis', 'sign stiffness of joints', 'produces'), ('raredisease primary lateral sclerosis', 'sign stiffness of the muscles of the legs', 'produces'), ('raredisease primary lateral sclerosis', 'sign weakness muscles of the face', 'produces'), ('raredisease primary lateral sclerosis', 'sign progressive weakness of the muscles of the legs', 'produces')}"
26,"{'anaphora', 'produces'}","{'anaphora', 'produces'}",,,
,,,anaphora,set(),set()
,,,produces,"{('raredisease multifocal motor neuropathy', 'sign muscles cramps', 'produces'), ('raredisease multifocal motor neuropathy', 'sign atrophy of muscles', 'produces')}","{('anaphor ""the disorder""', 'sign inflammation', 'produces'), ('anaphor ""the disorder""', 'sign muscles cramps', 'produces'), ('anaphor ""the disorder""', 'sign presence of specific autoantibodies that target a specific protein in the body', 'produces'), ('anaphor ""the disorder""', 'sign atrophy of muscles', 'produces'), ('raredisease multifocal motor neuropathy', 'sign slowly progressive muscle weakness of the arms', 'produces'), ('anaphor ""the disorder""', 'sign abnormal functioning of the immune system', 'produces'), ('raredisease multifocal motor neuropathy', 'sign slowly progressive muscle weakness of the g', 'produces')}"
27,"{'anaphora', 'is_a', 'is_acron', 'produces'}","{'anaphora', 'is_a', 'produces'}",,,
,,,anaphora,set(),"{('raredisease asps', 'anaphor ""this tumor""', 'anaphora'), ('raredisease asps', 'anaphor ""the sarcoma""', 'anaphora')}"
,,,is_a,set(),"{('disease soft tissue sarcomas', 'disease cancers', 'is_a'), ('anaphor ""it""', 'disease soft tissue sarcomas', 'is_a'), ('anaphor ""the sarcoma""', 'disease sarcoma', 'is_a'), ('raredisease asps', 'disease soft tissue sarcomas', 'is_a')}"
,,,is_acron,set(),"{('raredisease asps', 'raredisease alveolar soft part sarcoma', 'is_acron')}"
,,,produces,"{('raredisease asps', 'symptom painless mass', 'produces'), ('raredisease asps', 'sign nodules', 'produces')}","{('raredisease asps', 'sign painless mass in the buttock', 'produces'), ('raredisease asps', 'sign painless mass in the leg', 'produces'), ('anaphor ""it""', 'sign unbalanced translocation', 'produces')}"
28,"{'anaphora', 'is_a', 'produces'}","{'anaphora', 'is_a', 'produces'}",,,
,,,anaphora,set(),set()
,,,is_a,set(),"{('raredisease hereditary nonspherocytic hemolytic anemia', 'disease blood disorder', 'is_a')}"
,,,produces,"{('disease anemia', 'sign red blood cells cannot be replaced faster', 'produces')}","{('raredisease hereditary nonspherocytic hemolytic anemia', 'sign anemia', 'produces')}"
29,{'anaphora'},{'anaphora'},,,
,,,anaphora,"{('raredisease slc6a19 hartnup disease', 'anaphor ""the disorder""', 'anaphora'), ('raredisease hartnup disease', 'anaphor ""it""', 'anaphora')}","{('skinraredisease hartnup disease', 'anaphor ""it""', 'anaphora'), ('skinraredisease hartnup disease', 'anaphor ""the disorder""', 'anaphora')}"
30,"{'anaphora', 'is_a'}","{'anaphora', 'is_a'}",,,
,,,anaphora,set(),"{('raredisease soft tissue sarcomas', 'anaphor ""this""', 'anaphora')}"
,,,is_a,set(),"{('raredisease soft tissue sarcomas', 'disease cancers', 'is_a')}"
31,"{'anaphora', 'is_a'}","{'anaphora', 'is_a', 'produces'}",,,
,,,produces,"{('raredisease cadasil', 'sign small blood vessels in the brain', 'produces')}",
,,,anaphora,set(),set()
,,,is_a,set(),set()
32,{'is_a'},"{'anaphora', 'increases_risk_of', 'produces'}",,,
,,,anaphora,"{('raredisease beryllium', 'anaphor ""the disease""', 'anaphora')}",
,,,increases_risk_of,"{('raredisease beryllium', 'disease metal poisoning', 'increases_risk_of')}",
,,,produces,"{('raredisease berylliosis', 'sign metal poisoning', 'produces')}",
,,,is_a,set(),"{('raredisease berylliosis', 'disease metal poisoning', 'is_a')}"
33,"{'anaphora', 'is_a', 'produces'}","{'anaphora', 'produces'}",,,
,,,anaphora,set(),set()
,,,is_a,set(),"{('raredisease cleidocranial dysplasia', 'disease skeletal dysplasia', 'is_a')}"
,,,produces,"{('raredisease cleidocranial dysplasia', 'sign delayed closure of the space between the bones of the skullontanels', 'produces'), ('raredisease cleidocranial dysplasia', 'sign narrow and abnormally shaped pelvic bones', 'produces'), ('raredisease cleidocranial dysplasia', 'sign premature closing of the soft spot on the head coronal', 'produces'), ('raredisease cleidocranial dysplasia', 'sign moderately short stature', 'produces')}","{('raredisease cleidocranial dysplasia', 'sign premature closing of the coronal', 'produces'), ('raredisease cleidocranial dysplasia', 'sign narrow and abnormally shaped pelvic and pubic bones', 'produces'), ('raredisease cleidocranial dysplasia', 'sign delayed closure of the fontanels', 'produces')}"
34,"{'is_acron', 'produces'}",{'produces'},,,
,,,is_acron,set(),"{('disease fas', 'disease fetal alcohol syndrome', 'is_acron')}"
,,,produces,"{('raredisease fetal alcohol syndrome', 'sign malformations of the skull and facial (craniofacial) region', 'produces'), ('raredisease fetal alcohol syndrome', 'sign prenatal growth retardation', 'produces'), ('raredisease fetal alcohol syndrome', 'sign physical findings', 'produces'), ('raredisease fetal alcohol syndrome', 'sign brain abnormalities', 'produces'), ('raredisease fas', 'sign learning abnormalities', 'produces'), ('raredisease fetal alcohol syndrome', 'sign mental and physical birth defects', 'produces'), ('raredisease fas', 'sign mental retardation', 'produces'), ('raredisease fetal alcohol syndrome', 'sign abnormalities', 'produces'), ('raredisease fas', 'sign behavioral problems', 'produces'), ('raredisease fetal alcohol syndrome', 'sign postnatal growth retardation', 'produces'), ('raredisease fas', 'sign physical abnormalities', 'produces')}","{('disease fas', 'sign varying degrees of mental retardation', 'produces'), ('disease fetal alcohol syndrome', 'sign postnatal growth retardation', 'produces'), ('disease fas', 'sign mental retardation', 'produces'), ('disease fetal alcohol syndrome', 'sign prenatal growth retardation', 'produces'), ('disease fas', 'sign learning abnormalities', 'produces'), ('disease fetal alcohol syndrome', 'sign brain abnormalities', 'produces'), ('disease fetal alcohol syndrome', 'sign mental and physical birth defects', 'produces'), ('disease fas', 'sign behavioral problems', 'produces'), ('disease fetal alcohol syndrome', 'sign malformations of the skull and facial (craniofacial) region', 'produces')}"
35,"{'is_a', 'is_synon'}","{'anaphora', 'is_a'}",,,
,,,anaphora,"{('raredisease trisomy 9p', 'anaphor ""the disorder""', 'anaphora')}",
,,,is_a,set(),set()
,,,is_synon,set(),"{('raredisease patau syndrome', 'raredisease trisomy 13', 'is_synon'), (""raredisease edwards's syndrome"", 'raredisease trisomy 18', 'is_synon'), ('raredisease down syndrome', 'raredisease trisomy 21', 'is_synon')}"
36,"{'is_a', 'produces'}","{'is_a', 'is_acron', 'produces'}",,,
,,,is_acron,"{('raredisease ggm', 'raredisease glucose-galactose malabsorption', 'is_acron')}",
,,,is_a,set(),set()
,,,produces,set(),set()
37,"{'anaphora', 'is_a', 'produces'}","{'anaphora', 'produces'}",,,
,,,anaphora,"{('raredisease chromosome 9 ring', 'anaphor ""the chromosomal abnormality""', 'anaphora')}",set()
,,,is_a,set(),"{('raredisease chromosome 9 ring', 'disease chromosomal abnormality', 'is_a')}"
,,,produces,"{('anaphor ""the chromosomal abnormality""', 'sign genital abnormalities', 'produces'), ('anaphor ""the chromosomal abnormality""', 'sign heart defects', 'produces'), ('anaphor ""the chromosomal abnormality""', 'sign moderate to severe intellectual disability', 'produces'), ('anaphor ""the chromosomal abnormality""', 'sign malformations of the skull and facial (craniofacial) region', 'produces'), ('anaphor ""the chromosomal abnormality""', 'sign intellectual disability', 'produces'), ('anaphor ""the chromosomal abnormality""', 'sign physical features', 'produces'), ('anaphor ""the chromosomal abnormality""', 'sign growth retardation', 'produces')}","{('raredisease chromosome 9 ring', 'sign genital abnormalities', 'produces'), ('raredisease chromosome 9 ring', 'sign growth retardation', 'produces'), ('raredisease chromosome 9 ring', 'sign heart defects', 'produces'), ('raredisease chromosome 9 ring', 'sign moderate to severe intellectual disability', 'produces'), ('raredisease chromosome 9 ring', 'sign malformations of the skull and facial (craniofacial) region', 'produces')}"
38,set(),set(),,,
39,{'produces'},"{'anaphora', 'produces'}",,,
,,,anaphora,"{('raredisease congenital heart block', 'anaphor ""these abnormalities""', 'anaphora')}",
,,,produces,"{('raredisease congenital heart block', 'sign conduction abnormalities', 'produces')}",set()
40,"{'increases_risk_of', 'is_a', 'is_acron'}","{'increases_risk_of', 'is_a', 'is_acron', 'produces'}",,,
,,,produces,"{('raredisease primary central nervous system lymphoma', 'sign tumors', 'produces')}",
,,,increases_risk_of,"{('disease low cd4+ cell count', 'raredisease primary cns lymphoma', 'increases_risk_of'), ('disease immunosuppression', 'raredisease primary cns lymphoma', 'increases_risk_of'), ('disease high viral load', 'raredisease primary cns lymphoma', 'increases_risk_of'), ('disease hiv/ aids', 'raredisease primary cns lymphoma', 'increases_risk_of')}","{('disease aids', 'raredisease primary cns lymphoma', 'increases_risk_of'), ('disease congenital immunodeficiency syndromes', 'raredisease primary cns lymphoma', 'increases_risk_of'), ('disease hiv', 'raredisease primary cns lymphoma', 'increases_risk_of')}"
,,,is_a,set(),set()
,,,is_acron,set(),set()
41,"{'anaphora', 'is_a'}","{'anaphora', 'is_a'}",,,
,,,anaphora,set(),set()
,,,is_a,set(),set()
42,"{'anaphora', 'is_acron', 'produces'}","{'anaphora', 'produces'}",,,
,,,anaphora,set(),set()
,,,is_acron,set(),"{('raredisease dss', 'raredisease dejerine-sottas syndrome', 'is_acron')}"
,,,produces,"{('raredisease dss', 'sign muscle atrophy', 'produces'), ('raredisease dss', 'sign hand muscles may become weak', 'produces'), ('raredisease dss', 'sign walking at preschool age or later', 'produces'), ('raredisease dss', 'sign forearm muscles may become weak', 'produces'), ('raredisease ting', 'symptom tingling', 'produces'), ('raredisease tingling', 'symptom prickling', 'produces'), ('raredisease tingling', 'symptom burning sensations', 'produces')}","{('anaphor ""the condition""', 'sign hand and forearm muscles may become weak', 'produces'), ('raredisease dss', 'sign atrophy of leg muscles', 'produces')}"
43,"{'anaphora', 'is_a', 'is_synon', 'is_acron', 'produces'}","{'anaphora', 'is_a', 'produces'}",,,
,,,anaphora,set(),"{('raredisease deh', 'anaphor ""this disease""', 'anaphora'), ('raredisease deh', 'anaphor ""this condition""', 'anaphora')}"
,,,is_a,"{('raredisease dysplasia epiphysealis hemimelica', 'disease developmental bone disease', 'is_a')}","{('raredisease dysplasia epiphysealis hemimelica', 'disease bone disease', 'is_a')}"
,,,is_synon,set(),"{(""raredisease trevor's disease,"", 'raredisease dysplasia epiphysealis hemimelica', 'is_synon')}"
,,,is_acron,set(),"{('raredisease deh', 'raredisease dysplasia epiphysealis hemimelica', 'is_acron')}"
