doc_name,gold_rels,pred_rels,rel_type,fp_prediction,fn_prediction
,,,produces,"{('raredisease ddd', 'sign deposits', 'produces'), ('raredisease ddd', ""sign extremely dense'sausage-like' deposits in the gbm"", 'produces')}","{('raredisease dense deposit disease', 'sign abundance of a protein called c3 in the renal glomeruli', 'produces'), ('raredisease dense deposit disease', ""sign dense'sausage-like' deposits in the glomerular basement membrane"", 'produces'), ('raredisease c3g', 'sign kidney deposits', 'produces')}"
11,{'produces'},{'produces'},,,
,,,produces,"{('raredisease ttd', 'sign bone anomalies', 'produces'), ('raredisease ttd', 'sign hair abnormalities', 'produces'), ('raredisease ttd', 'sign short stature', 'produces'), ('raredisease ttd', 'sign intellectual impairment', 'produces'), ('raredisease ttd', 'sign ichthyosis', 'produces'), ('raredisease ttd', 'sign developmental delay', 'produces'), ('raredisease ttd', 'sign small chin', 'produces'), ('raredisease ttd', 'sign teeth anomalies', 'produces')}","{('skinraredisease ttd', 'sign intellectual impairment', 'produces'), ('skinraredisease ttd', 'sign short stature', 'produces'), ('skinraredisease ttd', 'sign developmental delay', 'produces'), ('skinraredisease ttd', 'sign hair abnormalities', 'produces'), ('skinraredisease ttd', 'sign ichthyosis', 'produces'), ('skinraredisease ttd', ""sign reduced sulfur content in patient's hair"", 'produces'), ('skinraredisease ttd', 'sign hair shafts tiger-tail pattern', 'produces'), ('skinraredisease ttd', 'sign hair shaft abnormalities', 'produces'), ('skinraredisease ttd', 'sign abnormal patterns of myelination', 'produces'), ('skinraredisease ttd', 'sign bone and teeth anomalies', 'produces'), ('skinraredisease ttd', 'sign small chin', 'produces')}"
12,"{'anaphora', 'produces', 'is_a', 'increases_risk_of'}","{'is_a', 'produces', 'anaphora'}",,,
,,,anaphora,set(),"{('raredisease alpers disease', 'anaphor ""this disorder""', 'anaphora')}"
,,,produces,"{('raredisease alpers disease', 'sign limbs stiff', 'produces'), ('raredisease alpers disease', 'sign increased density of the grey matter', 'produces'), ('raredisease alpers disease', 'sign hypotonia', 'produces'), ('raredisease alpers disease', 'sign liver cirrhosis', 'produces')}","{('anaphor ""it""', 'sign muscle twitching', 'produces'), ('anaphor ""it""', 'sign hypotonia', 'produces'), ('anaphor ""it""', 'sign lack of coordination of motor movement', 'produces'), ('raredisease alpers disease', 'sign blind', 'produces'), ('anaphor ""it""', 'sign partial paralysis', 'produces'), ('raredisease alpers disease', 'sign liver cirrhotic', 'produces'), ('anaphor ""it""', 'sign seizures', 'produces'), ('raredisease alpers disease', 'sign optic atrophy', 'produces')}"
,,,is_a,"{('raredisease alpers disease', 'disease progressive neurologic disorder', 'is_a')}","{('raredisease alpers disease', 'sign mental retardation', 'is_a')}"
,,,increases_risk_of,set(),"{('raredisease alpers disease', 'disease serious liver disease', 'increases_risk_of')}"
13,"{'produces', 'anaphora'}",{'anaphora'},,,
,,,produces,set(),"{('raredisease hereditary ataxia', 'sign ataxias', 'produces'), ('raredisease hereditary ataxia', 'sign ataxia', 'produces')}"
,,,anaphora,set(),set()
14,set(),set(),,,
15,"{'is_a', 'is_synon', 'anaphora', 'increases_risk_of', 'produces'}",{'produces'},,,
,,,is_a,set(),"{('skinraredisease ichthyosis hystrix', 'skinraredisease ei', 'is_a')}"
,,,is_synon,set(),"{('skinraredisease curth-macklin', 'skinraredisease ichthyosis hystrix', 'is_synon')}"
,,,anaphora,set(),"{('skinraredisease ei', 'anaphor ""it""', 'anaphora')}"
,,,increases_risk_of,set(),"{('skinraredisease ei', 'disease skin infections', 'increases_risk_of')}"
,,,produces,"{('skinraredisease ei', 'sign skin infections', 'produces'), ('skinraredisease ei', 'sign redness of the skin', 'produces'), ('skinraredisease ei', 'sign heat intolerance', 'produces'), ('skinraredisease ei', 'sign ichthyosis hystrix', 'produces'), ('skinraredisease ei', 'sign blistering in areas subject to friction', 'produces'), ('skinraredisease ei', 'sign gradual decrease in blistering', 'produces')}","{('skinraredisease ichthyosis hystrix', 'sign brown-grey hyperkeratotic spines', 'produces'), ('skinraredisease palmoplantar keratoderma', 'sign limit ambulation', 'produces'), ('skinraredisease ei', 'symptom heat intolerance', 'produces'), ('skinraredisease palmoplantar keratoderma', 'sign limit hand function', 'produces'), ('skinraredisease ei', 'sign blistering', 'produces')}"
16,"{'produces', 'anaphora'}","{'anaphora', 'produces'}",,,
,,,produces,"{('raredisease banti syndrome', 'sign vascular obstruction of the liver', 'produces'), ('raredisease banti syndrome', 'sign aged red blood cells', 'produces'), ('raredisease banti syndrome', 'sign increased arsenic intake', 'produces'), ('raredisease banti syndrome', 'sign spleen rapidly but prematurely destroys blood cells', 'produces'), ('raredisease banti syndrome', 'sign red blood cells before birth', 'produces'), ('raredisease banti syndrome', 'sign hypertension within certain veins of the spleen', 'produces'), ('raredisease banti syndrome', 'sign abnormalities present at birth of such veins', 'produces')}","{('raredisease banti syndrome', 'sign vascular obstruction', 'produces'), ('anaphor ""it""', 'sign increased arsenic levels', 'produces'), ('raredisease banti syndrome', 'sign hypertension splenic veins hepatic or portal veins', 'produces'), ('raredisease banti syndrome', 'sign congenital blood clots', 'produces'), ('raredisease banti syndrome', 'sign obstruction of splenic veins', 'produces'), ('raredisease banti syndrome', 'sign obstruction of hepatic or portal veins', 'produces')}"
,,,anaphora,set(),set()
17,"{'anaphora', 'increases_risk_of'}","{'anaphora', 'produces'}",,,
,,,produces,"{('raredisease potter syndrome', 'sign bilateral renal agenesis', 'produces'), ('raredisease potter syndrome', 'sign obstructive uropathy', 'produces')}",
,,,anaphora,set(),set()
,,,increases_risk_of,set(),"{('raredisease bilateral renal agenesis', 'raredisease potter syndrome', 'increases_risk_of')}"
18,set(),set(),,,
19,"{'is_acron', 'is_a', 'increases_risk_of', 'anaphora', 'produces'}","{'is_acron', 'produces', 'increases_risk_of', 'anaphora'}",,,
,,,is_acron,"{('raredisease miliary tuberculosis', 'raredisease tb', 'is_acron')}",set()
,,,is_a,set(),"{('raredisease tuberculous meningitis', 'disease meningitis', 'is_a'), ('anaphor ""this form of meningitis""', 'disease meningitis', 'is_a')}"
,,,increases_risk_of,"{('raredisease tb', 'raredisease meningitis', 'increases_risk_of')}","{('raredisease miliary tuberculosis', 'raredisease tuberculous meningitis', 'increases_risk_of')}"
,,,anaphora,set(),"{('raredisease tuberculous meningitis', 'anaphor ""it""', 'anaphora'), ('raredisease tuberculous meningitis', 'anaphor ""this form of meningitis""', 'anaphora'), ('raredisease tbm', 'anaphor ""the disorder""', 'anaphora'), ('raredisease tbm', 'anaphor ""the infection""', 'anaphora')}"
,,,produces,"{('raredisease tuberculous meningitis', 'sign inflammation of the spinal cord', 'produces')}",set()
20,"{'is_a', '', 'is_acron', 'anaphora'}","{'is_a', 'is_acron', 'anaphora'}",,,
,,,is_a,"{('raredisease very long-chain acyl-coa dehydrogenase deficiency', 'disease genetic disorder', 'is_a')}","{('raredisease very long-chain acyl-coa dehydrogenase deficiency', 'disease genetic disorder of fatty acid metabolism', 'is_a'), ('raredisease vlcadd', 'disease fatty acid oxidation (fod) diseases', 'is_a'), ('raredisease lcadd', 'raredisease long-chain acyl-coa dehydrogenase deficiency', 'is_a')}"
,,,,set(),"{('anaphor ""it""', 'sign enzyme needed to break down certain very long-chain fatty acids', '')}"
,,,is_acron,set(),"{('raredisease lcadd', 'raredisease long-chain acyl-coa dehydrogenase deficiency', 'is_acron')}"
,,,anaphora,"{('raredisease vlcadd', 'anaphor ""the disorder""', 'anaphora')}","{('raredisease vlcad', 'anaphor ""the disorder""', 'anaphora')}"
21,"{'anaphora', 'is_synon', 'produces', 'is_a'}","{'is_a', 'produces', 'anaphora'}",,,
,,,anaphora,"{('raredisease enterobiasis', 'anaphor ""the disorder""', 'anaphora')}","{('disease enterobiasis', 'anaphor ""the disorder""', 'anaphora')}"
,,,is_synon,set(),"{('disease pinworm infection', 'disease enterobiasis', 'is_synon')}"
,,,produces,"{('raredisease enterobiasis', 'sign severe rectal itching', 'produces')}","{('disease enterobiasis', 'sign severe rectal itching', 'produces')}"
,,,is_a,"{('raredisease enterobiasis', 'disease contagious, parasitic infestation', 'is_a')}","{('disease enterobiasis', 'disease common, contagious, parasitic infestation', 'is_a')}"
22,"{'is_a', 'anaphora'}","{'is_a', 'is_synon', 'anaphora'}",,,
,,,is_synon,"{('raredisease balanitis xerotica obliterans', 'raredisease lichen sclerosus', 'is_synon')}",
,,,is_a,"{('raredisease lichen sclerosus', 'disease chronic inflammatory skin disorder', 'is_a')}","{('skinraredisease lichen sclerosus', 'disease chronic inflammatory skin disorder', 'is_a')}"
,,,anaphora,"{('raredisease lichen sclerosus', 'anaphor ""it""', 'anaphora'), ('raredisease lichen sclerosus', 'anaphor ""the disease""', 'anaphora')}","{('skinraredisease balanitis xerotica obliterans', 'anaphor ""the disease""', 'anaphora'), ('skinraredisease lichen sclerosus', 'anaphor ""it""', 'anaphora'), ('skinraredisease lichen sclerosus', 'anaphor ""the condition""', 'anaphora')}"
23,"{'produces', 'anaphora'}",{'anaphora'},,,
,,,produces,set(),"{('raredisease very early onset (veo) inflammatory bowel disease', ""sign crohn's disease in children less than 6 years old"", 'produces')}"
,,,anaphora,"{(""raredisease crohn's disease"", 'anaphor ""it""', 'anaphora')}","{(""raredisease pediatric crohn's disease"", 'anaphor ""it""', 'anaphora')}"
24,"{'anaphora', 'produces', 'is_a'}","{'anaphora', 'produces', 'is_a'}",,,
,,,anaphora,"{('raredisease alkaptonuria', 'anaphor ""the disorder""', 'anaphora')}","{('skinraredisease alkaptonuria', 'anaphor ""it""', 'anaphora'), ('skinraredisease alkaptonuria', 'anaphor ""the disorder""', 'anaphora')}"
,,,produces,"{('raredisease alkaptonuria', 'sign discoloration of the skin overlying cartilage within the body', 'produces'), ('raredisease alkaptonuria', 'sign progressive arthritis of the spine', 'produces'), ('raredisease alkaptonuria', 'sign asymptomatic during adulthood', 'produces'), ('raredisease alkaptonuria', 'sign discoloration of sclera', 'produces'), ('raredisease alkaptonuria', 'sign urine that turns black when exposed to air', 'produces'), ('raredisease alkaptonuria', 'sign dark urine', 'produces'), ('raredisease alkaptonuria', 'sign lack of functional levels of an enzyme required to breakdown homogentisic acid', 'produces'), ('raredisease alkaptonuria', 'sign progressive arthritis of large joints', 'produces'), ('raredisease alkaptonuria', 'sign accumulation of homogentisic acid', 'produces'), ('raredisease alkaptonuria', 'sign ochronosis', 'produces'), ('raredisease alkaptonuria', 'sign asymptomatic during infancy or childhood', 'produces')}","{('skinraredisease alkaptonuria', 'sign lack enough functional levels of an enzyme required to breakdown homogentisic acid', 'produces'), ('skinraredisease alkaptonuria', 'symptom asymptomatic during infancy or childhood', 'produces'), ('skinraredisease alkaptonuria', 'sign accumulation of homogentisic acid', 'produces'), ('skinraredisease alkaptonuria', 'sign progressive arthritis of the spine', 'produces'), ('skinraredisease alkaptonuria', 'sign urine that turns black when exposed to air', 'produces'), ('skinraredisease alkaptonuria', 'sign dark urine', 'produces'), ('skinraredisease alkaptonuria', 'sign sclera discolored', 'produces'), ('skinraredisease alkaptonuria', 'sign progressive arthritis of large joints', 'produces'), ('skinraredisease alkaptonuria', 'sign ochronosis', 'produces'), ('skinraredisease alkaptonuria', 'sign discoloration of the skin overlying cartilage', 'produces')}"
,,,is_a,"{('raredisease alkaptonuria', 'disease genetic metabolic disorder', 'is_a')}","{('skinraredisease alkaptonuria', 'disease genetic metabolic disorder', 'is_a')}"
25,"{'is_a', 'is_acron', 'produces', 'anaphora'}","{'is_a', 'produces', 'anaphora'}",,,
,,,is_a,"{('raredisease primary lateral sclerosis', 'disease motor neuron diseases', 'is_a')}","{('raredisease primary lateral sclerosis', 'sign stiffness of joints', 'is_a')}"
,,,is_acron,set(),"{('raredisease primary lateral sclerosis', 'raredisease primary lateral sclerosis', 'is_acron')}"
,,,produces,"{('raredisease primary lateral sclerosis', 'sign weakness of the arms', 'produces'), ('raredisease primary lateral sclerosis', 'sign weakness of the muscles of the face', 'produces'), ('raredisease primary lateral sclerosis', 'sign painless but progressive weakness of the muscles of the legs', 'produces'), ('raredisease primary lateral sclerosis', 'sign weakness of the bulbar muscles', 'produces')}","{('raredisease primary lateral sclerosis', 'sign weakness arms', 'produces'), ('raredisease primary lateral sclerosis', 'sign weakness bulbar muscles', 'produces'), ('disease motor neuron diseases', 'sign malfunction of the motor neurons', 'produces'), ('raredisease primary lateral sclerosis', 'sign stiffness of the muscles of the legs', 'produces'), ('raredisease primary lateral sclerosis', 'sign weakness muscles of the face', 'produces'), ('raredisease primary lateral sclerosis', 'sign ability to speak impaired', 'produces'), ('raredisease primary lateral sclerosis', 'sign progressive weakness of the muscles of the legs', 'produces')}"
,,,anaphora,set(),set()
26,"{'anaphora', 'produces'}","{'anaphora', 'produces'}",,,
,,,anaphora,set(),set()
,,,produces,"{('raredisease multifocal motor neuropathy', 'sign atrophy', 'produces'), ('raredisease multifocal motor neuropathy', 'sign muscles cramps', 'produces')}","{('anaphor ""the disorder""', 'sign inflammation', 'produces'), ('raredisease multifocal motor neuropathy', 'sign slowly progressive muscle weakness of the g', 'produces'), ('anaphor ""the disorder""', 'sign muscles cramps', 'produces'), ('anaphor ""the disorder""', 'sign atrophy of muscles', 'produces'), ('anaphor ""the disorder""', 'sign presence of specific autoantibodies that target a specific protein in the body', 'produces'), ('raredisease multifocal motor neuropathy', 'sign slowly progressive muscle weakness of the arms', 'produces'), ('anaphor ""the disorder""', 'sign abnormal functioning of the immune system', 'produces')}"
27,"{'is_a', 'produces', 'is_acron', 'anaphora'}","{'is_a', 'produces', 'is_acron', 'anaphora'}",,,
,,,is_a,set(),"{('anaphor ""it""', 'disease sarcomas', 'is_a'), ('disease soft tissue sarcomas', 'disease cancers', 'is_a'), ('anaphor ""the sarcoma""', 'disease sarcoma', 'is_a'), ('anaphor ""it""', 'disease soft tissue sarcomas', 'is_a')}"
,,,produces,"{('raredisease asps', 'sign painless mass', 'produces')}","{('raredisease asps', 'sign painless mass in the buttock', 'produces'), ('anaphor ""it""', 'sign unbalanced translocation', 'produces'), ('raredisease asps', 'sign painless mass in the leg', 'produces')}"
,,,is_acron,set(),set()
,,,anaphora,set(),"{('raredisease asps', 'anaphor ""the disorder""', 'anaphora'), ('raredisease asps', 'anaphor ""the sarcoma""', 'anaphora'), ('raredisease asps', 'anaphor ""this tumor""', 'anaphora')}"
28,"{'is_a', 'produces', 'anaphora'}","{'anaphora', 'produces', 'is_a'}",,,
,,,is_a,"{('anaphor ""this disorder""', 'disease blood disorder', 'is_a')}","{('raredisease hereditary nonspherocytic hemolytic anemia', 'disease genetically transmitted blood disorders', 'is_a'), ('raredisease hereditary nonspherocytic hemolytic anemia', 'disease blood disorder', 'is_a')}"
,,,produces,set(),set()
,,,anaphora,set(),set()
29,{'anaphora'},{'anaphora'},,,
,,,anaphora,"{('raredisease hartnup disease', 'anaphor ""it""', 'anaphora'), ('raredisease slc6a19 hartnup disease', 'anaphor ""the disorder""', 'anaphora')}","{('skinraredisease hartnup disease', 'anaphor ""the disorder""', 'anaphora'), ('skinraredisease hartnup disease', 'anaphor ""it""', 'anaphora')}"
30,"{'is_a', 'anaphora'}","{'', 'anaphora', 'is_a'}",,,
,,,,"{('raredisease soft tissue sarcomas', 'anaphor ""this', '')}",
,,,is_a,set(),"{('raredisease soft tissue sarcomas', 'disease tumors', 'is_a')}"
,,,anaphora,set(),"{('raredisease soft tissue sarcomas', 'anaphor ""this""', 'anaphora')}"
31,"{'is_a', 'anaphora'}","{'is_a', 'anaphora'}",,,
,,,is_a,set(),set()
,,,anaphora,set(),set()
32,{'is_a'},set(),,,
,,,is_a,set(),"{('raredisease berylliosis', 'disease metal poisoning', 'is_a')}"
33,"{'is_a', 'produces', 'anaphora'}","{'is_a', 'produces', 'anaphora'}",,,
,,,is_a,set(),set()
,,,produces,"{('raredisease cleidocranial dysplasia', 'sign delayed closure of the space between the bones of the skull', 'produces'), ('raredisease cleidocranial dysplasia', 'sign premature closure of the soft spot on the head', 'produces'), ('raredisease cleidocranial dysplasia', 'sign moderately short stature', 'produces')}","{('raredisease cleidocranial dysplasia', 'sign delayed closure of the fontanels', 'produces'), ('raredisease cleidocranial dysplasia', 'sign premature closing of the coronal', 'produces')}"
,,,anaphora,set(),set()
34,"{'is_acron', 'produces'}","{'is_acron', 'produces'}",,,
,,,is_acron,"{('raredisease fas', 'raredisease fetal alcohol syndrome', 'is_acron')}","{('disease fas', 'disease fetal alcohol syndrome', 'is_acron')}"
,,,produces,"{('raredisease fetal alcohol syndrome', 'sign mental and physical birth defects', 'produces'), ('raredisease fetal alcohol syndrome', 'sign malformations of the skull and facial (craniofacial) region', 'produces'), ('raredisease fas', 'sign behavioral problems', 'produces'), ('raredisease fetal alcohol syndrome', 'sign postnatal growth retardation', 'produces'), ('raredisease fetal alcohol syndrome', 'sign physical findings', 'produces'), ('raredisease fas', 'sign mental retardation', 'produces'), ('raredisease fas', 'sign learning abnormalities', 'produces'), ('raredisease fetal alcohol syndrome', 'sign prenatal growth retardation', 'produces'), ('raredisease fetal alcohol syndrome', 'sign brain abnormalities', 'produces')}","{('disease fetal alcohol syndrome', 'sign mental and physical birth defects', 'produces'), ('disease fetal alcohol syndrome', 'sign malformations of the skull and facial (craniofacial) region', 'produces'), ('disease fas', 'sign mental retardation', 'produces'), ('disease fetal alcohol syndrome', 'sign postnatal growth retardation', 'produces'), ('disease fetal alcohol syndrome', 'sign brain abnormalities', 'produces'), ('disease fas', 'sign behavioral problems', 'produces'), ('disease fas', 'sign varying degrees of mental retardation', 'produces'), ('disease fetal alcohol syndrome', 'sign prenatal growth retardation', 'produces'), ('disease fas', 'sign learning abnormalities', 'produces')}"
35,"{'is_a', 'is_synon'}","{'is_a', 'anaphora'}",,,
,,,anaphora,"{('raredisease trisomy 9p', 'anaphor ""the disorder""', 'anaphora')}",
,,,is_a,set(),set()
,,,is_synon,set(),"{('raredisease down syndrome', 'raredisease trisomy 21', 'is_synon'), (""raredisease edwards's syndrome"", 'raredisease trisomy 18', 'is_synon'), ('raredisease patau syndrome', 'raredisease trisomy 13', 'is_synon')}"
36,"{'is_a', 'produces'}","{'is_a', 'produces'}",,,
,,,is_a,set(),set()
,,,produces,"{('raredisease glucose-galactose malabsorption', 'sign watery diarrhea', 'produces')}","{('raredisease ggm', 'sign watery diarrhea', 'produces')}"
37,"{'anaphora', 'produces', 'is_a'}","{'anaphora', 'produces'}",,,
,,,anaphora,set(),set()
,,,produces,"{('raredisease chromosome 9 ring', 'sign intellectual disability', 'produces'), ('raredisease chromosome 9 ring', 'sign variable malformations of the skull and facial (craniofacial) region', 'produces')}","{('raredisease chromosome 9 ring', 'sign malformations of the skull and facial (craniofacial) region', 'produces'), ('raredisease chromosome 9 ring', 'sign moderate to severe intellectual disability', 'produces')}"
,,,is_a,set(),"{('raredisease chromosome 9 ring', 'disease chromosomal abnormality', 'is_a')}"
38,set(),set(),,,
39,{'produces'},{'produces'},,,
,,,produces,"{('raredisease congenital heart block', 'sign complete congenital heart block', 'produces'), ('raredisease congenital heart block', 'sign conduction abnormalities', 'produces'), ('raredisease congenital heart block', 'sign interference with the transfer of the electrical nerve impulses', 'produces')}","{('raredisease congenital heart block', 'sign heart block', 'produces')}"
40,"{'is_a', 'is_acron', 'increases_risk_of'}","{'is_a', 'is_acron', 'anaphora'}",,,
,,,anaphora,"{('raredisease primary central nervous system lymphoma', 'anaphor ""this""', 'anaphora')}",
,,,is_a,set(),"{('raredisease primary cns lymphoma', 'disease brain tumor', 'is_a')}"
,,,is_acron,set(),set()
,,,increases_risk_of,set(),"{('disease aids', 'raredisease primary cns lymphoma', 'increases_risk_of'), ('disease congenital immunodeficiency syndromes', 'raredisease primary cns lymphoma', 'increases_risk_of'), ('disease hiv', 'raredisease primary cns lymphoma', 'increases_risk_of')}"
41,"{'is_a', 'anaphora'}","{'is_a', 'anaphora'}",,,
,,,is_a,set(),set()
,,,anaphora,set(),set()
42,"{'anaphora', 'is_acron', 'produces'}",{'produces'},,,
,,,anaphora,set(),"{('raredisease dss', 'anaphor ""the condition""', 'anaphora'), ('raredisease dejerine-sottas syndrome', 'anaphor ""it""', 'anaphora'), ('raredisease dejerine-sottas syndrome', 'anaphor ""this disorder""', 'anaphora')}"
,,,is_acron,set(),"{('raredisease dss', 'raredisease dejerine-sottas syndrome', 'is_acron')}"
,,,produces,"{('raredisease dss', 'sign hand muscles weak', 'produces'), ('raredisease dss', 'sign muscle atrophy', 'produces'), ('raredisease dss', 'sign tingling', 'produces'), ('raredisease dss', 'sign forearm muscles weak', 'produces'), ('raredisease dss', 'sign prickling', 'produces'), ('raredisease dss', 'sign burning sensations', 'produces'), ('raredisease dss', 'sign walking at preschool age or later', 'produces')}","{('anaphor ""the condition""', 'sign hand and forearm muscles may become weak', 'produces'), ('raredisease dss', 'sign atrophy of leg muscles', 'produces')}"
43,"{'is_acron', 'is_a', 'is_synon', 'anaphora', 'produces'}","{'is_a', 'produces', 'is_acron', 'anaphora'}",,,
,,,is_acron,set(),set()
,,,is_a,"{('raredisease dysplasia epiphysealis hemimelica', 'disease developmental bone disease', 'is_a')}","{('raredisease dysplasia epiphysealis hemimelica', 'disease bone disease', 'is_a')}"
,,,is_synon,set(),"{(""raredisease trevor's disease,"", 'raredisease dysplasia epiphysealis hemimelica', 'is_synon')}"
,,,anaphora,"{('raredisease deh', 'anaphor ""it""', 'anaphora'), ('anaphor ""it""', 'anaphor ""it""', 'anaphora')}","{('raredisease dysplasia epiphysealis hemimelica', 'anaphor ""this condition""', 'anaphora'), ('raredisease deh', 'anaphor ""this disease""', 'anaphora')}"
,,,produces,"{('anaphor ""it""', 'sign abnormal growth of cartilage arising from the cartilage of the epiphysis', 'produces')}","{('anaphor ""it""', 'sign abnormal cartilage', 'produces'), ('anaphor ""it""', 'sign abnormal growth of cartilage arising from the cartilage of the terminal ends (epiphysis) of the long bones of the lower limbs', 'produces'), ('anaphor ""it""', 'sign abnormal growth of cartilage arising from the cartilage of the terminal ends (epiphysis) of the long bones', 'produces'), ('anaphor ""it""', 'sign irregular nodular mass located either in the medial or lateral part of the bone', 'produces')}"
44,{'is_a'},set(),,,
,,,is_a,set(),"{('raredisease dmd', 'raredisease muscular dystrophy', 'is_a')}"
45,{'anaphora'},set(),,,
,,,anaphora,set(),"{('raredisease ameloblastic carcinoma', 'anaphor ""they""', 'anaphora')}"
46,{'anaphora'},{'anaphora'},,,
,,,anaphora,"{('raredisease', 'anaphor ""the disorder""', 'anaphora')}","{('raredisease andersen-tawil syndrome', 'anaphor ""the disorder""', 'anaphora')}"
47,{'produces'},set(),,,
