doc_name,gold_rels,pred_rels,rel_type,fp_prediction,fn_prediction
,,,produces,"{('skinraredisease ttd', 'sign teeth anomalies', 'produces'), ('skinraredisease ttd', 'sign bone anomalies', 'produces')}","{('skinraredisease ttd', ""sign reduced sulfur content in patient's hair"", 'produces'), ('skinraredisease ttd', 'sign hair shaft abnormalities', 'produces'), ('skinraredisease ttd', 'sign bone and teeth anomalies', 'produces'), ('skinraredisease ttd', 'sign abnormal patterns of myelination', 'produces'), ('skinraredisease ttd', 'sign hair shafts tiger-tail pattern', 'produces')}"
12,"{'produces', 'is_a', 'anaphora', 'increases_risk_of'}","{'produces', 'is_a', 'anaphora'}",,,
,,,produces,set(),"{('raredisease alpers disease', 'sign liver cirrhotic', 'produces'), ('anaphor ""it""', 'sign hypotonia', 'produces'), ('raredisease alpers disease', 'sign optic atrophy', 'produces'), ('raredisease alpers disease', 'sign jaundice', 'produces'), ('raredisease alpers disease', 'sign spastic quadriplegia', 'produces'), ('raredisease alpers disease', 'sign blind', 'produces')}"
,,,is_a,"{('raredisease alpers disease', 'disease progressive neurologic disorder', 'is_a')}","{('raredisease alpers disease', 'sign mental retardation', 'is_a')}"
,,,anaphora,set(),"{('raredisease alpers disease', 'anaphor ""this disorder""', 'anaphora')}"
,,,increases_risk_of,set(),"{('raredisease alpers disease', 'disease serious liver disease', 'increases_risk_of')}"
13,"{'produces', 'anaphora'}",{'anaphora'},,,
,,,produces,set(),"{('raredisease hereditary ataxia', 'sign ataxias', 'produces'), ('raredisease hereditary ataxia', 'sign ataxia', 'produces')}"
,,,anaphora,set(),set()
14,set(),set(),,,
15,"{'is_synon', 'anaphora', 'increases_risk_of', 'produces', 'is_a'}",{'produces'},,,
,,,is_synon,set(),"{('skinraredisease curth-macklin', 'skinraredisease ichthyosis hystrix', 'is_synon')}"
,,,anaphora,set(),"{('skinraredisease ei', 'anaphor ""it""', 'anaphora')}"
,,,increases_risk_of,set(),"{('skinraredisease ei', 'disease skin infections', 'increases_risk_of')}"
,,,produces,"{('skinraredisease ei', 'sign skin infections', 'produces'), ('skinraredisease ei', 'sign redness of the skin', 'produces'), ('skinraredisease ei', 'sign minimal blistering in areas subject to friction', 'produces'), ('skinraredisease ei', 'sign heat intolerance', 'produces'), ('skinraredisease ei', 'sign red, blistering and denuded skin with visible areas of skin thickening', 'produces')}","{('skinraredisease ei', 'sign blistering', 'produces'), ('skinraredisease ei', 'sign red, blistering and denuded skin', 'produces'), ('skinraredisease palmoplantar keratoderma', 'sign limit hand function', 'produces'), ('skinraredisease ichthyosis hystrix', 'sign brown-grey hyperkeratotic spines', 'produces'), ('skinraredisease palmoplantar keratoderma', 'sign limit ambulation', 'produces'), ('skinraredisease ei', 'symptom heat intolerance', 'produces')}"
,,,is_a,set(),"{('skinraredisease ichthyosis hystrix', 'skinraredisease ei', 'is_a')}"
16,"{'produces', 'anaphora'}","{'produces', 'is_a', 'increases_risk_of'}",,,
,,,is_a,"{('raredisease banti syndrome', 'disease disorder of the spleen', 'is_a')}",
,,,increases_risk_of,"{('disease vascular obstruction of the liver', 'raredisease banti syndrome', 'increases_risk_of'), ('disease hypertension', 'raredisease banti syndrome', 'increases_risk_of')}",
,,,produces,"{('raredisease banti syndrome', 'sign hypertension within', 'produces'), ('raredisease banti syndrome', 'sign abnormalities present at birth', 'produces'), ('raredisease banti syndrome', 'sign hepatic or portal veins', 'produces'), ('raredisease banti syndrome', 'sign spleen rapidly but prematurely destroys blood cells', 'produces'), ('raredisease banti syndrome', 'sign aged red blood cells', 'produces'), ('raredisease banti syndrome', 'sign vascular obstruction of the liver', 'produces'), ('raredisease banti syndrome', 'sign congenital of such veins', 'produces'), ('raredisease banti syndrome', 'sign splenic veins', 'produces'), ('raredisease banti syndrome', 'sign red blood cells before birth', 'produces')}","{('raredisease banti syndrome', 'sign obstruction of splenic veins', 'produces'), ('raredisease banti syndrome', 'sign congenital blood clots', 'produces'), ('raredisease banti syndrome', 'sign hypertension splenic veins hepatic or portal veins', 'produces'), ('raredisease banti syndrome', 'sign obstruction of hepatic or portal veins', 'produces'), ('anaphor ""it""', 'sign increased arsenic levels', 'produces'), ('raredisease banti syndrome', 'sign vascular obstruction', 'produces')}"
,,,anaphora,set(),"{('raredisease banti syndrome', 'anaphor ""it""', 'anaphora')}"
17,"{'anaphora', 'increases_risk_of'}","{'produces', 'anaphora'}",,,
,,,produces,"{('anaphor ""this condition""', 'sign obstructive uropathy', 'produces'), ('anaphor ""this condition""', 'sign bilateral renal agenesis', 'produces')}",
,,,anaphora,set(),set()
,,,increases_risk_of,set(),"{('raredisease bilateral renal agenesis', 'raredisease potter syndrome', 'increases_risk_of')}"
18,set(),set(),,,
19,"{'anaphora', 'is_acron', 'increases_risk_of', 'produces', 'is_a'}","{'produces', 'is_a', 'anaphora'}",,,
,,,anaphora,"{('raredisease tuberculous meningitis', 'anaphor ""the disorder""', 'anaphora')}","{('raredisease tbm', 'anaphor ""it""', 'anaphora'), ('raredisease tbm', 'anaphor ""the infection""', 'anaphora'), ('raredisease tbm', 'anaphor ""the disorder""', 'anaphora'), ('raredisease tuberculous meningitis', 'anaphor ""this form of meningitis""', 'anaphora')}"
,,,is_acron,set(),"{('raredisease tbm', 'raredisease tuberculous meningitis', 'is_acron'), ('raredisease tb', 'raredisease tuberculosis', 'is_acron')}"
,,,increases_risk_of,set(),"{('raredisease miliary tuberculosis', 'raredisease tuberculous meningitis', 'increases_risk_of')}"
,,,produces,set(),set()
,,,is_a,"{('raredisease tuberculous meningitis', 'disease tuberculosis', 'is_a')}","{('anaphor ""this form of meningitis""', 'disease meningitis', 'is_a')}"
20,"{'produces', 'is_a', 'anaphora', 'is_acron'}","{'is_a', 'anaphora', 'is_acron'}",,,
,,,produces,set(),"{('anaphor ""it""', 'sign enzyme needed to break down certain very long-chain fatty acids is missing or not working properly', 'produces')}"
,,,is_a,"{('raredisease very long-chain acyl-coa dehydrogenase deficiency', 'disease genetic disorder', 'is_a'), ('raredisease vlcadd', 'disease fatty acid oxidation diseases', 'is_a'), ('raredisease long-chain acyl-coa dehydrogenase deficiency', 'disease metabolic diseases', 'is_a')}","{('raredisease vlcadd', 'disease fatty acid oxidation (fod) diseases', 'is_a'), ('raredisease lcadd', 'raredisease long-chain acyl-coa dehydrogenase deficiency', 'is_a'), ('raredisease very long-chain acyl-coa dehydrogenase deficiency', 'disease genetic disorder of fatty acid metabolism', 'is_a')}"
,,,anaphora,set(),"{('raredisease vlcad', 'anaphor ""the disorder""', 'anaphora')}"
,,,is_acron,set(),"{('raredisease lcadd', 'raredisease long-chain acyl-coa dehydrogenase deficiency', 'is_acron')}"
21,"{'is_synon', 'produces', 'is_a', 'anaphora'}","{'produces', 'is_a', 'anaphora'}",,,
,,,is_synon,set(),"{('disease pinworm infection', 'disease enterobiasis', 'is_synon')}"
,,,produces,"{('raredisease enterobiasis', 'sign severe rectal itching', 'produces')}","{('disease enterobiasis', 'sign severe rectal itching', 'produces')}"
,,,is_a,"{('raredisease enterobiasis or pinworm infection', 'disease common, contagious, parasitic infestation', 'is_a')}","{('disease enterobiasis', 'disease common, contagious, parasitic infestation', 'is_a')}"
,,,anaphora,"{('raredisease enterobiasis or pinworm infection', 'anaphor ""the disorder""', 'anaphora')}","{('disease enterobiasis', 'anaphor ""the disorder""', 'anaphora')}"
22,"{'is_a', 'anaphora'}","{'is_synon', 'is_a', 'anaphora'}",,,
,,,is_synon,"{('skinraredisease balanitis xerotica obliterans', 'skinraredisease lichen sclerosus', 'is_synon')}",
,,,is_a,set(),set()
,,,anaphora,"{('skinraredisease lichen sclerosus', 'anaphor ""the disease""', 'anaphora')}","{('skinraredisease balanitis xerotica obliterans', 'anaphor ""the disease""', 'anaphora')}"
23,"{'produces', 'anaphora'}",{'anaphora'},,,
,,,produces,set(),"{('raredisease very early onset (veo) inflammatory bowel disease', ""sign crohn's disease in children less than 6 years old"", 'produces')}"
,,,anaphora,"{(""raredisease crohn's disease"", 'anaphor ""it""', 'anaphora')}","{(""raredisease pediatric crohn's disease"", 'anaphor ""it""', 'anaphora')}"
24,"{'produces', 'is_a', 'anaphora'}","{'produces', 'is_a', 'anaphora'}",,,
,,,produces,"{('raredisease alkaptonuria', 'sign discoloration of the skin overlying cartilage within the body', 'produces'), ('raredisease alkaptonuria', 'sign ochronosis', 'produces'), ('raredisease alkaptonuria', 'sign progressive arthritis of the spine', 'produces'), ('raredisease alkaptonuria', 'sign progressive arthritis of the large joints', 'produces'), ('raredisease alkaptonuria', 'sign urine that turns black when exposed to air', 'produces'), ('raredisease alkaptonuria', 'sign lack of functional levels of an enzyme required to breakdown homogentisic acid', 'produces'), ('raredisease alkaptonuria', 'sign accumulation of homogentisic acid', 'produces'), ('anaphor ""this change""', 'symptom asymptomatic', 'produces'), ('raredisease alkaptonuria', 'sign dark urine', 'produces'), ('raredisease alkaptonuria', 'sign discoloration of the sclera', 'produces')}","{('skinraredisease alkaptonuria', 'sign accumulation of homogentisic acid', 'produces'), ('skinraredisease alkaptonuria', 'sign dark urine', 'produces'), ('skinraredisease alkaptonuria', 'sign progressive arthritis of the spine', 'produces'), ('skinraredisease alkaptonuria', 'symptom asymptomatic during infancy or childhood', 'produces'), ('skinraredisease alkaptonuria', 'sign discoloration of the skin overlying cartilage', 'produces'), ('skinraredisease alkaptonuria', 'sign progressive arthritis of large joints', 'produces'), ('skinraredisease alkaptonuria', 'sign sclera discolored', 'produces'), ('skinraredisease alkaptonuria', 'sign ochronosis', 'produces'), ('skinraredisease alkaptonuria', 'sign lack enough functional levels of an enzyme required to breakdown homogentisic acid', 'produces'), ('skinraredisease alkaptonuria', 'sign urine that turns black when exposed to air', 'produces')}"
,,,is_a,"{('raredisease alkaptonuria', 'disease genetic metabolic disorder', 'is_a')}","{('skinraredisease alkaptonuria', 'disease genetic metabolic disorder', 'is_a')}"
,,,anaphora,"{('raredisease alkaptonuria', 'anaphor ""the condition""', 'anaphora'), ('raredisease alkaptonuria', 'anaphor ""this change""', 'anaphora')}","{('skinraredisease alkaptonuria', 'anaphor ""the disorder""', 'anaphora'), ('skinraredisease alkaptonuria', 'anaphor ""it""', 'anaphora')}"
25,"{'produces', 'is_a', 'anaphora', 'is_acron'}","{'produces', 'is_a', 'anaphora', 'is_acron'}",,,
,,,produces,"{('raredisease primary lateral sclerosis', 'sign weakness of the muscles at the base of the brain', 'produces'), ('raredisease primary lateral sclerosis', 'symptom painless but progressive weakness of the muscles of the legs', 'produces'), ('raredisease primary lateral sclerosis', 'sign muscles of the face affected', 'produces'), ('raredisease primary lateral sclerosis', 'symptom weakness of the arms', 'produces')}","{('raredisease primary lateral sclerosis', 'sign weakness bulbar muscles', 'produces'), ('raredisease primary lateral sclerosis', 'sign stiffness of the muscles of the legs', 'produces'), ('raredisease primary lateral sclerosis', 'sign progressive weakness of the muscles of the legs', 'produces'), ('raredisease primary lateral sclerosis', 'sign ability to speak impaired', 'produces'), ('raredisease primary lateral sclerosis', 'sign weakness arms', 'produces'), ('raredisease primary lateral sclerosis', 'sign weakness muscles of the face', 'produces'), ('disease motor neuron diseases', 'sign malfunction of the motor neurons', 'produces')}"
,,,is_a,"{('raredisease primary lateral sclerosis', 'disease motor neuron diseases', 'is_a')}","{('raredisease primary lateral sclerosis', 'sign stiffness of joints', 'is_a')}"
,,,anaphora,set(),set()
,,,is_acron,"{('raredisease pls', 'raredisease primary lateral sclerosis', 'is_acron')}","{('raredisease primary lateral sclerosis', 'raredisease primary lateral sclerosis', 'is_acron')}"
26,"{'produces', 'anaphora'}","{'produces', 'is_a', 'anaphora'}",,,
,,,is_a,"{('raredisease multifocal motor neuropathy', 'disease slowly progressive muscle weakness', 'is_a')}",
,,,produces,"{('anaphor ""the disorder""', 'sign specific autoantibodies that target a specific protein in the body', 'produces')}","{('anaphor ""the disorder""', 'sign abnormal functioning of the immune system', 'produces'), ('raredisease multifocal motor neuropathy', 'sign slowly progressive muscle weakness of the arms', 'produces'), ('anaphor ""the disorder""', 'sign presence of specific autoantibodies that target a specific protein in the body', 'produces'), ('raredisease multifocal motor neuropathy', 'sign slowly progressive muscle weakness of the g', 'produces'), ('raredisease multifocal motor neuropathy', 'sign slowly progressive muscle weakness', 'produces')}"
,,,anaphora,set(),set()
27,"{'produces', 'is_a', 'anaphora', 'is_acron'}","{'is_a', 'anaphora', 'is_acron'}",,,
,,,produces,set(),"{('anaphor ""it""', 'sign unbalanced translocation', 'produces'), ('raredisease asps', 'sign painless mass in the buttock', 'produces'), ('raredisease asps', 'sign painless mass in the leg', 'produces')}"
,,,is_a,set(),"{('anaphor ""it""', 'disease soft tissue sarcomas', 'is_a'), ('disease soft tissue sarcomas', 'disease cancers', 'is_a'), ('raredisease asps', 'disease soft tissue sarcomas', 'is_a'), ('anaphor ""it""', 'disease sarcomas', 'is_a'), ('anaphor ""the sarcoma""', 'disease sarcoma', 'is_a')}"
,,,anaphora,set(),"{('raredisease asps', 'anaphor ""this tumor""', 'anaphora'), ('raredisease asps', 'anaphor ""the sarcoma""', 'anaphora'), ('raredisease asps', 'anaphor ""the disorder""', 'anaphora')}"
,,,is_acron,set(),set()
28,"{'produces', 'is_a', 'anaphora'}","{'produces', 'is_a'}",,,
,,,produces,set(),set()
,,,is_a,set(),set()
,,,anaphora,set(),"{('raredisease hereditary nonspherocytic hemolytic anemia', 'anaphor ""this disorder""', 'anaphora')}"
29,{'anaphora'},{'anaphora'},,,
,,,anaphora,"{('raredisease hartnup disease', 'anaphor ""it""', 'anaphora'), ('raredisease slc6a19 hartnup disease', 'anaphor ""the disorder""', 'anaphora')}","{('skinraredisease hartnup disease', 'anaphor ""it""', 'anaphora'), ('skinraredisease hartnup disease', 'anaphor ""the disorder""', 'anaphora')}"
30,"{'is_a', 'anaphora'}",{'is_a'},,,
,,,is_a,set(),set()
,,,anaphora,set(),"{('raredisease soft tissue sarcomas', 'anaphor ""this""', 'anaphora'), ('raredisease soft tissue sarcomas', 'anaphor ""they""', 'anaphora')}"
31,"{'is_a', 'anaphora'}","{'is_a', 'anaphora'}",,,
,,,is_a,set(),set()
,,,anaphora,set(),set()
32,{'is_a'},set(),,,
,,,is_a,set(),"{('raredisease berylliosis', 'disease metal poisoning', 'is_a')}"
33,"{'produces', 'is_a', 'anaphora'}",{'produces'},,,
,,,produces,"{('raredisease cleidocranial dysplasia', 'sign moderately short stature', 'produces'), ('raredisease cleidocranial dysplasia', 'sign premature closing of the soft spot on the head', 'produces'), ('raredisease cleidocranial dysplasia', 'sign delayed closure of the space between the bones of the skull', 'produces')}","{('raredisease cleidocranial dysplasia', 'sign premature closing of the coronal', 'produces'), ('raredisease cleidocranial dysplasia', 'sign delayed closure of the fontanels', 'produces')}"
,,,is_a,set(),"{('raredisease cleidocranial dysplasia', 'disease skeletal dysplasia', 'is_a')}"
,,,anaphora,set(),"{('raredisease cleidocranial dysplasia', 'anaphor ""this disorder""', 'anaphora')}"
34,"{'produces', 'is_acron'}",{'produces'},,,
,,,produces,"{('raredisease fetal alcohol syndrome', 'sign learning abnormalities', 'produces'), ('raredisease fetal alcohol syndrome', 'sign postnatal growth retardation', 'produces'), ('raredisease fetal alcohol syndrome', 'sign prenatal growth retardation', 'produces'), ('raredisease fetal alcohol syndrome', 'sign mental and physical birth defects', 'produces'), ('raredisease fetal alcohol syndrome', 'sign mental retardation', 'produces'), ('raredisease fetal alcohol syndrome', 'sign brain abnormalities', 'produces'), ('raredisease fetal alcohol syndrome', 'sign physical findings', 'produces'), ('raredisease fetal alcohol syndrome', 'sign malformations of the skull and facial (craniofacial) region', 'produces'), ('raredisease fetal alcohol syndrome', 'sign behavioral problems', 'produces')}","{('disease fas', 'sign behavioral problems', 'produces'), ('disease fetal alcohol syndrome', 'sign prenatal growth retardation', 'produces'), ('disease fas', 'sign mental retardation', 'produces'), ('disease fetal alcohol syndrome', 'sign postnatal growth retardation', 'produces'), ('disease fetal alcohol syndrome', 'sign malformations of the skull and facial (craniofacial) region', 'produces'), ('disease fetal alcohol syndrome', 'sign mental and physical birth defects', 'produces'), ('disease fetal alcohol syndrome', 'sign brain abnormalities', 'produces'), ('disease fas', 'sign varying degrees of mental retardation', 'produces'), ('disease fas', 'sign learning abnormalities', 'produces')}"
,,,is_acron,set(),"{('disease fas', 'disease fetal alcohol syndrome', 'is_acron')}"
35,"{'is_synon', 'is_a'}","{'is_a', 'anaphora'}",,,
,,,anaphora,"{('raredisease trisomy 9p', 'anaphor ""the disorder""', 'anaphora')}",
,,,is_synon,set(),"{('raredisease down syndrome', 'raredisease trisomy 21', 'is_synon'), ('raredisease patau syndrome', 'raredisease trisomy 13', 'is_synon'), (""raredisease edwards's syndrome"", 'raredisease trisomy 18', 'is_synon')}"
,,,is_a,set(),set()
36,"{'produces', 'is_a'}","{'produces', 'is_a', 'is_acron'}",,,
,,,is_acron,"{('raredisease ggm', 'raredisease glucose-galactose malabsorption', 'is_acron')}",
,,,produces,set(),"{('raredisease ggm', 'sign watery diarrhea', 'produces')}"
,,,is_a,set(),set()
37,"{'produces', 'is_a', 'anaphora'}","{'produces', 'anaphora'}",,,
,,,produces,"{('anaphor ""the chromosomal abnormality""', 'sign genital abnormalities', 'produces'), ('anaphor ""the chromosomal abnormality""', 'sign malformations of the skull and facial (craniofacial) region', 'produces'), ('anaphor ""the chromosomal abnormality""', 'sign heart defects', 'produces'), ('anaphor ""the chromosomal abnormality""', 'sign intellectual disability', 'produces'), ('anaphor ""the chromosomal abnormality""', 'sign growth retardation', 'produces')}","{('raredisease chromosome 9 ring', 'sign growth retardation', 'produces'), ('raredisease chromosome 9 ring', 'sign malformations of the skull and facial (craniofacial) region', 'produces'), ('raredisease chromosome 9 ring', 'sign genital abnormalities', 'produces'), ('raredisease chromosome 9 ring', 'sign moderate to severe intellectual disability', 'produces'), ('raredisease chromosome 9 ring', 'sign heart defects', 'produces')}"
,,,is_a,set(),"{('raredisease chromosome 9 ring', 'disease chromosomal abnormality', 'is_a')}"
,,,anaphora,"{('raredisease chromosome 9 ring', 'anaphor ""the chromosomal abnormality""', 'anaphora')}",set()
38,set(),set(),,,
39,{'produces'},{'produces'},,,
,,,produces,"{('raredisease congenital heart block', 'sign conduction abnormalities', 'produces')}",set()
40,"{'is_a', 'is_acron', 'increases_risk_of'}","{'is_a', 'is_acron'}",,,
,,,is_a,set(),"{('raredisease primary cns lymphoma', 'disease brain tumor', 'is_a')}"
,,,is_acron,set(),set()
,,,increases_risk_of,set(),"{('disease congenital immunodeficiency syndromes', 'raredisease primary cns lymphoma', 'increases_risk_of'), ('disease hiv', 'raredisease primary cns lymphoma', 'increases_risk_of'), ('disease aids', 'raredisease primary cns lymphoma', 'increases_risk_of')}"
41,"{'is_a', 'anaphora'}",{'is_a'},,,
,,,is_a,set(),set()
,,,anaphora,set(),"{('raredisease hyperekplexia', 'anaphor ""the disorder""', 'anaphora')}"
42,"{'produces', 'anaphora', 'is_acron'}",{'anaphora'},,,
,,,produces,set(),"{('raredisease dss', 'sign loss of heat sensitivity', 'produces'), ('raredisease dss', 'sign mild vision difficulties', 'produces'), ('anaphor ""the condition""', 'sign hand and forearm muscles may become weak', 'produces'), ('raredisease dss', 'sign scoliosis', 'produces'), ('raredisease dss', 'sign muscle weakness', 'produces'), ('raredisease dss', 'sign absence of reflexes', 'produces'), ('raredisease dss', 'sign respiratory insufficiency', 'produces'), ('raredisease dss', 'symptom pain', 'produces'), ('raredisease dss', 'sign atrophy of leg muscles', 'produces'), ('raredisease dss', 'sign delayed motor milestones', 'produces'), ('raredisease dss', 'sign ataxia', 'produces')}"
,,,anaphora,set(),"{('raredisease dss', 'anaphor ""the condition""', 'anaphora')}"
,,,is_acron,set(),"{('raredisease dss', 'raredisease dejerine-sottas syndrome', 'is_acron')}"
43,"{'is_synon', 'anaphora', 'is_acron', 'produces', 'is_a'}","{'produces', 'is_a', 'anaphora', 'is_acron'}",,,
,,,is_synon,set(),"{(""raredisease trevor's disease,"", 'raredisease dysplasia epiphysealis hemimelica', 'is_synon')}"
,,,anaphora,set(),"{('raredisease deh', 'anaphor ""this condition""', 'anaphora'), ('raredisease deh', 'anaphor ""this disease""', 'anaphora')}"
,,,is_acron,set(),set()
,,,produces,"{('anaphor ""this condition""', 'sign abnormal cartilage produces an irregular nodular mass located either in the medial or lateral part of the bone', 'produces'), ('anaphor ""this condition""', 'sign abnormal growth of cartilage arising from the cartilage of the epiphysis', 'produces')}","{('anaphor ""it""', 'sign abnormal cartilage', 'produces'), ('anaphor ""it""', 'sign irregular nodular mass located either in the medial or lateral part of the bone', 'produces'), ('anaphor ""it""', 'sign abnormal growth of cartilage arising from the cartilage of the terminal ends (epiphysis) of the long bones', 'produces'), ('anaphor ""it""', 'sign abnormal growth of cartilage arising from the cartilage of the terminal ends (epiphysis) of the long bones of the lower limbs', 'produces')}"
,,,is_a,"{('raredisease dysplasia epiphysealis hemimelica', 'disease developmental bone disease', 'is_a')}","{('raredisease dysplasia epiphysealis hemimelica', 'disease bone disease', 'is_a')}"
44,{'is_a'},{'is_a'},,,
,,,is_a,"{('raredisease dmd', 'disease muscular dystrophy', 'is_a'), ('raredisease dmd', 'disease muscular dystrophies', 'is_a')}","{('raredisease dmd', 'raredisease muscular dystrophy', 'is_a')}"
45,{'anaphora'},{'anaphora'},,,
,,,anaphora,set(),set()
46,{'anaphora'},{'anaphora'},,,
,,,anaphora,"{('raredisease and the term ""the disorder"" is an anaphor that refers back to the entity of the raredisease and the term ""the disorder"" is an anaphor that refers back to the entity of the raredisease and the term ""the disorder"" is an anaphor that refers back to the entity of the raredisease and the term ""the disorder"" is an anaphor that refers back to the entity of the raredisease and the term ""the disorder"" is an anaphor that refers back to the entity of the raredisease and the term ""the disorder"" is an anaphor that refers back to the entity of the raredisease and the term ""the disorder"" is an anaphor that refers back to the entity of the raredisease and the term ""the disorder"" is an anaphor that refers back to the entity of the raredisease and the term ""the disorder"" is an anaphor that refers back to the entity of the raredisease and the term ""the disorder"" is an anaphor that refers back to the entity of the raredisease and the term ""the disorder"" is an anaphor that refers back to the entity of the raredisease and the term ""the disorder"" is an anaphor that refers back to the entity of the raredisease', 'anaphor ""the disorder""', 'anaphora')}","{('raredisease andersen-tawil syndrome', 'anaphor ""the disorder""', 'anaphora')}"
47,{'produces'},set(),,,
