doc_name,gold_rels,pred_rels,rel_type,fp_prediction,fn_prediction
,,,produces,,"{('pseudo-hurler polydystrophy', 'decreased enzyme levels in white blood cells', 'produces'), ('""this disorder""', 'claw-hands', 'produces'), ('pseudo-hurler polydystrophy', 'elevated lysosomal enzyme activity in serum', 'produces'), ('pseudo-hurler polydystrophy', 'defective upd-n-acetylglucosamine-1-phosphotransferase', 'produces'), ('pseudo-hurler polydystrophy', 'deterioration of the hip joints', 'produces'), ('pseudo-hurler polydystrophy', 'mild mental retardation', 'produces'), ('""this disorder""', 'progressive joint stiffness', 'produces'), ('pseudo-hurler polydystrophy', 'easy fatigability', 'produces'), ('pseudo-hurler polydystrophy', 'growth delays', 'produces'), ('pseudo-hurler polydystrophy', 'accumulation of mucopolysaccharides and mucolipids', 'produces'), ('pseudo-hurler polydystrophy', 'mild to moderate coarseness of facial features', 'produces'), ('pseudo-hurler polydystrophy', 'decreased enzyme levels in fibroblasts', 'produces'), ('""this disorder""', 'skeletal deformities of the hands', 'produces'), ('pseudo-hurler polydystrophy', 'clouding of the corneas of the eyes', 'produces'), ('""this disorder""', 'scoliosis', 'produces')}"
,,,is_synon,,"{('mucolipidosis type iii', 'pseudo-hurler polydystrophy', 'is_synon'), ('mucolipidosis type ii', 'i-cell disease', 'is_synon')}"
Gitelman-Syndrome,"{'anaphora', 'produces'}","{'anaphora', 'produces'}",,,
,,,anaphora,,set()
,,,produces,,"{('gitelman syndrome', 'lower blood pressures', 'produces')}"
Tarsal-Tunnel-Syndrome,{'anaphora'},{'anaphora'},,,
,,,anaphora,,set()
C3-Glomerulopathy_-Dense-Deposit-Disease-and-C3-Glomerulonephritis,"{'is_a', 'produces', 'is_acron'}","{'anaphora', 'produces', 'is_acron'}",,,
,,,anaphora,"{('complement-mediated renal diseases', '""these diseases""', 'anaphora')}",
,,,is_a,,"{('dense deposit disease', 'kidney disease', 'is_a')}"
,,,produces,,"{('c3g', 'kidney deposits', 'produces'), ('dense deposit disease', 'abundance of a protein called c3 in the renal glomeruli', 'produces'), ('ddd', 'abundance of c3 in the renal glomeruli', 'produces'), ('dense deposit disease', ""dense 'sausage-like' deposits in the glomerular basement membrane"", 'produces')}"
,,,is_acron,,"{('c3gn', 'c3 glomerulonephritis', 'is_acron'), ('c3g', 'c3 glomerulopathy', 'is_acron')}"
Trichothiodystrophy,{'produces'},"{'anaphora', 'produces'}",,,
,,,anaphora,"{('ttd', '""the disorder""', 'anaphora'), ('ttd', '""it""', 'anaphora')}",
,,,produces,,"{('ttd', 'small chin', 'produces'), ('ttd', 'short stature', 'produces'), ('ttd', 'abnormal patterns of myelination', 'produces'), ('ttd', 'hair shaft abnormalities', 'produces'), ('ttd', 'bone and teeth anomalies', 'produces'), ('ttd', ""reduced sulfur content in patient's hair"", 'produces'), ('ttd', 'hair shafts tiger-tail pattern', 'produces'), ('ttd', 'hair abnormalities', 'produces')}"
Alpers-Disease,"{'is_a', 'anaphora', 'produces', 'increases_risk_of'}","{'is_a', 'anaphora', 'produces'}",,,
,,,is_a,,"{('alpers disease', 'mental retardation', 'is_a')}"
,,,anaphora,,set()
,,,produces,,"{('alpers disease', 'liver cirrhotic', 'produces'), ('alpers disease', 'blind', 'produces'), ('alpers disease', 'loss of intellectual functions', 'produces'), ('alpers disease', 'mental retardation', 'produces'), ('""it""', 'lack of coordination of motor movement', 'produces'), ('alpers disease', 'jaundice', 'produces'), ('""it""', 'muscle twitching', 'produces'), ('""it""', 'partial paralysis', 'produces')}"
,,,increases_risk_of,,"{('alpers disease', 'serious liver disease', 'increases_risk_of')}"
Autosomal-Dominant-Hereditary-Ataxia,"{'anaphora', 'produces'}","{'is_a', 'anaphora'}",,,
,,,is_a,"{('hereditary ataxia', 'ataxias', 'is_a')}",
,,,anaphora,,set()
,,,produces,,"{('hereditary ataxia', 'ataxia', 'produces'), ('hereditary ataxia', 'ataxias', 'produces')}"
Glutathione-Synthetase-Deficiency,set(),set(),,,
Epidermolytic-Ichthyosis,"{'produces', 'increases_risk_of', 'is_synon', 'is_a', 'anaphora'}","{'is_a', 'anaphora', 'produces'}",,,
,,,produces,,"{('ei', 'scaling', 'produces'), ('ichthyosis hystrix', 'brown-grey hyperkeratotic spines', 'produces'), ('ei', 'scales', 'produces'), ('ei', 'generalized erythroderma', 'produces'), ('palmoplantar keratoderma', 'limit hand function', 'produces'), ('ei', 'blistering', 'produces'), ('palmoplantar keratoderma', 'limit ambulation', 'produces')}"
,,,increases_risk_of,,"{('ei', 'skin infections', 'increases_risk_of')}"
,,,is_synon,,"{('curth-macklin', 'ichthyosis hystrix', 'is_synon')}"
,,,is_a,,"{('ichthyosis hystrix', 'ei', 'is_a')}"
,,,anaphora,,set()
Banti_s-Syndrome,"{'anaphora', 'produces'}","{'produces', 'increases_risk_of'}",,,
,,,increases_risk_of,"{('blood clots', 'banti syndrome', 'increases_risk_of'), ('vascular obstruction of the liver', 'banti syndrome', 'increases_risk_of'), ('hepatic veins abnormalities', 'banti syndrome', 'increases_risk_of'), ('congenital abnormalities of the spleen', 'banti syndrome', 'increases_risk_of'), ('inflammation of veins of the liver', 'splenomegaly', 'increases_risk_of')}",
,,,anaphora,,"{('banti syndrome', '""it""', 'anaphora')}"
,,,produces,,"{('banti syndrome', 'hypertension splenic veins hepatic or portal veins', 'produces'), ('""it""', 'increased arsenic levels', 'produces'), ('banti syndrome', 'obstruction of splenic veins', 'produces'), ('banti syndrome', 'cirrhosis', 'produces'), ('banti syndrome', 'vascular obstruction', 'produces'), ('banti syndrome', 'congenital blood clots', 'produces'), ('banti syndrome', 'obstruction of hepatic or portal veins', 'produces')}"
Potter-Syndrome,"{'anaphora', 'increases_risk_of'}","{'anaphora', 'increases_risk_of'}",,,
,,,anaphora,,set()
,,,increases_risk_of,,"{('bilateral renal agenesis', 'potter syndrome', 'increases_risk_of')}"
SLC13A5-Epileptic-Encephalopathy,set(),set(),,,
Meningitis-Tuberculous,"{'produces', 'increases_risk_of', 'is_a', 'anaphora', 'is_acron'}","{'anaphora', 'produces'}",,,
,,,produces,,set()
,,,increases_risk_of,,"{('miliary tuberculosis', 'tuberculous meningitis', 'increases_risk_of')}"
,,,is_a,,"{('""this form of meningitis""', 'meningitis', 'is_a'), ('tuberculous meningitis', 'meningitis', 'is_a')}"
,,,anaphora,,"{('tbm', '""the infection""', 'anaphora'), ('tbm', '""it""', 'anaphora'), ('tbm', '""the disorder""', 'anaphora')}"
,,,is_acron,,"{('tb', 'tuberculosis', 'is_acron'), ('tbm', 'tuberculous meningitis', 'is_acron')}"
Very-Long-Chain-Acyl-CoA-Dehydrogenase-Deficiency-(LCAD),"{'is_a', 'anaphora', 'produces', 'is_acron'}","{'is_a', 'anaphora', 'produces', 'is_acron'}",,,
,,,is_a,,"{('vlcadd', 'fatty acid oxidation (fod) diseases', 'is_a'), ('lcadd', 'long-chain acyl-coa dehydrogenase deficiency', 'is_a')}"
,,,anaphora,,"{('vlcad', '""the disorder""', 'anaphora')}"
,,,produces,,"{('""it""', 'enzyme needed to break down certain very long-chain fatty acids is missing or not working properly', 'produces')}"
,,,is_acron,,"{('lcadd', 'long-chain acyl-coa dehydrogenase deficiency', 'is_acron')}"
Enterobiasis,"{'is_a', 'anaphora', 'produces', 'is_synon'}","{'is_a', 'produces'}",,,
,,,is_a,,"{('enterobiasis', 'common, contagious, parasitic infestation', 'is_a')}"
,,,anaphora,,"{('enterobiasis', '""the disorder""', 'anaphora')}"
,,,produces,,set()
,,,is_synon,,"{('pinworm infection', 'enterobiasis', 'is_synon')}"
Lichen-Sclerosus,"{'is_a', 'anaphora'}","{'is_a', 'anaphora', 'produces'}",,,
,,,produces,"{('balanitis xerotica obliterans', 'lichen sclerosus', 'produces'), ('balanitis xerotica obliterans', 'vulvar lichen sclerosus', 'produces')}",
,,,is_a,,set()
,,,anaphora,,"{('balanitis xerotica obliterans', '""the disease""', 'anaphora')}"
Pediatric-Crohns-Disease,"{'anaphora', 'produces'}","{'is_a', 'anaphora'}",,,
,,,is_a,"{('""the disorder""', 'inflammatory bowel disease', 'is_a')}",
,,,anaphora,,"{(""pediatric crohn's disease"", '""it""', 'anaphora')}"
,,,produces,,"{('very early onset (veo) inflammatory bowel disease', ""crohn's disease in children less than 6 years old"", 'produces')}"
Alkaptonuria,"{'is_a', 'anaphora', 'produces'}","{'is_a', 'anaphora', 'produces'}",,,
,,,is_a,,set()
,,,anaphora,,set()
,,,produces,,"{('alkaptonuria', 'sclera discolored', 'produces'), ('alkaptonuria', 'accumulation of homogentisic acid', 'produces'), ('alkaptonuria', 'progressive arthritis of large joints', 'produces'), ('alkaptonuria', 'discoloration of the skin overlying cartilage', 'produces'), ('alkaptonuria', 'lack enough functional levels of an enzyme required to breakdown homogentisic acid', 'produces'), ('alkaptonuria', 'asymptomatic during infancy or childhood', 'produces')}"
Primary-Lateral-Sclerosis,"{'is_a', 'anaphora', 'produces', 'is_acron'}","{'is_a', 'anaphora', 'produces', 'is_acron'}",,,
,,,is_a,,"{('primary lateral sclerosis', 'stiffness of joints', 'is_a')}"
,,,anaphora,,set()
,,,produces,,"{('primary lateral sclerosis', 'stiffness of the muscles of the legs', 'produces'), ('primary lateral sclerosis', 'cramps', 'produces'), ('primary lateral sclerosis', 'muscular contractions', 'produces'), ('primary lateral sclerosis', 'muscle weakness', 'produces'), ('primary lateral sclerosis', 'stiffness of joints', 'produces'), ('primary lateral sclerosis', 'progressive weakness of the muscles of the legs', 'produces'), ('primary lateral sclerosis', 'weakness bulbar muscles', 'produces'), ('primary lateral sclerosis', 'weakness arms', 'produces'), ('primary lateral sclerosis', 'spasticity', 'produces'), ('motor neuron diseases', 'malfunction of the motor neurons', 'produces'), ('primary lateral sclerosis', 'weakness muscles of the face', 'produces'), ('primary lateral sclerosis', 'ability to speak impaired', 'produces')}"
,,,is_acron,,"{('primary lateral sclerosis', 'primary lateral sclerosis', 'is_acron')}"
Multifocal-Motor-Neuropathy,"{'anaphora', 'produces'}","{'is_a', 'anaphora', 'produces'}",,,
,,,is_a,"{('multifocal motor neuropathy', 'motor neuropathy', 'is_a')}",
,,,anaphora,,set()
,,,produces,,"{('""the disorder""', 'atrophy of muscles', 'produces'), ('multifocal motor neuropathy', 'slowly progressive muscle weakness of the g', 'produces'), ('""the disorder""', 'muscles cramps', 'produces'), ('multifocal motor neuropathy', 'slowly progressive muscle weakness', 'produces'), ('""the disorder""', 'presence of specific autoantibodies that target a specific protein in the body', 'produces'), ('multifocal motor neuropathy', 'slowly progressive muscle weakness of the arms', 'produces')}"
Alveolar-Soft-Part-Sarcoma,"{'is_a', 'anaphora', 'produces', 'is_acron'}","{'is_a', 'anaphora', 'produces'}",,,
,,,is_a,,"{('""it""', 'soft tissue sarcomas', 'is_a'), ('""the sarcoma""', 'sarcoma', 'is_a'), ('soft tissue sarcomas', 'cancers', 'is_a'), ('alveolar soft part sarcoma', 'slow growing soft tissue tumor', 'is_a'), ('""it""', 'sarcomas', 'is_a')}"
,,,anaphora,,"{('asps', '""the sarcoma""', 'anaphora'), ('asps', '""the disorder""', 'anaphora'), ('asps', '""this tumor""', 'anaphora')}"
,,,produces,,"{('asps', 'painless mass in the leg', 'produces'), ('asps', 'painless mass in the buttock', 'produces'), ('""it""', 'unbalanced translocation', 'produces')}"
,,,is_acron,,"{('asps', 'alveolar soft part sarcoma', 'is_acron')}"
Anemia-Hereditary-Nonspherocytic-Hemolytic,"{'is_a', 'anaphora', 'produces'}","{'is_a', 'anaphora', 'produces'}",,,
,,,is_a,,"{('hereditary nonspherocytic hemolytic anemia', 'genetically transmitted blood disorders', 'is_a')}"
,,,anaphora,,set()
,,,produces,,set()
Hartnup-Disease,{'anaphora'},{'anaphora'},,,
,,,anaphora,,"{('hartnup disease', '""the disorder""', 'anaphora')}"
Soft-Tissue-Sarcoma,"{'is_a', 'anaphora'}",{'anaphora'},,,
,,,is_a,,"{('soft tissue sarcomas', 'cancers', 'is_a'), ('soft tissue sarcomas', 'tumors', 'is_a')}"
,,,anaphora,,"{('soft tissue sarcomas', '""this""', 'anaphora'), ('soft tissue sarcomas', '""they""', 'anaphora')}"
CADASIL,"{'is_a', 'anaphora'}","{'is_a', 'anaphora'}",,,
,,,is_a,,set()
,,,anaphora,,set()
Berylliosis,{'is_a'},"{'is_a', 'anaphora', 'produces'}",,,
,,,anaphora,"{('berylliosis', '""the toxic effect""', 'anaphora')}",
,,,produces,"{('berylliosis', 'occupational exposure to beryllium', 'produces')}",
,,,is_a,,set()
Cleidocranial-Dysplasia,"{'is_a', 'anaphora', 'produces'}","{'is_a', 'anaphora', 'produces'}",,,
,,,is_a,,set()
,,,anaphora,,set()
,,,produces,,"{('cleidocranial dysplasia', 'deformations in the chest', 'produces'), ('cleidocranial dysplasia', 'premature closing of the coronal', 'produces'), ('cleidocranial dysplasia', 'delayed closure of the fontanels', 'produces'), ('cleidocranial dysplasia', 'narrow and abnormally shaped pelvic and pubic bones', 'produces'), ('cleidocranial dysplasia', 'defective or absent collarbones', 'produces')}"
Fetal-Alcohol-Syndrome,"{'produces', 'is_acron'}","{'is_a', 'anaphora', 'produces'}",,,
,,,is_a,"{('fetal alcohol syndrome', 'characteristic pattern of mental and physical birth defects', 'is_a')}",
,,,anaphora,"{('fetal alcohol syndrome', '""the disorder""', 'anaphora')}",
,,,produces,,"{('fas', 'learning abnormalities', 'produces'), ('fetal alcohol syndrome', 'mental and physical birth defects', 'produces'), ('fas', 'mental retardation', 'produces'), ('fas', 'varying degrees of mental retardation', 'produces'), ('fas', 'behavioral problems', 'produces')}"
,,,is_acron,,"{('fas', 'fetal alcohol syndrome', 'is_acron')}"
Trisomy-9p-(Multiple-Variants),"{'is_a', 'is_synon'}","{'is_a', 'anaphora'}",,,
,,,anaphora,"{('trisomy 9p', '""the disorder""', 'anaphora')}",
,,,is_a,,set()
,,,is_synon,,"{('down syndrome', 'trisomy 21', 'is_synon'), ('patau syndrome', 'trisomy 13', 'is_synon'), (""edwards's syndrome"", 'trisomy 18', 'is_synon')}"
Glucose,"{'is_a', 'produces'}","{'is_a', 'anaphora', 'produces', 'is_acron'}",,,
,,,anaphora,"{('glucose-galactose malabsorption', '""they""', 'anaphora')}",
,,,is_acron,"{('ggm', 'glucose-galactose malabsorption', 'is_acron')}",
,,,is_a,,set()
,,,produces,,"{('glucose-galactose malabsorption', ""small intestine's inability to transport and absorb glucose and galactose"", 'produces'), ('ggm', 'watery diarrhea', 'produces')}"
Chromosome-9-Ring,"{'is_a', 'anaphora', 'produces'}","{'anaphora', 'produces'}",,,
,,,is_a,,"{('chromosome 9 ring', 'chromosomal abnormality', 'is_a')}"
,,,anaphora,,set()
,,,produces,,"{('chromosome 9 ring', 'growth retardation', 'produces'), ('chromosome 9 ring', 'heart defects', 'produces'), ('chromosome 9 ring', 'malformations of the skull and facial (craniofacial) region', 'produces'), ('chromosome 9 ring', 'genital abnormalities', 'produces'), ('chromosome 9 ring', 'moderate to severe intellectual disability', 'produces')}"
WHIM-Syndrome,set(),set(),,,
Heart-Block-Congenital,{'produces'},"{'anaphora', 'produces', 'increases_risk_of'}",,,
,,,anaphora,"{('congenital heart block', '""the disorder""', 'anaphora')}",
,,,increases_risk_of,"{('congenital heart block', '""this""', 'increases_risk_of')}",
,,,produces,,"{('congenital heart block', 'heart block', 'produces')}"
Primary-Central-Nervous-System-Lymphoma,"{'is_a', 'increases_risk_of', 'is_acron'}","{'is_a', 'anaphora', 'produces', 'is_acron'}",,,
,,,anaphora,"{('primary central nervous system lymphoma', '""it""', 'anaphora'), ('primary central nervous system lymphoma', '""this""', 'anaphora')}",
,,,produces,"{('pcnsl', 'immunosuppression', 'produces'), ('pcnsl', 'impaired immune system', 'produces')}",
,,,is_a,,"{('primary cns lymphoma', 'brain tumor', 'is_a'), ('primary central nervous system lymphoma', 'brain tumors', 'is_a')}"
,,,increases_risk_of,,"{('aids', 'primary cns lymphoma', 'increases_risk_of'), ('hiv', 'primary cns lymphoma', 'increases_risk_of'), ('congenital immunodeficiency syndromes', 'primary cns lymphoma', 'increases_risk_of')}"
,,,is_acron,,set()
Hyperekplexia,"{'is_a', 'anaphora'}","{'is_a', 'anaphora', 'produces'}",,,
,,,produces,"{('hyperekplexia', 'spasticity', 'produces'), ('hyperekplexia', 'acute pain response', 'produces')}",
,,,is_a,,set()
,,,anaphora,,set()
Dejerine,"{'anaphora', 'produces', 'is_acron'}",{'produces'},,,
,,,anaphora,,"{('dejerine-sottas syndrome', '""it""', 'anaphora'), ('dejerine-sottas syndrome', '""this disorder""', 'anaphora'), ('dss', '""the condition""', 'anaphora')}"
,,,produces,,"{('dss', 'mild vision difficulties', 'produces'), ('dss', 'atrophy of leg muscles', 'produces'), ('""the condition""', 'hand and forearm muscles may become weak', 'produces'), ('dss', 'pain', 'produces')}"
,,,is_acron,,"{('dss', 'dejerine-sottas syndrome', 'is_acron')}"
Dysplasia-Epiphysealis-Hemimelica,"{'produces', 'is_synon', 'is_a', 'anaphora', 'is_acron'}","{'is_a', 'anaphora', 'produces'}",,,
,,,produces,,"{('""it""', 'irregular nodular mass located either in the medial or lateral part of the bone', 'produces'), ('""it""', 'abnormal cartilage', 'produces'), ('""it""', 'abnormal growth of cartilage arising from the cartilage of the terminal ends (epiphysis) of the long bones of the lower limbs', 'produces'), ('""it""', 'abnormal growth of cartilage arising from the cartilage of the terminal ends (epiphysis) of the long bones', 'produces')}"
,,,is_synon,,"{(""trevor's disease,"", 'dysplasia epiphysealis hemimelica', 'is_synon')}"
,,,is_a,,"{('dysplasia epiphysealis hemimelica', 'bone disease', 'is_a')}"
,,,anaphora,,"{('deh', '""this condition""', 'anaphora'), ('deh', '""this disease""', 'anaphora')}"
,,,is_acron,,"{('deh', 'dysplasia epiphysealis hemimelica', 'is_acron')}"
Duchenne-Muscular-Dystrophy,{'is_a'},"{'is_a', 'anaphora'}",,,
,,,anaphora,"{('dmd', '""the muscular dystrophies""', 'anaphora')}",
,,,is_a,,"{('dmd', 'muscular dystrophy', 'is_a')}"
Ameloblastic-Carcinoma,{'anaphora'},{'anaphora'},,,
,,,anaphora,,set()
Andersen,{'anaphora'},{'anaphora'},,,
,,,anaphora,,set()
Fetal-Valproate-Syndrome,{'produces'},set(),,,
,,,produces,,"{('fvs', 'cardiovascular abnormalities', 'produces'), ('fvs', 'developmental delay', 'produces'), ('fvs', 'endocrine disorders', 'produces'), ('fvs', 'cleft lip and palate', 'produces'), ('fvs', 'genitourinary defects', 'produces'), ('fvs', 'neural tube defects', 'produces'), ('fvs', 'limb defects', 'produces'), ('fvs', 'autism', 'produces')}"
Succinic-Semialdehyde-Dehydrogenase-Deficiency,"{'anaphora', 'produces', 'is_acron'}","{'is_a', 'anaphora', 'produces', 'is_acron'}",,,
,,,is_a,"{('succinic semialdehyde dehydrogenase deficiency', 'inborn error of metabolism', 'is_a')}",
,,,anaphora,,set()
,,,produces,,"{('ssadh deficiency', 'elevated levels of ghb in the urine', 'produces'), ('succinic semialdehyde dehydrogenase deficiency', 'inborn error of metabolism', 'produces'), ('ssadh deficiency', 'succinic semialdehyde is reduced or converted to 4-hydroxybutyric acid also known as ghb', 'produces'), ('ssadh deficiency', '4-hydroxybutyric aciduria', 'produces'), ('ssadh deficiency', 'gamma-hydroxybutyric aciduria', 'produces'), ('ssadh deficiency', 'elevated levels of ghb in the csf', 'produces'), ('ssadh deficiency', 'abnormal accumulation of the compound succinic semialdehyde', 'produces'), ('ssadh deficiency', 'elevated levels of ghb in the plasma', 'produces'), ('""the disorder""', 'disrupts the metabolism of gamma-aminobutyric acid', 'produces')}"
,,,is_acron,,"{('ssadh deficiency', 'succinic semialdehyde dehydrogenase deficiency', 'is_acron')}"
AP,{'produces'},"{'anaphora', 'produces'}",,,
,,,anaphora,"{('ap-4-hsp', '""it""', 'anaphora'), ('ap-4-hsp', '""the disorder""', 'anaphora')}",
,,,produces,,"{('ap-4-associated hsp', 'seizures', 'produces'), ('ap-4-associated hsp', 'developmental delay', 'produces'), ('ap-4-associated hsp', 'intellectual disability', 'produces'), ('ap-4-associated hsp', 'spasticity', 'produces')}"
Chromosome-10-Distal-Trisomy-10q,"{'is_a', 'anaphora'}","{'is_a', 'anaphora'}",,,
,,,is_a,,set()
,,,anaphora,,set()
Cystic-Fibrosis,"{'anaphora', 'produces', 'is_acron'}","{'anaphora', 'is_acron'}",,,
,,,anaphora,,"{('cystic fibrosis', '""the disease""', 'anaphora')}"
,,,produces,,"{('cystic fibrosis', 'pancreatic insufficiency', 'produces'), ('cystic fibrosis', 'pulmonary disease', 'produces')}"
,,,is_acron,,"{('cf', 'cystic fibrosis', 'is_acron')}"
Laband-Syndrome,"{'is_a', 'anaphora', 'produces', 'is_synon'}","{'is_a', 'anaphora', 'produces'}",,,
,,,is_a,,set()
,,,anaphora,,"{('overgrown gums', 'dysplastic nails at birth', 'anaphora')}"
,,,produces,,"{('laband syndrome', 'abnormalities of the hands', 'produces'), ('""this disorder""', 'absent nails at birth', 'produces'), ('""this disorder""', 'overgrown gums', 'produces'), ('""this disorder""', 'mental retardation', 'produces'), ('laband syndrome', 'abnormalities of the feet', 'produces'), ('""this disorder""', 'gingival fibromatosis', 'produces'), ('""this disorder""', 'abnormally long, thin toes', 'produces'), ('""this disorder""', 'abnormally long, thin fingers', 'produces'), ('""the disorder""', 'malformation or absence of the nails', 'produces'), ('""this disorder""', 'dysplastic nails at birth', 'produces'), ('laband syndrome', 'gingival fibromatosis when the primary teeth appear', 'produces')}"
,,,is_synon,,"{('zimmerman-laband syndrome', 'laband syndrome', 'is_synon')}"
Dup15q-Syndrome,{'increases_risk_of'},{'anaphora'},,,
,,,anaphora,"{('dup15q', '""it""', 'anaphora'), ('dup15q', '""the disorder""', 'anaphora')}",
,,,increases_risk_of,,"{('asd', 'dup15q', 'increases_risk_of')}"
Baller,"{'is_a', 'produces', 'is_acron'}","{'is_a', 'anaphora', 'produces'}",,,
,,,anaphora,"{('baller-gerold syndrome', '""it""', 'anaphora')}",
,,,is_a,,set()
,,,produces,,"{('bgs', 'distinctive misshaped appearance of the facial (craniofacial) area', 'produces'), ('bgs', 'distinctive misshaped appearance of the skull', 'produces'), ('bgs', 'distinctive misshaped appearance of the bones of the forearms and hands', 'produces')}"
,,,is_acron,,"{('bgs', 'baller-gerold syndrome', 'is_acron')}"
Myopathy-Congenital-Batten-Turner-Type,"{'is_a', 'anaphora', 'produces'}","{'is_a', 'anaphora', 'produces'}",,,
,,,is_a,,"{('batten turner type congenital myopathy', 'myopathy', 'is_a'), ('myopathy', 'inherited muscle disease', 'is_a')}"
,,,anaphora,,"{('batten turner type congenital myopathy', '""this disease""', 'anaphora')}"
,,,produces,,"{('batten turner type congenital myopathy', 'in a newborn slow, progressive loss of muscle tone', 'produces'), ('batten turner type congenital myopathy', 'in a newborn general weakness', 'produces'), ('batten turner type congenital myopathy', 'in a newborn hypotonia', 'produces'), ('""this disorder""', 'toddlers prone to falling', 'produces'), ('""this disorder""', 'toddlers mild muscle weakness', 'produces'), ('batten turner type congenital myopathy', 'motor skills slightly delayed', 'produces'), ('""this disorder""', 'toddlers stumbling', 'produces'), ('batten turner type congenital myopathy', 'important developmental milestones slightly delayed', 'produces'), ('batten turner type congenital myopathy', 'adults mild muscle weakness', 'produces')}"
Protein-S-Deficiency,{'anaphora'},{'anaphora'},,,
,,,anaphora,,"{('protein s deficiency', '""the disorder""', 'anaphora')}"
Binder-Type-Nasomaxillary-Dysplasia,{'is_a'},"{'is_a', 'anaphora'}",,,
,,,anaphora,"{('binder type nasomaxillary dysplasia', '""the disorder""', 'anaphora'), ('binder type nasomaxillary dysplasia', '""it""', 'anaphora')}",
,,,is_a,,set()
Ichthyosis-Lamellar,"{'is_a', 'anaphora', 'produces'}","{'is_a', 'anaphora', 'produces'}",,,
,,,is_a,,set()
,,,anaphora,,set()
,,,produces,,set()
Leukodystrophy,"{'is_a', 'produces'}","{'is_a', 'anaphora', 'produces'}",,,
,,,anaphora,"{('leukodystrophies', '""these disorders""', 'anaphora'), ('leukodystrophies', '""the disease""', 'anaphora'), ('peripheral neuropathy', '""these disorders""', 'anaphora')}",
,,,is_a,,set()
,,,produces,,"{('leukodystrophies', 'seizures', 'produces'), ('leukodystrophy', 'abnormal development or destruction of the white matter (myelin sheath) of the brain', 'produces'), ('leukodystrophies', 'peripheral neuropathy', 'produces'), ('leukodystrophies', 'burning paresthesia', 'produces'), ('leukodystrophies', 'neuropathic pain', 'produces')}"
Creutzfeldt-Jakob-Disease,"{'produces', 'is_synon', 'increases_risk_of', 'is_a', 'anaphora', 'is_acron'}","{'is_a', 'anaphora', 'produces', 'is_acron'}",,,
