doc_name,gold_rels,pred_rels,rel_type,fp_prediction,fn_prediction
Schindler-disease,"{'produces', 'is_synon', 'is_a', 'anaphora'}","{'produces', 'is_a', 'anaphora'}",,"{('schindler disease', 'glycosphingolipids', 'produces'), ('type i schindler disease', 'schindler disease', 'is_a'), ('schindler disease', 'glycoproteins', 'produces'), ('schindler disease', 'oligosaccharides', 'produces'), ('schindler disease', 'accumulation of certain complex compounds', 'produces'), ('type ii schindler disease', 'schindler disease', 'is_a')}","{('gaucher diseases', 'lysosomal storage diseases', 'is_a'), ('lysosomal storage diseases', '""these disorders""', 'anaphora'), ('alpha-n-acetylgalactosaminidase deficiency', '""these disorders""', 'is_a'), ('fabry diseases', 'lysosomal storage diseases', 'is_a'), ('schindler disease type ii', '""type ii""', 'anaphora'), ('schindler disease', 'lysosomal storage diseases', 'is_a'), ('schindler disease', 'abnormal accumulation of glycosphingolipids, glycoproteins, and oligosaccharides', 'produces'), ('alpha-n-acetylgalactosaminidase deficiency', 'schindler disease', 'is_synon'), ('schindler disease type i', '""type i""', 'anaphora')}"
Agenesis-of-Corpus-Callosum,"{'is_acron', 'produces', 'increases_risk_of', 'anaphora'}","{'produces', 'is_a', 'anaphora'}",,"{('agenesis of corpus callosum', 'partial or complete absence (agenesis) of an area of the brain that is usually composed of transverse fibers', 'produces'), ('agenesis of corpus callosum', 'mental retardation', 'produces'), ('""it""', 'mental retardation', 'produces'), ('""it""', '""this disorder""', 'is_a'), ('""it""', 'intrauterine development disturbance of the fetal brain', 'produces')}","{('spina bifida', 'open (or non-fused) spine', 'produces'), ('acc', 'acc', 'is_acron'), ('spina bifida', 'meningocele', 'produces'), ('""it""', 'developmental disturbance of the fetal brain', 'produces'), ('fetal alcohol syndrome', 'acc', 'increases_risk_of'), ('spina bifida', '""this disorder""', 'anaphora'), ('acc', '""this disorder""', 'anaphora'), ('spina bifida', 'meningomyelocele', 'produces'), ('fetal alcohol syndrome', 'mental retardation', 'produces'), ('""it""', 'partial or complete absence (agenesis) of an area of the brain that connects the two cerebral hemispheres', 'produces')}"
Cystic-Fibrosis,"{'is_acron', 'produces', 'anaphora'}","{'is_acron', 'anaphora'}",,"{('cftr a diagnosis of cystic fibrosis', '""the disease""', 'anaphora'), ('cfr', 'cystic fibrosis', 'is_acron')}","{('cystic fibrosis', '""the disease""', 'anaphora'), ('cystic fibrosis', 'pancreatic insufficiency', 'produces'), ('cystic fibrosis', 'pulmonary disease', 'produces'), ('cf', 'cystic fibrosis', 'is_acron')}"
Heart-Block-Congenital,{'produces'},"{'increases_risk_of', 'produces', 'anaphora'}",,"{('congenital heart block', '""the disorder""', 'anaphora'), ('congenital heart block', 'conduction abnormalities', 'produces'), ('congenital heart block', '""this""', 'increases_risk_of')}","{('congenital heart block', 'heart block', 'produces')}"
Berylliosis,{'is_a'},"{'produces', 'is_a', 'anaphora'}",,"{('berylliosis', 'occupational exposure to beryllium', 'produces'), ('berylliosis', '""the toxic effect""', 'anaphora')}",set()
Fetal-Alcohol-Syndrome,"{'is_acron', 'produces'}","{'produces', 'is_a', 'anaphora'}",,"{('fetal alcohol syndrome', 'characteristic pattern of mental and physical birth defects', 'is_a'), ('""the disorder""', 'mental retardation', 'produces'), ('fetal alcohol syndrome', 'mental retardation', 'produces'), ('fetal alcohol syndrome', 'physical abnormalities', 'produces'), ('fetal alcohol syndrome', '""the disorder""', 'anaphora')}","{('fas', 'behavioral problems', 'produces'), ('fas', 'fetal alcohol syndrome', 'is_acron'), ('fas', 'varying degrees of mental retardation', 'produces'), ('fas', 'mental retardation', 'produces'), ('fas', 'learning abnormalities', 'produces'), ('fetal alcohol syndrome', 'mental and physical birth defects', 'produces')}"
Balo-Disease,{'produces'},"{'produces', 'is_a', 'anaphora'}",,"{('balo disease', 'painful legs', 'produces'), ('balo disease', 'autoimmune disorders', 'is_a'), ('ms', '""type of ms""', 'anaphora'), ('balo disease', '""the disorder""', 'anaphora'), ('balo disease', 'neurological symptoms', 'produces'), ('balo disease', '""it""', 'anaphora'), ('balo disease', 'spastic paraplegia', 'produces'), ('balo disease', '""the disease""', 'anaphora'), ('ms', '""the more common type""', 'anaphora'), ('balo disease', 'fever', 'produces'), ('ms', 'gradual onset of symptoms', 'produces'), ('balo disease produces paralysis. balo disease', 'intellectual impairment', 'produces'), ('balo disease produces painful head aches. balo disease', 'high fever', 'produces')}","{('balo disease', 'intellectual impairment', 'produces'), ('balo disease', 'spasticity', 'produces'), ('balo disease', 'paralysis', 'produces'), ('infectious disease', 'painful headaches', 'produces'), ('infectious disease', 'high fever', 'produces'), ('ms', 'muscle spasms', 'produces'), ('balo disease', 'painful headaches', 'produces'), ('balo disease', 'high fever', 'produces'), ('ms', 'paralysis', 'produces')}"
Alkaptonuria,"{'produces', 'is_a', 'anaphora'}","{'produces', 'is_a', 'anaphora'}",,"{('alkaptonuria', 'large joints', 'produces'), ('alkaptonuria', '""this condition""', 'anaphora'), ('alkaptonuria', 'lack of enough functional levels of an enzyme required to breakdown homogentisic acid', 'produces'), ('alkaptonuria', 'accumulation of homogentisic acid in the body', 'produces'), ('alkaptonuria', 'asymptomatic', 'produces')}","{('alkaptonuria', 'discoloration of the skin overlying cartilage', 'produces'), ('alkaptonuria', 'sclera discolored', 'produces'), ('alkaptonuria', 'progressive arthritis of large joints', 'produces'), ('alkaptonuria', 'asymptomatic during infancy or childhood', 'produces'), ('alkaptonuria', 'lack enough functional levels of an enzyme required to breakdown homogentisic acid', 'produces'), ('alkaptonuria', 'accumulation of homogentisic acid', 'produces')}"
Retroperitoneal-Fibrosis,"{'produces', 'is_a', 'anaphora'}","{'produces', 'is_synon', 'anaphora', 'is_a'}",,"{('retroperitoneal fibrosis', 'fibrosis', 'produces'), ('idiopathic', 'drug-induced cases of retroperitoneal fibrosis', 'is_synon')}","{('retroperitoneal fibrosis', 'fibrosis behind the peritoneum', 'produces'), ('retroperitoneal fibrosis', 'abnormal tissue growth often spreads to affect the ureters', 'produces'), ('malignant tumors', 'methysergide', 'produces'), ('retroperitoneal fibrosis', 'ureters blocked by the excess tissue', 'produces'), ('retroperitoneal fibrosis', 'tissue growth', 'produces'), ('retroperitoneal fibrosis', 'methysergide', 'produces')}"
Pycnodysostosis,{'anaphora'},{'anaphora'},,set(),set()
Hyperferritinemia-Cataract-Syndrome,"{'produces', 'anaphora'}","{'produces', 'anaphora'}",,"{('hyperferritinemia-cataract syndrome', 'cataracts', 'produces')}","{('hyperferritinemia-cataract syndrome', '""it""', 'anaphora'), ('hyperferritinemia-cataract syndrome', 'elevated levels of ferritin in the blood plasma', 'produces')}"
Trichothiodystrophy,{'produces'},"{'produces', 'anaphora'}",,"{('ttd', '""it""', 'anaphora'), ('ttd', 'abnormalities of hair shafts', 'produces'), ('ttd', 'abnormalities of chin', 'produces'), ('ttd', '""the disorder""', 'anaphora'), ('ttd', 'bone and teeth abnormalities', 'produces'), ('ttd', 'abnormalities of short stature', 'produces')}","{('ttd', 'abnormal patterns of myelination', 'produces'), ('ttd', 'hair shaft abnormalities', 'produces'), ('ttd', 'short stature', 'produces'), ('ttd', 'hair abnormalities', 'produces'), ('ttd', 'small chin', 'produces'), ('ttd', 'hair shafts tiger-tail pattern', 'produces'), ('ttd', 'bone and teeth anomalies', 'produces'), ('ttd', ""reduced sulfur content in patient's hair"", 'produces')}"
Alport-Syndrome,"{'increases_risk_of', 'anaphora'}","{'is_a', 'anaphora'}",,"{('alport syndrome', 'chronic kidney disease', 'is_a')}","{('end-stage renal disease', 'alport syndrome', 'increases_risk_of'), ('chronic kidney disease', 'alport syndrome', 'increases_risk_of')}"
Banti_s-Syndrome,"{'produces', 'anaphora'}","{'increases_risk_of', 'produces'}",,"{('banti syndrome', 'hepatic veins', 'produces'), ('congenital abnormalities of the spleen', 'banti syndrome', 'increases_risk_of'), ('hepatic veins abnormalities', 'banti syndrome', 'increases_risk_of'), ('banti syndrome', 'spleen', 'produces'), ('vascular obstruction of the liver', 'banti syndrome', 'increases_risk_of'), ('banti syndrome', 'vascular obstruction of the liver', 'produces'), ('inflammation of veins of the liver', 'splenomegaly', 'increases_risk_of'), ('banti syndrome', 'obstruction of veins of the liver', 'produces'), ('banti syndrome', 'inflammation of veins of the liver', 'produces'), ('banti syndrome', 'aged red blood cells', 'produces'), ('banti syndrome', 'abnormalities within the spleen', 'produces'), ('banti syndrome', 'hypertension within', 'produces'), ('banti syndrome produces large, gland-like organ in the upper left side of the abdomen', 'red blood cells before birth', 'produces'), ('banti syndrome', 'splenic veins', 'produces'), ('blood clots', 'banti syndrome', 'increases_risk_of')}","{('banti syndrome', 'cirrhosis', 'produces'), ('banti syndrome', 'obstruction of hepatic or portal veins', 'produces'), ('banti syndrome', 'hypertension splenic veins hepatic or portal veins', 'produces'), ('banti syndrome', 'congenital blood clots', 'produces'), ('banti syndrome', 'vascular obstruction', 'produces'), ('""it""', 'increased arsenic levels', 'produces'), ('banti syndrome', '""it""', 'anaphora'), ('banti syndrome', 'obstruction of splenic veins', 'produces')}"
Arteriovenous-Malformation,"{'is_acron', 'produces'}","{'is_acron', 'produces', 'is_a', 'anaphora'}",,"{('""the lesion""', 'brain', 'produces'), ('""the lesion""', 'age at detection', 'produces'), ('""the lesion""', 'low flow rates in the arteries', 'produces'), ('avm', '""this condition""', 'anaphora'), ('avm', '""the lesion""', 'anaphora'), ('""the lesion""', 'pressure in the arteries', 'produces'), ('avm', 'cerebrovascular disorders', 'is_a'), ('arteriovenous malformation', 'vascular lesion', 'is_a'), ('""the lesion""', 'vascular lesions', 'produces'), ('avm', '""it""', 'anaphora')}","{('avms', 'blood traveling through the abnormal fistulous connections to flow rapidly', 'produces'), ('avm', 'low resistance of the direct a-v connections', 'produces'), ('avm', 'fistulas', 'produces'), ('avm', 'stroke', 'produces'), ('avm', 'lower the pressure in the arteries', 'produces'), ('arteriovenous malformation', 'lesion', 'produces'), ('avm', 'high flow rates', 'produces'), ('avm', 'direct a-v connections', 'produces'), ('arteriovenous malformation', 'avm', 'produces'), ('avms', 'lack of capillaries', 'produces'), ('avm', 'high flow rates in the vessels', 'produces')}"
Ovotesticular-Disorder-of-Sex-Development,"{'is_acron', 'produces', 'is_a'}","{'produces', 'is_a', 'anaphora'}",,"{('""it""', 'male testes', 'produces'), ('ovotesticular dsd', '""it""', 'is_a'), ('ovotesticular disorder of sex development', '""the disorder of sex development""', 'anaphora'), ('ovotesticular disorder of sex development', '""it""', 'anaphora'), ('""it""', 'female gonads', 'produces')}","{('ovotesticular disorder of sex development', 'born with female ovaries and male testes', 'produces'), ('ovotesticular dsd', 'ovotesticular disorder of sex development', 'is_acron'), ('ovotesticular dsd', 'disorder of sex development', 'is_a'), ('ovotesticular disorder of sex development', 'gonads can be any combination of ovary, testes or combined ovary and testes (ovotestes)', 'produces')}"
VACTERL-Association,set(),set(),,set(),set()
Protein-S-Deficiency,{'anaphora'},{'anaphora'},,"{('pros1 protein s deficiency', '""the disorder""', 'anaphora')}","{('protein s deficiency', '""the disorder""', 'anaphora')}"
Epidermolytic-Ichthyosis,"{'produces', 'is_a', 'is_synon', 'increases_risk_of', 'anaphora'}","{'produces', 'is_a', 'anaphora'}",,"{('ei', 'ichthyosis hystrix', 'is_a'), ('ei', 'skin infections', 'produces'), ('ei', 'ichthyosis hystrix', 'produces'), ('ei', 'increase in the severity of the scaling', 'produces'), ('ei', 'gradual decrease in blistering', 'produces')}","{('ei', 'scaling', 'produces'), ('ichthyosis hystrix', 'brown-grey hyperkeratotic spines', 'produces'), ('palmoplantar keratoderma', 'limit ambulation', 'produces'), ('curth-macklin', 'ichthyosis hystrix', 'is_synon'), ('ei', 'generalized erythroderma', 'produces'), ('ei', 'blistering', 'produces'), ('ichthyosis hystrix', 'ei', 'is_a'), ('ei', 'skin infections', 'increases_risk_of'), ('ei', 'scales', 'produces'), ('palmoplantar keratoderma', 'limit hand function', 'produces')}"
Dejerine,"{'is_acron', 'produces', 'anaphora'}",{'produces'},,"{('dss', 'foot weakness', 'produces'), ('dss', 'muscle loss', 'produces'), ('dss', 'sudden onset of sensation', 'produces'), ('dss', 'walking at preschool age', 'produces'), ('dss', 'breathing at rest', 'produces'), ('dss', 'school age', 'produces'), ('dss', 'hand weakness', 'produces')}","{('dejerine-sottas syndrome', '""this disorder""', 'anaphora'), ('""the condition""', 'hand and forearm muscles may become weak', 'produces'), ('dss', '""the condition""', 'anaphora'), ('dss', 'pain', 'produces'), ('dss', 'dejerine-sottas syndrome', 'is_acron'), ('dejerine-sottas syndrome', '""it""', 'anaphora'), ('dss', 'atrophy of leg muscles', 'produces'), ('dss', 'mild vision difficulties', 'produces')}"
Ewing-Sarcoma,"{'is_acron', 'is_a', 'anaphora'}","{'is_acron', 'is_a', 'anaphora'}",,"{('ewing sarcoma of bone', '""these tumors""', 'anaphora'), ('primitive neuroectodermal tumor', 'tumor', 'is_a'), ('ewing sarcoma of bone', '""this family of tumors""', 'is_a'), ('eft', 'ewing sarcoma of bone', 'is_acron'), ('ewing sarcoma of bone', 'aggressive cancer', 'is_a')}","{('ewing sarcoma', 'aggressive cancer', 'is_a'), ('""these tumors""', 'ewing family of tumors', 'is_a'), ('primitive neuroectodermal tumor', '""these tumors""', 'anaphora'), ('extraosseous ewing sarcoma', 'ewing sarcoma', 'is_a'), ('ewing family of tumors', '""these tumors""', 'anaphora'), (""askin's tumor"", 'ewing sarcoma', 'is_a'), ('ewing family of tumors', '""this family""', 'anaphora'), ('pnet', 'primitive neuroectodermal tumor', 'is_acron'), ('extraosseous ewing sarcoma', '""it""', 'is_a'), ('ewing sarcoma', '""this family""', 'is_a'), ('primitive neuroectodermal tumor', 'ewing sarcoma', 'is_a'), ('eft', 'ewing family of tumors', 'is_acron')}"
WHIM-Syndrome,set(),set(),,set(),set()
Pseudoachondroplasia,set(),set(),,set(),set()
Autosomal-Dominant-Hereditary-Ataxia,"{'produces', 'anaphora'}","{'is_a', 'anaphora'}",,"{('hereditary ataxia', 'ataxias', 'is_a')}","{('hereditary ataxia', 'ataxias', 'produces'), ('hereditary ataxia', 'ataxia', 'produces')}"
Chromosome-9-Ring,"{'produces', 'is_a', 'anaphora'}","{'produces', 'anaphora'}",,"{('""the chromosomal abnormality""', 'heart defects', 'produces'), ('""the chromosomal abnormality""', 'moderate to severe intellectual disability', 'produces'), ('""the chromosomal abnormality""', 'malformations of the skull and facial (craniofacial) region', 'produces'), ('chromosome 9 ring', '""the chromosomal abnormality""', 'anaphora'), ('""the chromosomal abnormality""', 'growth retardation', 'produces'), ('""the chromosomal abnormality""', 'physical features', 'produces'), ('""the chromosomal abnormality""', 'genital abnormalities', 'produces')}","{('chromosome 9 ring', 'malformations of the skull and facial (craniofacial) region', 'produces'), ('chromosome 9 ring', 'chromosomal abnormality', 'is_a'), ('chromosome 9 ring', 'heart defects', 'produces'), ('chromosome 9 ring', 'genital abnormalities', 'produces'), ('chromosome 9 ring', 'moderate to severe intellectual disability', 'produces'), ('chromosome 9 ring', 'growth retardation', 'produces')}"
Chromosome-10-Distal-Trisomy-10q,"{'is_a', 'anaphora'}","{'is_a', 'anaphora'}",,set(),set()
Enterobiasis,"{'produces', 'is_synon', 'is_a', 'anaphora'}","{'produces', 'is_a'}",,"{('enterobiasis', 'contagious, parasitic disorder', 'is_a')}","{('pinworm infection', 'enterobiasis', 'is_synon'), ('enterobiasis', 'common, contagious, parasitic infestation', 'is_a'), ('enterobiasis', '""the disorder""', 'anaphora')}"
Melorheostosis,{'produces'},set(),,set(),"{('melorheostosis', 'sclerotic bone lesions', 'produces')}"
Antiphospholipid-Syndrome,"{'is_acron', 'produces', 'is_a', 'is_synon', 'increases_risk_of'}","{'is_acron', 'produces', 'is_a', 'increases_risk_of', 'anaphora'}",,"{('aps', 'thromboses', 'produces'), ('aps', 'blood clots', 'produces'), ('systemic lupus erythematosus', 'aps', 'increases_risk_of'), ('aps', '""it""', 'anaphora'), ('aps', 'autoimmune disorder', 'is_a'), ('aps', 'primary antiphospholipid syndrome', 'is_acron'), ('aps', 'organ system dysfunctions', 'produces'), ('autoimmune disorder', 'aps', 'increases_risk_of')}","{('secondary antiphospholipid syndrome', 'antiphospholipid syndrome', 'is_acron'), ('antiphospholipid syndrome', 'autoimmune disorder', 'is_a'), ('aps', 'aps', 'increases_risk_of'), ('systemic lupus erythematosus', 'secondary antiphospholipid syndrome', 'is_synon'), ('primary antiphospholipid syndrome', 'aps', 'is_a'), ('secondary antiphospholipid syndrome', 'aps', 'is_a'), ('antiphospholipid syndrome', 'thromboses', 'produces')}"
Arthritis-Infectious,"{'produces', 'anaphora'}","{'increases_risk_of', 'produces', 'anaphora'}",,"{('""the infection""', 'painful swelling of one or more joints', 'produces'), ('rheumatoid arthritis', '""the infection""', 'increases_risk_of'), ('""the infection""', 'weakness', 'produces'), ('infectious arthritis', '""the disease""', 'anaphora'), ('infectious arthritis', '""the disorder""', 'anaphora'), ('infectious arthritis', '""it""', 'anaphora'), ('hepatitis b', '""the infection""', 'increases_risk_of'), ('rheumatoid arthritis', '""the disorder""', 'increases_risk_of'), ('""the infection""', 'inflammation of one or more joints of the body', 'produces'), ('mumps', '""the infection""', 'increases_risk_of')}","{('""the infection""', 'inflammation and painful swelling of one or more joints of the body', 'produces'), ('hepatitis b', 'hepatitis', 'produces'), ('headaches', '""the disorder""', 'anaphora'), ('""the infection""', 'general weakness', 'produces'), ('arthritis', 'rheumatoid arthritis', 'produces'), ('headaches', 'arthritis', 'produces')}"
Alagille-Syndrome,"{'is_acron', 'produces', 'is_a', 'anaphora'}","{'is_acron', 'produces', 'is_a', 'anaphora'}",,"{('alagille syndrome', 'distinctive facial features', 'produces'), ('""the disorder""', 'severe itching', 'produces'), ('alagille syndrome', 'cholestasis', 'produces'), ('alagille syndrome', 'congenital heart defects', 'produces'), ('""the disorder""', 'heart defects', 'produces'), ('omim', 'alagille syndrome', 'is_acron'), ('alagille syndrome', 'thickening of the ring that normally lines the cornea in the eye', 'produces'), ('alagille syndrome', 'pruritis', 'produces'), ('alagille syndrome', 'vertebral (back bone) differences', 'produces'), ('alagille syndrome', 'severe itching', 'produces'), ('alagille syndrome', 'jaundice', 'produces'), ('alagille syndrome', 'heart murmurs', 'produces'), ('alagille syndrome', 'posterior embryotoxon', 'produces'), ('alagille syndrome', 'poor weight gain', 'produces'), ('""the disorder""', 'vertebral (back bone) differences', 'produces')}","{('algs', 'alagille syndrome', 'is_acron'), ('""the disorder""', 'vertebral differences', 'produces'), ('""the disorder""', 'thickening of posterior embryotoxon', 'produces'), ('""the disorder""', 'pruritis', 'produces'), ('""the disorder""', 'poor growth', 'produces'), ('""the disorder""', 'distinctive facial features', 'produces'), ('""the disorder""', 'pale, loose stools', 'produces'), ('""the disorder""', 'heart murmurs', 'produces'), ('""the disorder""', 'congenital heart defects', 'produces')}"
Monilethrix,"{'produces', 'is_a', 'anaphora'}","{'produces', 'is_a', 'anaphora'}",,"{('monilethrix', 'hair loss', 'produces'), ('monilethrix', 'hair may break before reaching more than a few inches in length', 'produces'), ('monilethrix', 'papules surrounding the hair follicles', 'produces'), ('monilethrix', 'sparse, dry, and / or brittle hair', 'produces'), ('monilethrix produces hair shaft resembling a string of evenly-spaced beads. monilethrix produces hair shafts resemble a string of evenly-spaced beads. monilethrix', 'papules surrounding the hair follicles', 'produces')}","{('monilethrix', 'hair shaft resembles a string of evenly-spaced beads', 'produces'), ('monilethrix', 'hair may lack luster', 'produces'), ('monilethrix', 'papules', 'produces'), ('monilethrix', 'sparse, dry, and/or brittle hair', 'produces')}"
Hyperekplexia,"{'is_a', 'anaphora'}","{'produces', 'is_a', 'anaphora'}",,"{('hyperekplexia', 'spasticity', 'produces'), ('hyperekplexia', 'acute pain response', 'produces')}",set()
