doc_name,gold_rels,pred_rels,rel_type,fp_prediction,fn_prediction
,,,is_acron,set(),"{('raredisease c3g', 'raredisease c3 glomerulopathy', 'is_acron'), ('raredisease c3gn', 'raredisease c3 glomerulonephritis', 'is_acron')}"
,,,is_a,"{('raredisease ddd', 'disease glomerular disease', 'is_a'), ('raredisease c3 glomerulonephritis', 'disease glomerular disease', 'is_a'), ('raredisease c3gn', 'disease glomerular disease', 'is_a')}",set()
11,{'produces'},set(),,,
,,,produces,set(),"{('skinraredisease ttd', 'sign small chin', 'produces'), ('skinraredisease ttd', 'sign abnormal patterns of myelination', 'produces'), ('skinraredisease ttd', 'sign developmental delay', 'produces'), ('skinraredisease ttd', 'sign hair abnormalities', 'produces'), ('skinraredisease ttd', 'sign ichthyosis', 'produces'), ('skinraredisease ttd', 'sign hair shafts tiger-tail pattern', 'produces'), ('skinraredisease ttd', ""sign reduced sulfur content in patient's hair"", 'produces'), ('skinraredisease ttd', 'sign short stature', 'produces'), ('skinraredisease ttd', 'sign hair shaft abnormalities', 'produces'), ('skinraredisease ttd', 'sign bone and teeth anomalies', 'produces'), ('skinraredisease ttd', 'sign intellectual impairment', 'produces')}"
12,"{'produces', 'increases_risk_of', 'is_a', 'anaphora'}","{'produces', 'is_a', 'anaphora'}",,,
,,,produces,"{('raredisease alpers disease', 'sign liver cirrhosis', 'produces'), ('anaphor ""it""', 'sign increased density of the grey matter in the brain', 'produces'), ('anaphor ""it""', 'sign stiffness', 'produces')}","{('anaphor ""it""', 'sign lack of coordination of motor movement', 'produces'), ('raredisease alpers disease', 'sign optic atrophy', 'produces'), ('raredisease alpers disease', 'sign blind', 'produces'), ('raredisease alpers disease', 'sign liver cirrhotic', 'produces')}"
,,,increases_risk_of,set(),"{('raredisease alpers disease', 'disease serious liver disease', 'increases_risk_of')}"
,,,is_a,"{('raredisease alpers disease', 'disease progressive neurologic disorder', 'is_a')}","{('raredisease alpers disease', 'sign mental retardation', 'is_a')}"
,,,anaphora,set(),set()
13,"{'produces', 'anaphora'}",{'anaphora'},,,
,,,produces,set(),"{('raredisease hereditary ataxia', 'sign ataxias', 'produces'), ('raredisease hereditary ataxia', 'sign ataxia', 'produces')}"
,,,anaphora,"{('raredisease hereditary ataxia', 'anaphor ""they""', 'anaphora')}","{('raredisease hereditary ataxia', 'anaphor ""it""', 'anaphora')}"
14,set(),set(),,,
15,"{'increases_risk_of', 'anaphora', 'is_a', 'produces', 'is_synon'}","{'produces', 'anaphora'}",,,
,,,increases_risk_of,set(),"{('skinraredisease ei', 'disease skin infections', 'increases_risk_of')}"
,,,anaphora,set(),set()
,,,is_a,set(),"{('skinraredisease ichthyosis hystrix', 'skinraredisease ei', 'is_a')}"
,,,produces,"{('skinraredisease ei', 'sign ichthyosis hystrix', 'produces'), ('skinraredisease ei', 'sign heat intolerance', 'produces'), ('skinraredisease ei', 'sign blistering in areas subject to friction', 'produces'), ('skinraredisease ei', 'sign skin infections', 'produces')}","{('skinraredisease ei', 'symptom heat intolerance', 'produces'), ('skinraredisease palmoplantar keratoderma', 'sign limit hand function', 'produces'), ('skinraredisease ichthyosis hystrix', 'sign brown-grey hyperkeratotic spines', 'produces'), ('skinraredisease ei', 'sign blistering', 'produces'), ('skinraredisease palmoplantar keratoderma', 'sign limit ambulation', 'produces')}"
,,,is_synon,set(),"{('skinraredisease curth-macklin', 'skinraredisease ichthyosis hystrix', 'is_synon')}"
16,"{'produces', 'anaphora'}",{'anaphora'},,,
,,,produces,set(),"{('raredisease banti syndrome', 'sign obstruction of splenic veins', 'produces'), ('raredisease banti syndrome', 'sign cirrhosis', 'produces'), ('raredisease banti syndrome', 'sign congenital blood clots', 'produces'), ('anaphor ""it""', 'sign increased arsenic levels', 'produces'), ('raredisease banti syndrome', 'sign hypertension splenic veins hepatic or portal veins', 'produces'), ('raredisease banti syndrome', 'sign obstruction of hepatic or portal veins', 'produces'), ('raredisease banti syndrome', 'sign vascular obstruction', 'produces')}"
,,,anaphora,set(),set()
17,"{'increases_risk_of', 'anaphora'}","{'increases_risk_of', 'anaphora'}",,,
,,,increases_risk_of,"{('raredisease potter syndrome', 'anaphor ""obstructive uropathy""', 'increases_risk_of'), ('raredisease bilateral renal agenesis', 'anaphor ""this condition""', 'increases_risk_of')}","{('raredisease bilateral renal agenesis', 'raredisease potter syndrome', 'increases_risk_of')}"
,,,anaphora,set(),set()
18,set(),set(),,,
19,"{'increases_risk_of', 'anaphora', 'is_acron', 'is_a', 'produces'}","{'increases_risk_of', 'is_acron', 'is_a', 'anaphora'}",,,
,,,increases_risk_of,"{('raredisease miliary tuberculosis', 'raredisease tb', 'increases_risk_of'), ('disease tuberculosis', 'raredisease tb', 'increases_risk_of')}","{('raredisease miliary tuberculosis', 'raredisease tuberculous meningitis', 'increases_risk_of')}"
,,,anaphora,"{('disease meningitis', 'anaphor ""the infection""', 'anaphora'), ('raredisease tbm', 'anaphor ""this form of meningitis""', 'anaphora')}","{('raredisease tuberculous meningitis', 'anaphor ""this form of meningitis""', 'anaphora'), ('raredisease tuberculous meningitis', 'anaphor ""it""', 'anaphora')}"
,,,is_acron,set(),set()
,,,is_a,set(),"{('anaphor ""this form of meningitis""', 'disease meningitis', 'is_a')}"
,,,produces,set(),"{('raredisease tuberculous meningitis', 'sign inflammation of the meninges', 'produces')}"
20,"{'', 'is_acron', 'is_a', 'anaphora'}","{'produces', 'is_acron', 'is_a', 'anaphora'}",,,
,,,produces,"{('anaphor ""it""', 'sign enzyme needed to break down certain very long-chain fatty acids missing or not working properly', 'produces')}",
,,,,set(),"{('anaphor ""it""', 'sign enzyme needed to break down certain very long-chain fatty acids', '')}"
,,,is_acron,set(),"{('raredisease lcadd', 'raredisease long-chain acyl-coa dehydrogenase deficiency', 'is_acron')}"
,,,is_a,"{('raredisease vlcadd', 'disease fod diseases', 'is_a')}","{('raredisease vlcadd', 'disease fatty acid oxidation (fod) diseases', 'is_a'), ('raredisease lcadd', 'raredisease long-chain acyl-coa dehydrogenase deficiency', 'is_a')}"
,,,anaphora,"{('raredisease vlcadd', 'anaphor ""the disorder""', 'anaphora')}","{('raredisease vlcad', 'anaphor ""the disorder""', 'anaphora')}"
21,"{'produces', 'is_synon', 'is_a', 'anaphora'}","{'produces', 'is_a', 'anaphora'}",,,
,,,produces,"{('raredisease enterobiasis', 'sign severe rectal itching', 'produces')}","{('disease enterobiasis', 'sign severe rectal itching', 'produces')}"
,,,is_synon,set(),"{('disease pinworm infection', 'disease enterobiasis', 'is_synon')}"
,,,is_a,"{('raredisease enterobiasis', 'disease contagious, parasitic infestation', 'is_a')}","{('disease enterobiasis', 'disease common, contagious, parasitic infestation', 'is_a')}"
,,,anaphora,"{('raredisease enterobiasis', 'anaphor ""the disorder""', 'anaphora')}","{('disease enterobiasis', 'anaphor ""the disorder""', 'anaphora')}"
22,"{'is_a', 'anaphora'}","{'is_synon', 'increases_risk_of', 'is_a', 'anaphora'}",,,
,,,is_synon,"{('skinraredisease balanitis xerotica obliterans', 'skinraredisease lichen sclerosus', 'is_synon')}",
,,,increases_risk_of,"{('skinraredisease lichen sclerosus', 'disease squamous cell carcinoma', 'increases_risk_of')}",
,,,is_a,set(),set()
,,,anaphora,"{('skinraredisease lichen sclerosus', 'anaphor ""the disease""', 'anaphora')}","{('skinraredisease balanitis xerotica obliterans', 'anaphor ""the disease""', 'anaphora')}"
23,"{'produces', 'anaphora'}",{'anaphora'},,,
,,,produces,set(),"{('raredisease very early onset (veo) inflammatory bowel disease', ""sign crohn's disease in children less than 6 years old"", 'produces')}"
,,,anaphora,set(),"{(""raredisease pediatric crohn's disease"", 'anaphor ""it""', 'anaphora')}"
24,"{'produces', 'is_a', 'anaphora'}","{'produces', 'is_a', 'anaphora'}",,,
,,,produces,"{('anaphor ""the condition""', 'sign discoloration of the skin overlying cartilage within the body', 'produces'), ('raredisease alkaptonuria', 'sign lack of functional levels of an enzyme required to breakdown homogentisic acid', 'produces'), ('raredisease alkaptonuria', 'sign dark urine', 'produces'), ('raredisease alkaptonuria', 'sign progressive arthritis of the spine', 'produces'), ('anaphor ""the condition""', 'sign ochronosis', 'produces'), ('raredisease alkaptonuria', 'sign accumulation of homogentisic acid', 'produces'), ('anaphor ""the condition""', 'sign discoloration of sclera', 'produces'), ('raredisease alkaptonuria', 'sign asymptomatic during infancy or childhood', 'produces'), ('raredisease alkaptonuria', 'sign urine that turns black when exposed to air', 'produces'), ('raredisease alkaptonuria', 'sign progressive arthritis of the large joints', 'produces')}","{('skinraredisease alkaptonuria', 'sign progressive arthritis of the spine', 'produces'), ('skinraredisease alkaptonuria', 'sign accumulation of homogentisic acid', 'produces'), ('skinraredisease alkaptonuria', 'sign discoloration of the skin overlying cartilage', 'produces'), ('skinraredisease alkaptonuria', 'sign urine that turns black when exposed to air', 'produces'), ('skinraredisease alkaptonuria', 'sign lack enough functional levels of an enzyme required to breakdown homogentisic acid', 'produces'), ('skinraredisease alkaptonuria', 'sign ochronosis', 'produces'), ('skinraredisease alkaptonuria', 'sign sclera discolored', 'produces'), ('skinraredisease alkaptonuria', 'sign progressive arthritis of large joints', 'produces'), ('skinraredisease alkaptonuria', 'symptom asymptomatic during infancy or childhood', 'produces'), ('skinraredisease alkaptonuria', 'sign dark urine', 'produces')}"
,,,is_a,"{('raredisease alkaptonuria', 'disease genetic metabolic disorder', 'is_a')}","{('skinraredisease alkaptonuria', 'disease genetic metabolic disorder', 'is_a')}"
,,,anaphora,"{('raredisease alkaptonuria', 'anaphor ""the disorder""', 'anaphora'), ('raredisease alkaptonuria', 'anaphor ""the condition""', 'anaphora')}","{('skinraredisease alkaptonuria', 'anaphor ""the disorder""', 'anaphora'), ('skinraredisease alkaptonuria', 'anaphor ""it""', 'anaphora')}"
25,"{'produces', 'is_acron', 'is_a', 'anaphora'}","{'produces', 'is_a', 'anaphora'}",,,
,,,produces,"{('raredisease primary lateral sclerosis', 'sign painless but progressive weakness of the muscles of the legs', 'produces'), ('raredisease primary lateral sclerosis', 'sign weakness of the muscles of the face', 'produces'), ('raredisease primary lateral sclerosis', 'sign painless but progressive weakness of the muscles of the arms', 'produces'), ('raredisease primary lateral sclerosis', 'sign painless but progressive weakness of the muscles at the base of the brain', 'produces')}","{('raredisease primary lateral sclerosis', 'sign weakness bulbar muscles', 'produces'), ('raredisease primary lateral sclerosis', 'sign weakness muscles of the face', 'produces'), ('raredisease primary lateral sclerosis', 'sign ability to speak impaired', 'produces'), ('disease motor neuron diseases', 'sign malfunction of the motor neurons', 'produces'), ('raredisease primary lateral sclerosis', 'sign progressive weakness of the muscles of the legs', 'produces'), ('raredisease primary lateral sclerosis', 'sign weakness arms', 'produces'), ('raredisease primary lateral sclerosis', 'sign stiffness of the muscles of the legs', 'produces')}"
,,,is_acron,set(),"{('raredisease primary lateral sclerosis', 'raredisease primary lateral sclerosis', 'is_acron')}"
,,,is_a,"{('raredisease primary lateral sclerosis', 'disease motor neuron diseases', 'is_a')}","{('raredisease primary lateral sclerosis', 'sign stiffness of joints', 'is_a')}"
,,,anaphora,set(),set()
26,"{'produces', 'anaphora'}","{'produces', 'anaphora'}",,,
,,,produces,"{('anaphor ""the disorder""', 'sign specific autoantibodies that target a specific protein in the body', 'produces'), ('anaphor ""the disorder""', 'sign atrophy', 'produces')}","{('raredisease multifocal motor neuropathy', 'sign slowly progressive muscle weakness of the arms', 'produces'), ('raredisease multifocal motor neuropathy', 'sign slowly progressive muscle weakness of the g', 'produces'), ('anaphor ""the disorder""', 'sign presence of specific autoantibodies that target a specific protein in the body', 'produces'), ('anaphor ""the disorder""', 'sign atrophy of muscles', 'produces')}"
,,,anaphora,set(),set()
27,"{'produces', 'is_acron', 'is_a', 'anaphora'}","{'is_acron', 'is_a', 'anaphora'}",,,
,,,produces,set(),"{('raredisease asps', 'sign painless mass in the leg', 'produces'), ('raredisease asps', 'sign painless mass in the buttock', 'produces'), ('anaphor ""it""', 'sign unbalanced translocation', 'produces')}"
,,,is_acron,set(),set()
,,,is_a,"{('anaphor ""it""', 'raredisease soft tissue sarcomas', 'is_a')}","{('anaphor ""it""', 'disease sarcomas', 'is_a'), ('anaphor ""it""', 'disease soft tissue sarcomas', 'is_a'), ('disease soft tissue sarcomas', 'disease cancers', 'is_a'), ('anaphor ""the sarcoma""', 'disease sarcoma', 'is_a')}"
,,,anaphora,set(),"{('raredisease asps', 'anaphor ""the sarcoma""', 'anaphora'), ('raredisease asps', 'anaphor ""this tumor""', 'anaphora'), ('raredisease asps', 'anaphor ""the disorder""', 'anaphora')}"
28,"{'produces', 'is_a', 'anaphora'}","{'produces', 'is_a', 'anaphora'}",,,
,,,produces,set(),set()
,,,is_a,"{('anaphor ""this disorder""', 'disease blood disorder', 'is_a')}","{('raredisease hereditary nonspherocytic hemolytic anemia', 'disease blood disorder', 'is_a'), ('raredisease hereditary nonspherocytic hemolytic anemia', 'disease genetically transmitted blood disorders', 'is_a')}"
,,,anaphora,"{('anaphor ""this disorder""', 'anaphor ""this disorder""', 'anaphora')}",set()
29,{'anaphora'},{'anaphora'},,,
,,,anaphora,"{('raredisease hartnup disease', 'anaphor ""it""', 'anaphora'), ('raredisease slc6a19 hartnup disease', 'anaphor ""the disorder""', 'anaphora')}","{('skinraredisease hartnup disease', 'anaphor ""the disorder""', 'anaphora'), ('skinraredisease hartnup disease', 'anaphor ""it""', 'anaphora')}"
30,"{'is_a', 'anaphora'}",{'anaphora'},,,
,,,is_a,set(),"{('raredisease soft tissue sarcomas', 'disease tumors', 'is_a'), ('raredisease soft tissue sarcomas', 'disease cancers', 'is_a')}"
,,,anaphora,set(),"{('raredisease soft tissue sarcomas', 'anaphor ""this""', 'anaphora')}"
31,"{'is_a', 'anaphora'}","{'is_a', 'anaphora'}",,,
,,,is_a,set(),set()
,,,anaphora,set(),set()
32,{'is_a'},set(),,,
,,,is_a,set(),"{('raredisease berylliosis', 'disease metal poisoning', 'is_a')}"
33,"{'produces', 'is_a', 'anaphora'}","{'produces', 'is_a', 'anaphora'}",,,
,,,produces,"{('raredisease cleidocranial dysplasia', 'sign moderately short stature', 'produces'), ('raredisease cleidocranial dysplasia', 'sign delayed closure of the space between the bones of the skull', 'produces'), ('raredisease cleidocranial dysplasia', 'sign premature closure of the soft spot on the head', 'produces')}","{('raredisease cleidocranial dysplasia', 'sign delayed closure of the fontanels', 'produces'), ('raredisease cleidocranial dysplasia', 'sign premature closing of the coronal', 'produces')}"
,,,is_a,set(),set()
,,,anaphora,set(),set()
34,"{'produces', 'is_acron'}","{'produces', 'is_acron'}",,,
,,,produces,"{('raredisease fas', 'sign learning abnormalities', 'produces'), ('raredisease fetal alcohol syndrome', 'sign characteristic pattern of mental and physical birth defects', 'produces'), ('raredisease fetal alcohol syndrome', 'sign prenatal growth retardation', 'produces'), ('raredisease fas', 'sign physical abnormalities', 'produces'), ('raredisease fetal alcohol syndrome', 'sign postnatal growth retardation', 'produces'), ('raredisease fas', 'sign mental retardation', 'produces'), ('raredisease fas', 'sign behavioral problems', 'produces'), ('raredisease fetal alcohol syndrome', 'sign brain abnormalities', 'produces'), ('raredisease fetal alcohol syndrome', 'sign malformations of the skull and facial (craniofacial) region', 'produces'), ('raredisease fetal alcohol syndrome', 'sign physical findings', 'produces')}","{('disease fetal alcohol syndrome', 'sign brain abnormalities', 'produces'), ('disease fas', 'sign learning abnormalities', 'produces'), ('disease fetal alcohol syndrome', 'sign mental and physical birth defects', 'produces'), ('disease fas', 'sign behavioral problems', 'produces'), ('disease fas', 'sign varying degrees of mental retardation', 'produces'), ('disease fetal alcohol syndrome', 'sign prenatal growth retardation', 'produces'), ('disease fas', 'sign mental retardation', 'produces'), ('disease fetal alcohol syndrome', 'sign postnatal growth retardation', 'produces'), ('disease fetal alcohol syndrome', 'sign malformations of the skull and facial (craniofacial) region', 'produces')}"
,,,is_acron,"{('raredisease fas', 'raredisease fetal alcohol syndrome', 'is_acron')}","{('disease fas', 'disease fetal alcohol syndrome', 'is_acron')}"
35,"{'is_synon', 'is_a'}","{'is_a', 'anaphora'}",,,
,,,anaphora,"{('raredisease trisomy 9p', 'anaphor ""the disorder""', 'anaphora')}",
,,,is_synon,set(),"{(""raredisease edwards's syndrome"", 'raredisease trisomy 18', 'is_synon'), ('raredisease patau syndrome', 'raredisease trisomy 13', 'is_synon'), ('raredisease down syndrome', 'raredisease trisomy 21', 'is_synon')}"
,,,is_a,set(),set()
36,"{'produces', 'is_a'}","{'produces', 'is_a', 'anaphora'}",,,
,,,anaphora,"{('raredisease glucose-galactose malabsorption', 'anaphor ""it""', 'anaphora')}",
,,,produces,"{('raredisease glucose-galactose malabsorption', 'sign watery diarrhea', 'produces')}","{('raredisease ggm', 'sign watery diarrhea', 'produces')}"
,,,is_a,set(),set()
37,"{'produces', 'is_a', 'anaphora'}","{'produces', 'anaphora'}",,,
,,,produces,"{('anaphor ""the chromosomal abnormality""', 'sign heart defects', 'produces'), ('anaphor ""the chromosomal abnormality""', 'sign growth retardation', 'produces'), ('anaphor ""the chromosomal abnormality""', 'sign intelligence in the low normal range', 'produces'), ('anaphor ""the chromosomal abnormality""', 'sign genital abnormalities', 'produces'), ('anaphor ""the chromosomal abnormality""', 'sign moderate to severe intellectual disability', 'produces'), ('anaphor ""the chromosomal abnormality""', 'sign variable malformations of the skull and facial (craniofacial) region', 'produces')}","{('raredisease chromosome 9 ring', 'sign growth retardation', 'produces'), ('raredisease chromosome 9 ring', 'sign genital abnormalities', 'produces'), ('raredisease chromosome 9 ring', 'sign moderate to severe intellectual disability', 'produces'), ('raredisease chromosome 9 ring', 'sign heart defects', 'produces'), ('raredisease chromosome 9 ring', 'sign malformations of the skull and facial (craniofacial) region', 'produces')}"
,,,is_a,set(),"{('raredisease chromosome 9 ring', 'disease chromosomal abnormality', 'is_a')}"
,,,anaphora,"{('raredisease chromosome 9 ring', 'anaphor ""the chromosomal abnormality""', 'anaphora')}",set()
38,set(),set(),,,
39,{'produces'},{'produces'},,,
,,,produces,"{('raredisease congenital heart block', 'sign complete congenital heart block', 'produces'), ('raredisease congenital heart block', 'sign conduction abnormalities', 'produces'), ('raredisease congenital heart block', 'sign interference with the transfer of the electrical nerve impulses', 'produces')}","{('raredisease congenital heart block', 'sign heart block', 'produces')}"
40,"{'increases_risk_of', 'is_acron', 'is_a'}",set(),,,
,,,increases_risk_of,set(),"{('disease congenital immunodeficiency syndromes', 'raredisease primary cns lymphoma', 'increases_risk_of'), ('disease aids', 'raredisease primary cns lymphoma', 'increases_risk_of'), ('disease hiv', 'raredisease primary cns lymphoma', 'increases_risk_of')}"
,,,is_acron,set(),"{('raredisease pcnsl', 'raredisease primary central nervous system lymphoma', 'is_acron')}"
,,,is_a,set(),"{('raredisease primary cns lymphoma', 'disease brain tumor', 'is_a'), ('raredisease primary central nervous system lymphoma', 'disease brain tumors', 'is_a')}"
41,"{'is_a', 'anaphora'}","{'is_a', 'anaphora'}",,,
,,,is_a,set(),set()
,,,anaphora,set(),set()
42,"{'produces', 'is_acron', 'anaphora'}","{'produces', 'anaphora'}",,,
,,,produces,"{('anaphor ""this disorder""', 'sign loss of heat sensitivity', 'produces'), ('anaphor ""this disorder""', 'sign muscle atrophy', 'produces'), ('anaphor ""this disorder""', 'sign mild vision difficulties', 'produces'), ('anaphor ""this disorder""', 'sign respiratory insufficiency', 'produces'), ('anaphor ""this disorder""', 'sign absence of reflexes', 'produces'), ('anaphor ""this disorder""', 'sign ataxia', 'produces'), ('anaphor ""this disorder""', 'symptom pain', 'produces'), ('anaphor ""this disorder""', 'sign scoliosis', 'produces')}","{('raredisease dss', 'symptom pain', 'produces'), ('raredisease dss', 'sign absence of reflexes', 'produces'), ('raredisease dss', 'sign delayed motor milestones', 'produces'), ('raredisease dss', 'sign ataxia', 'produces'), ('raredisease dss', 'sign atrophy of leg muscles', 'produces'), ('raredisease dss', 'sign respiratory insufficiency', 'produces'), ('anaphor ""the condition""', 'sign hand and forearm muscles may become weak', 'produces'), ('raredisease dss', 'sign loss of heat sensitivity', 'produces'), ('raredisease dss', 'sign scoliosis', 'produces'), ('raredisease dss', 'sign muscle weakness', 'produces'), ('raredisease dss', 'sign mild vision difficulties', 'produces')}"
,,,is_acron,set(),"{('raredisease dss', 'raredisease dejerine-sottas syndrome', 'is_acron')}"
,,,anaphora,"{('raredisease dss', 'anaphor ""this disorder""', 'anaphora'), ('raredisease dss', 'anaphor ""it""', 'anaphora')}","{('raredisease dejerine-sottas syndrome', 'anaphor ""this disorder""', 'anaphora'), ('raredisease dss', 'anaphor ""the condition""', 'anaphora'), ('raredisease dejerine-sottas syndrome', 'anaphor ""it""', 'anaphora')}"
43,"{'anaphora', 'is_acron', 'is_a', 'produces', 'is_synon'}","{'produces', 'is_acron', 'is_a', 'anaphora'}",,,
,,,anaphora,set(),"{('raredisease deh', 'anaphor ""this disease""', 'anaphora'), ('raredisease deh', 'anaphor ""this condition""', 'anaphora')}"
,,,is_acron,set(),set()
,,,is_a,"{('raredisease dysplasia epiphysealis hemimelica', 'disease developmental bone disease', 'is_a')}","{('raredisease dysplasia epiphysealis hemimelica', 'disease bone disease', 'is_a')}"
,,,produces,"{('anaphor ""it""', 'sign hemimelic', 'produces'), ('anaphor ""it""', 'sign abnormal growth of cartilage arising from the epiphysis', 'produces')}","{('anaphor ""it""', 'sign irregular nodular mass located either in the medial or lateral part of the bone', 'produces'), ('anaphor ""it""', 'sign abnormal growth of cartilage arising from the cartilage of the terminal ends (epiphysis) of the long bones', 'produces'), ('anaphor ""it""', 'sign abnormal growth of cartilage arising from the cartilage of the terminal ends (epiphysis) of the long bones of the lower limbs', 'produces'), ('anaphor ""it""', 'sign abnormal cartilage', 'produces')}"
,,,is_synon,set(),"{(""raredisease trevor's disease,"", 'raredisease dysplasia epiphysealis hemimelica', 'is_synon')}"
44,{'is_a'},set(),,,
,,,is_a,set(),"{('raredisease dmd', 'raredisease muscular dystrophy', 'is_a')}"
45,{'anaphora'},{'anaphora'},,,
,,,anaphora,set(),set()
46,{'anaphora'},{'anaphora'},,,
,,,anaphora,"{('raredisease', 'anaphor ""the disorder""', 'anaphora')}","{('raredisease andersen-tawil syndrome', 'anaphor ""the disorder""', 'anaphora')}"
47,{'produces'},set(),,,
