doc_name,gold_rels,pred_rels,rel_type,fp_prediction,fn_prediction
,,,produces,"{('raredisease dense deposit disease', 'sign lighter in color and more widespread in location', 'produces'), ('raredisease dense deposit disease', 'sign deposits', 'produces'), ('raredisease dense deposit disease', 'sign c3 in the renal glomeruli', 'produces'), ('raredisease dense deposit disease', 'sign sausage-like deposits in the gbm', 'produces')}","{('raredisease ddd', 'sign abundance of c3 in the renal glomeruli', 'produces'), ('raredisease c3g', 'sign kidney deposits', 'produces'), ('raredisease dense deposit disease', 'sign abundance of a protein called c3 in the renal glomeruli', 'produces'), ('raredisease dense deposit disease', ""sign dense'sausage-like' deposits in the glomerular basement membrane"", 'produces')}"
,,,is_acron,set(),"{('raredisease c3gn', 'raredisease c3 glomerulonephritis', 'is_acron'), ('raredisease c3g', 'raredisease c3 glomerulopathy', 'is_acron'), ('raredisease ddd', 'raredisease dense deposit disease', 'is_acron')}"
,,,is_a,set(),set()
11,{'produces'},{'anaphora'},,,
,,,anaphora,"{('skinraredisease ttd', 'anaphor ""the disease""', 'anaphora')}",
,,,produces,set(),"{('skinraredisease ttd', 'sign intellectual impairment', 'produces'), ('skinraredisease ttd', 'sign ichthyosis', 'produces'), ('skinraredisease ttd', 'sign hair shafts tiger-tail pattern', 'produces'), ('skinraredisease ttd', 'sign bone and teeth anomalies', 'produces'), ('skinraredisease ttd', ""sign reduced sulfur content in patient's hair"", 'produces'), ('skinraredisease ttd', 'sign developmental delay', 'produces'), ('skinraredisease ttd', 'sign hair shaft abnormalities', 'produces'), ('skinraredisease ttd', 'sign abnormal patterns of myelination', 'produces'), ('skinraredisease ttd', 'sign hair abnormalities', 'produces'), ('skinraredisease ttd', 'sign small chin', 'produces'), ('skinraredisease ttd', 'sign short stature', 'produces')}"
12,"{'increases_risk_of', 'produces', 'anaphora', 'is_a'}","{'produces', 'anaphora', 'is_a'}",,,
,,,increases_risk_of,set(),"{('raredisease alpers disease', 'disease serious liver disease', 'increases_risk_of')}"
,,,produces,"{('anaphor ""it""', 'raredisease alpers disease', 'produces'), ('anaphor ""it""', 'sign mental retardation', 'produces'), ('anaphor ""it""', 'sign loss of intellectual functions', 'produces'), ('anaphor ""it""', 'sign spastic quadriplegia', 'produces'), ('anaphor ""it""', 'sign dementia', 'produces'), ('anaphor ""it""', 'sign liver damage', 'produces'), ('anaphor ""it""', 'sign increased density of the grey matter in the brain', 'produces'), ('raredisease alpers disease', 'sign increased muscle tone with exaggerated reflexes', 'produces'), ('anaphor ""it""', 'sign jaundice', 'produces'), ('anaphor ""it""', 'sign liver cirrhosis', 'produces')}","{('raredisease alpers disease', 'sign jaundice', 'produces'), ('raredisease alpers disease', 'sign blind', 'produces'), ('raredisease alpers disease', 'sign liver cirrhotic', 'produces'), ('raredisease alpers disease', 'sign optic atrophy', 'produces'), ('raredisease alpers disease', 'sign increased muscle tone', 'produces'), ('raredisease alpers disease', 'sign mental retardation', 'produces'), ('raredisease alpers disease', 'sign loss of intellectual functions', 'produces'), ('raredisease alpers disease', 'sign spastic quadriplegia', 'produces'), ('raredisease alpers disease', 'sign liver damage', 'produces')}"
,,,anaphora,set(),set()
,,,is_a,"{('raredisease alpers disease', 'disease progressive neurologic disorder', 'is_a')}","{('raredisease alpers disease', 'sign mental retardation', 'is_a')}"
13,"{'produces', 'anaphora'}",{'anaphora'},,,
,,,produces,set(),"{('raredisease hereditary ataxia', 'sign ataxias', 'produces'), ('raredisease hereditary ataxia', 'sign ataxia', 'produces')}"
,,,anaphora,set(),set()
14,set(),set(),,,
15,"{'increases_risk_of', 'produces', 'is_a', 'anaphora', 'is_synon'}",{'produces'},,,
,,,increases_risk_of,set(),"{('skinraredisease ei', 'disease skin infections', 'increases_risk_of')}"
,,,produces,"{('skinraredisease ei', 'sign skin infections with common bacteria', 'produces'), ('skinraredisease ei', 'sign ichthyosis hystrix', 'produces'), ('skinraredisease ei', 'sign redness of the skin', 'produces'), ('skinraredisease ei', 'sign heat intolerance', 'produces'), ('skinraredisease ei', 'sign red, blistering and denuded skin with visible areas of skin thickening', 'produces'), ('skinraredisease ei', 'sign blistering in areas subject to friction', 'produces')}","{('skinraredisease ei', 'sign blistering', 'produces'), ('skinraredisease ichthyosis hystrix', 'sign brown-grey hyperkeratotic spines', 'produces'), ('skinraredisease ei', 'sign scaling', 'produces'), ('skinraredisease ei', 'symptom heat intolerance', 'produces'), ('skinraredisease ei', 'sign red, blistering and denuded skin', 'produces'), ('skinraredisease palmoplantar keratoderma', 'sign limit hand function', 'produces'), ('skinraredisease palmoplantar keratoderma', 'sign limit ambulation', 'produces')}"
,,,is_a,set(),"{('skinraredisease ichthyosis hystrix', 'skinraredisease ei', 'is_a')}"
,,,anaphora,set(),"{('skinraredisease ei', 'anaphor ""it""', 'anaphora')}"
,,,is_synon,set(),"{('skinraredisease curth-macklin', 'skinraredisease ichthyosis hystrix', 'is_synon')}"
16,"{'produces', 'anaphora'}","{'produces', 'anaphora'}",,,
,,,produces,"{('raredisease banti syndrome', 'sign blood clots', 'produces'), ('raredisease banti syndrome', 'sign red blood cells before birth', 'produces'), ('raredisease banti syndrome', 'sign spleen', 'produces'), ('raredisease banti syndrome', 'sign hypertension within hepatic or portal veins', 'produces'), ('raredisease banti syndrome', 'sign aged red blood cells removed and destroyed', 'produces'), ('raredisease banti syndrome', 'sign large, gland-like organ in the upper left side of the abdomen', 'produces'), ('raredisease banti syndrome', 'sign increased arsenic intake', 'produces'), ('raredisease banti syndrome', 'sign hypertension within splenic veins', 'produces'), ('raredisease banti syndrome', 'sign spleen rapidly destroys blood cells', 'produces'), ('raredisease banti syndrome', 'sign vascular obstruction of the liver', 'produces'), ('raredisease banti syndrome', 'sign abnormalities present at birth of such veins', 'produces')}","{('raredisease banti syndrome', 'sign hypertension splenic veins hepatic or portal veins', 'produces'), ('raredisease banti syndrome', 'sign obstruction of splenic veins', 'produces'), ('raredisease banti syndrome', 'sign congenital blood clots', 'produces'), ('raredisease banti syndrome', 'sign obstruction of hepatic or portal veins', 'produces'), ('raredisease banti syndrome', 'sign vascular obstruction', 'produces'), ('anaphor ""it""', 'sign increased arsenic levels', 'produces')}"
,,,anaphora,set(),set()
17,"{'increases_risk_of', 'anaphora'}","{'produces', 'anaphora'}",,,
,,,produces,"{('anaphor ""this condition""', 'sign bilateral renal agenesis', 'produces'), ('anaphor ""this condition""', 'sign obstructive uropathy', 'produces')}",
,,,increases_risk_of,set(),"{('raredisease bilateral renal agenesis', 'raredisease potter syndrome', 'increases_risk_of')}"
,,,anaphora,set(),set()
18,set(),set(),,,
19,"{'increases_risk_of', 'produces', 'is_a', 'anaphora', 'is_acron'}","{'produces', 'anaphora', 'is_a'}",,,
,,,increases_risk_of,set(),"{('raredisease miliary tuberculosis', 'raredisease tuberculous meningitis', 'increases_risk_of')}"
,,,produces,set(),set()
,,,is_a,"{('raredisease tuberculous meningitis', 'disease tuberculosis', 'is_a')}","{('anaphor ""this form of meningitis""', 'disease meningitis', 'is_a')}"
,,,anaphora,"{('raredisease tuberculous meningitis', 'anaphor ""the disorder""', 'anaphora')}","{('raredisease tuberculous meningitis', 'anaphor ""this form of meningitis""', 'anaphora'), ('raredisease tbm', 'anaphor ""the infection""', 'anaphora'), ('raredisease tbm', 'anaphor ""the disorder""', 'anaphora'), ('raredisease tbm', 'anaphor ""it""', 'anaphora')}"
,,,is_acron,set(),"{('raredisease tbm', 'raredisease tuberculous meningitis', 'is_acron'), ('raredisease tb', 'raredisease tuberculosis', 'is_acron')}"
20,"{'is_a', 'produces', 'anaphora', 'is_acron'}","{'anaphora', 'is_acron', 'is_a'}",,,
,,,is_a,"{('raredisease vlcadd', 'disease metabolic diseases', 'is_a'), ('raredisease vlcadd', 'disease fod diseases', 'is_a')}","{('raredisease vlcadd', 'disease fatty acid oxidation (fod) diseases', 'is_a'), ('raredisease lcadd', 'raredisease long-chain acyl-coa dehydrogenase deficiency', 'is_a')}"
,,,produces,set(),"{('anaphor ""it""', 'sign enzyme needed to break down certain very long-chain fatty acids is missing or not working properly', 'produces')}"
,,,anaphora,set(),"{('raredisease vlcad', 'anaphor ""the disorder""', 'anaphora')}"
,,,is_acron,"{('disease fod', 'disease fatty acid oxidation', 'is_acron')}","{('raredisease vlcadd', 'raredisease very long-chain acyl-coa dehydrogenase deficiency', 'is_acron'), ('raredisease lcadd', 'raredisease long-chain acyl-coa dehydrogenase deficiency', 'is_acron')}"
21,"{'is_synon', 'produces', 'anaphora', 'is_a'}","{'produces', 'is_a'}",,,
,,,is_synon,set(),"{('disease pinworm infection', 'disease enterobiasis', 'is_synon')}"
,,,produces,"{('raredisease enterobiasis', 'sign severe rectal itching', 'produces')}","{('disease enterobiasis', 'sign severe rectal itching', 'produces')}"
,,,anaphora,set(),"{('disease enterobiasis', 'anaphor ""the disorder""', 'anaphora')}"
,,,is_a,"{('raredisease enterobiasis', 'disease contagious, parasitic infestation', 'is_a')}","{('disease enterobiasis', 'disease common, contagious, parasitic infestation', 'is_a')}"
22,"{'anaphora', 'is_a'}",{'is_a'},,,
,,,anaphora,set(),"{('skinraredisease balanitis xerotica obliterans', 'anaphor ""the disease""', 'anaphora'), ('skinraredisease lichen sclerosus', 'anaphor ""it""', 'anaphora'), ('skinraredisease lichen sclerosus', 'anaphor ""the condition""', 'anaphora')}"
,,,is_a,set(),set()
23,"{'produces', 'anaphora'}",{'anaphora'},,,
,,,produces,set(),"{('raredisease very early onset (veo) inflammatory bowel disease', ""sign crohn's disease in children less than 6 years old"", 'produces')}"
,,,anaphora,set(),"{(""raredisease pediatric crohn's disease"", 'anaphor ""it""', 'anaphora')}"
24,"{'produces', 'anaphora', 'is_a'}","{'produces', 'anaphora', 'is_a'}",,,
,,,produces,"{('anaphor ""this change""', 'sign discoloration of the sclera', 'produces'), ('anaphor ""this change""', 'sign dark urine', 'produces'), ('anaphor ""this change""', 'sign discoloration of the skin overlying cartilage within the body', 'produces'), ('raredisease alkaptonuria', 'sign dark urine', 'produces'), ('raredisease alkaptonuria', 'sign accumulation of homogentisic acid', 'produces'), ('anaphor ""this change""', 'sign ochronosis', 'produces'), ('anaphor ""this change""', 'sign progressive arthritis of the spine', 'produces'), ('anaphor ""this change""', 'sign progressive arthritis of the large joints', 'produces'), ('raredisease alkaptonuria', 'sign urine that turns black when exposed to air', 'produces'), ('raredisease alkaptonuria', 'sign lack of functional levels of an enzyme required to breakdown homogentisic acid', 'produces'), ('anaphor ""this change""', 'symptom asymptomatic', 'produces')}","{('skinraredisease alkaptonuria', 'sign discoloration of the skin overlying cartilage', 'produces'), ('skinraredisease alkaptonuria', 'sign urine that turns black when exposed to air', 'produces'), ('skinraredisease alkaptonuria', 'sign progressive arthritis of the spine', 'produces'), ('skinraredisease alkaptonuria', 'sign ochronosis', 'produces'), ('skinraredisease alkaptonuria', 'sign accumulation of homogentisic acid', 'produces'), ('skinraredisease alkaptonuria', 'sign dark urine', 'produces'), ('skinraredisease alkaptonuria', 'sign lack enough functional levels of an enzyme required to breakdown homogentisic acid', 'produces'), ('skinraredisease alkaptonuria', 'symptom asymptomatic during infancy or childhood', 'produces'), ('skinraredisease alkaptonuria', 'sign sclera discolored', 'produces'), ('skinraredisease alkaptonuria', 'sign progressive arthritis of large joints', 'produces')}"
,,,anaphora,"{('raredisease alkaptonuria', 'anaphor ""this change""', 'anaphora')}","{('skinraredisease alkaptonuria', 'anaphor ""it""', 'anaphora'), ('skinraredisease alkaptonuria', 'anaphor ""the disorder""', 'anaphora')}"
,,,is_a,"{('raredisease alkaptonuria', 'disease genetic metabolic disorder', 'is_a')}","{('skinraredisease alkaptonuria', 'disease genetic metabolic disorder', 'is_a')}"
25,"{'produces', 'anaphora', 'is_acron', 'is_a'}","{'produces', 'anaphora', 'is_a'}",,,
,,,produces,"{('raredisease primary lateral sclerosis', 'symptom painless but progressive weakness of the muscles of the face', 'produces'), ('raredisease primary lateral sclerosis', 'symptom painless but progressive weakness of the muscles of the arms', 'produces'), ('raredisease primary lateral sclerosis', 'symptom painless but progressive weakness of the muscles of the legs', 'produces'), ('raredisease primary lateral sclerosis', 'symptom painless but progressive weakness of the muscles at the base of the brain', 'produces')}","{('raredisease primary lateral sclerosis', 'sign weakness muscles of the face', 'produces'), ('raredisease primary lateral sclerosis', 'sign spasticity', 'produces'), ('raredisease primary lateral sclerosis', 'sign stiffness of the muscles of the legs', 'produces'), ('raredisease primary lateral sclerosis', 'sign progressive weakness of the muscles of the legs', 'produces'), ('disease motor neuron diseases', 'sign malfunction of the motor neurons', 'produces'), ('raredisease primary lateral sclerosis', 'sign cramps', 'produces'), ('raredisease primary lateral sclerosis', 'sign ability to speak impaired', 'produces'), ('raredisease primary lateral sclerosis', 'sign muscular contractions', 'produces'), ('raredisease primary lateral sclerosis', 'sign weakness arms', 'produces'), ('raredisease primary lateral sclerosis', 'sign stiffness of joints', 'produces'), ('raredisease primary lateral sclerosis', 'sign muscle weakness', 'produces'), ('raredisease primary lateral sclerosis', 'sign weakness bulbar muscles', 'produces')}"
,,,anaphora,set(),set()
,,,is_acron,set(),"{('raredisease primary lateral sclerosis', 'raredisease primary lateral sclerosis', 'is_acron')}"
,,,is_a,"{('raredisease primary lateral sclerosis', 'disease motor neuron diseases', 'is_a')}","{('raredisease primary lateral sclerosis', 'sign stiffness of joints', 'is_a')}"
26,"{'produces', 'anaphora'}","{'produces', 'anaphora'}",,,
,,,produces,"{('raredisease multifocal motor neuropathy', 'sign atrophy of muscles', 'produces'), ('raredisease multifocal motor neuropathy', 'sign inflammation', 'produces'), ('raredisease multifocal motor neuropathy', 'symptom muscles cramps', 'produces'), ('raredisease multifocal motor neuropathy', 'symptom slowly progressive muscle weakness', 'produces'), ('raredisease multifocal motor neuropathy', 'sign specific autoantibodies that target a specific protein in the body', 'produces')}","{('anaphor ""the disorder""', 'sign abnormal functioning of the immune system', 'produces'), ('raredisease multifocal motor neuropathy', 'sign slowly progressive muscle weakness of the arms', 'produces'), ('anaphor ""the disorder""', 'sign presence of specific autoantibodies that target a specific protein in the body', 'produces'), ('anaphor ""the disorder""', 'sign inflammation', 'produces'), ('raredisease multifocal motor neuropathy', 'sign slowly progressive muscle weakness', 'produces'), ('anaphor ""the disorder""', 'sign muscles cramps', 'produces'), ('anaphor ""the disorder""', 'sign atrophy of muscles', 'produces'), ('raredisease multifocal motor neuropathy', 'sign slowly progressive muscle weakness of the g', 'produces')}"
,,,anaphora,set(),"{('raredisease multifocal motor neuropathy', 'anaphor ""this disorder""', 'anaphora')}"
27,"{'is_a', 'produces', 'anaphora', 'is_acron'}","{'anaphora', 'is_a'}",,,
,,,is_a,set(),"{('disease soft tissue sarcomas', 'disease cancers', 'is_a'), ('anaphor ""the sarcoma""', 'disease sarcoma', 'is_a'), ('raredisease asps', 'disease soft tissue sarcomas', 'is_a'), ('anaphor ""it""', 'disease soft tissue sarcomas', 'is_a')}"
,,,produces,set(),"{('raredisease asps', 'sign painless mass in the buttock', 'produces'), ('raredisease asps', 'sign painless mass in the leg', 'produces'), ('anaphor ""it""', 'sign unbalanced translocation', 'produces')}"
,,,anaphora,set(),"{('raredisease asps', 'anaphor ""the disorder""', 'anaphora'), ('raredisease asps', 'anaphor ""this tumor""', 'anaphora'), ('raredisease asps', 'anaphor ""the sarcoma""', 'anaphora')}"
,,,is_acron,set(),"{('raredisease asps', 'raredisease alveolar soft part sarcoma', 'is_acron')}"
28,"{'produces', 'anaphora', 'is_a'}","{'produces', 'is_a'}",,,
,,,produces,"{('raredisease hereditary nonspherocytic hemolytic anemia', 'sign premature destruction of rbcs', 'produces')}","{('raredisease hereditary nonspherocytic hemolytic anemia', 'sign premature destruction of red blood cells', 'produces')}"
,,,anaphora,set(),"{('raredisease hereditary nonspherocytic hemolytic anemia', 'anaphor ""this disorder""', 'anaphora')}"
,,,is_a,set(),"{('raredisease hereditary nonspherocytic hemolytic anemia', 'disease blood disorder', 'is_a')}"
29,{'anaphora'},{'anaphora'},,,
,,,anaphora,"{('raredisease slc6a19 hartnup disease', 'anaphor ""the disorder""', 'anaphora')}","{('skinraredisease hartnup disease', 'anaphor ""the disorder""', 'anaphora'), ('skinraredisease hartnup disease', 'anaphor ""it""', 'anaphora')}"
30,"{'anaphora', 'is_a'}",{'anaphora'},,,
,,,anaphora,set(),"{('raredisease soft tissue sarcomas', 'anaphor ""they""', 'anaphora')}"
,,,is_a,set(),"{('raredisease soft tissue sarcomas', 'disease cancers', 'is_a'), ('raredisease soft tissue sarcomas', 'disease tumors', 'is_a')}"
31,"{'anaphora', 'is_a'}",{'is_a'},,,
,,,anaphora,set(),"{('raredisease cadasil', 'anaphor ""the disorder""', 'anaphora'), ('raredisease cadasil', 'anaphor ""the disease""', 'anaphora')}"
,,,is_a,set(),set()
32,{'is_a'},{'is_a'},,,
,,,is_a,set(),set()
33,"{'produces', 'anaphora', 'is_a'}",{'produces'},,,
,,,produces,"{('raredisease cleidocranial dysplasia', 'sign premature closing of the soft spot on the head coronal', 'produces'), ('raredisease cleidocranial dysplasia', 'sign defective or absent clavicles', 'produces'), ('raredisease cleidocranial dysplasia', 'sign moderately short stature', 'produces'), ('raredisease cleidocranial dysplasia', 'sign delayed closure of the space between the bones of the skull fontanels', 'produces')}","{('raredisease cleidocranial dysplasia', 'sign defective or absent collarbones', 'produces'), ('raredisease cleidocranial dysplasia', 'sign delayed closure of the fontanels', 'produces'), ('raredisease cleidocranial dysplasia', 'sign premature closing of the coronal', 'produces')}"
,,,anaphora,set(),"{('raredisease cleidocranial dysplasia', 'anaphor ""this disorder""', 'anaphora')}"
,,,is_a,set(),"{('raredisease cleidocranial dysplasia', 'disease skeletal dysplasia', 'is_a')}"
34,"{'produces', 'is_acron'}",{'produces'},,,
,,,produces,"{('raredisease fetal alcohol syndrome', 'sign learning abnormalities', 'produces'), ('raredisease fetal alcohol syndrome', 'sign physical abnormalities', 'produces'), ('raredisease fetal alcohol syndrome', 'sign postnatal growth retardation', 'produces'), ('raredisease fetal alcohol syndrome', 'sign mental retardation', 'produces'), ('raredisease fetal alcohol syndrome', 'sign behavioral problems', 'produces'), ('raredisease fetal alcohol syndrome', 'sign brain abnormalities', 'produces'), ('raredisease fetal alcohol syndrome', 'sign physical findings', 'produces'), ('raredisease fetal alcohol syndrome', 'sign prenatal growth retardation', 'produces'), ('raredisease fetal alcohol syndrome', 'sign mental and physical birth defects', 'produces'), ('raredisease fetal alcohol syndrome', 'sign malformations of the skull and facial (craniofacial) region', 'produces')}","{('disease fas', 'sign behavioral problems', 'produces'), ('disease fetal alcohol syndrome', 'sign malformations of the skull and facial (craniofacial) region', 'produces'), ('disease fas', 'sign varying degrees of mental retardation', 'produces'), ('disease fas', 'sign mental retardation', 'produces'), ('disease fetal alcohol syndrome', 'sign brain abnormalities', 'produces'), ('disease fas', 'sign learning abnormalities', 'produces'), ('disease fetal alcohol syndrome', 'sign postnatal growth retardation', 'produces'), ('disease fetal alcohol syndrome', 'sign prenatal growth retardation', 'produces'), ('disease fetal alcohol syndrome', 'sign mental and physical birth defects', 'produces')}"
,,,is_acron,set(),"{('disease fas', 'disease fetal alcohol syndrome', 'is_acron')}"
35,"{'is_synon', 'is_a'}",{'is_a'},,,
,,,is_synon,set(),"{('raredisease patau syndrome', 'raredisease trisomy 13', 'is_synon'), ('raredisease down syndrome', 'raredisease trisomy 21', 'is_synon'), (""raredisease edwards's syndrome"", 'raredisease trisomy 18', 'is_synon')}"
,,,is_a,set(),set()
36,"{'produces', 'is_a'}","{'produces', 'is_acron', 'is_a'}",,,
,,,is_acron,"{('raredisease ggm', 'raredisease glucose-galactose malabsorption', 'is_acron')}",
,,,produces,set(),"{('raredisease ggm', 'sign watery diarrhea', 'produces')}"
,,,is_a,set(),set()
37,"{'produces', 'anaphora', 'is_a'}","{'produces', 'is_a'}",,,
,,,produces,"{('raredisease chromosome 9 ring', 'sign chromosomal abnormality', 'produces'), ('raredisease chromosome 9 ring', 'sign intellectual disability', 'produces')}",set()
,,,anaphora,set(),"{('raredisease chromosome 9 ring', 'anaphor ""the disorder""', 'anaphora')}"
,,,is_a,"{('raredisease chromosome 9 ring', 'sign loss (deletion) of chromosomal material from both ends of the 9th chromosome', 'is_a'), ('raredisease chromosome 9 ring', 'sign chromosomal abnormality', 'is_a')}","{('raredisease chromosome 9 ring', 'disease chromosomal abnormality', 'is_a')}"
38,set(),set(),,,
39,{'produces'},{'produces'},,,
,,,produces,"{('raredisease congenital heart block', 'sign conduction abnormalities', 'produces')}",set()
40,"{'increases_risk_of', 'is_acron', 'is_a'}",{'is_a'},,,
,,,increases_risk_of,set(),"{('disease congenital immunodeficiency syndromes', 'raredisease primary cns lymphoma', 'increases_risk_of'), ('disease aids', 'raredisease primary cns lymphoma', 'increases_risk_of'), ('disease hiv', 'raredisease primary cns lymphoma', 'increases_risk_of')}"
,,,is_acron,set(),"{('raredisease pcnsl', 'raredisease primary central nervous system lymphoma', 'is_acron')}"
,,,is_a,set(),"{('raredisease primary cns lymphoma', 'disease brain tumor', 'is_a')}"
41,"{'anaphora', 'is_a'}",{'is_a'},,,
,,,anaphora,set(),"{('raredisease hyperekplexia', 'anaphor ""the disorder""', 'anaphora')}"
,,,is_a,set(),set()
42,"{'produces', 'anaphora', 'is_acron'}","{'produces', 'anaphora'}",,,
