doc_name,gold_rels,pred_rels,rel_type,fp_prediction,fn_prediction
,,,cpr:9,"{('chemical resorufin', 'gene cytochrome p-450 1a1', 'cpr:9'), ('chemical resorufin', 'gene quinone oxidoreductase', 'cpr:9')}",
,,,cpr:4,set(),set()
11,{'cpr:3'},{'cpr:3'},,,
,,,cpr:3,set(),set()
12,{'cpr:4'},{'cpr:4'},,,
,,,cpr:4,"{('chemical exelon', 'gene ache', 'cpr:4'), ('chemical novartis pharma ag', 'gene acetylcholinesterase', 'cpr:4'), ('chemical ena-713', 'gene ache', 'cpr:4'), ('chemical exelon', 'gene acetylcholinesterase', 'cpr:4'), ('chemical novartis pharma ag', 'gene ache', 'cpr:4'), ('chemical nap 226-90', 'gene ache', 'cpr:4'), ('chemical nap 226-90', 'gene acetylcholinesterase', 'cpr:4'), ('chemical rivastigmine', 'gene csf ache', 'cpr:4'), ('chemical ena-713', 'gene acetylcholinesterase', 'cpr:4')}","{('chemical rivastigmine', 'gene buche', 'cpr:4')}"
13,set(),set(),,,
14,"{'cpr:6', 'cpr:5'}","{'cpr:5', 'cpr:6'}",,,
,,,cpr:6,"{('chemical fluparoxan', 'gene h5-ht(1d)', 'cpr:6'), ('chemical yohimbine', 'gene hd(3)', 'cpr:6'), ('chemical fluparoxan', 'gene hd(3)', 'cpr:6'), ('chemical fluparoxan', 'gene hd(2)', 'cpr:6'), ('chemical fluparoxan', 'gene h5-ht(1b)', 'cpr:6'), ('chemical fluparoxan', 'gene halpha(2a)-ar', 'cpr:6')}","{('chemical yohimbine', 'gene alpha(2)-adrenergic receptors', 'cpr:6'), ('chemical fluparoxan', 'gene alpha(2)-ar', 'cpr:6'), ('chemical fluparoxan', 'gene alpha(2)-adrenergic receptors', 'cpr:6'), ('chemical fluparoxan', 'gene alpha(2)-ar antagonist', 'cpr:6'), ('chemical yohimbine', 'gene halpha(2)-ars', 'cpr:6'), ('chemical yohimbine', 'gene 5-ht(1b)', 'cpr:6'), ('chemical fluparoxan', 'gene (ar)s', 'cpr:6'), ('chemical fluparoxan', 'gene halpha(2)-ars', 'cpr:6'), ('chemical yohimbine', 'gene (ar)s', 'cpr:6'), ('chemical yohimbine', 'gene 5-ht(1d)', 'cpr:6'), ('chemical way100,635', 'gene 5-ht(1a)', 'cpr:6'), ('chemical yohimbine', 'gene alpha(2)-ar', 'cpr:6'), ('chemical yohimbine', 'gene (5-ht)(1a)', 'cpr:6'), ('chemical yohimbine', 'gene alpha(2)-ar antagonist', 'cpr:6')}"
,,,cpr:5,set(),"{('chemical fluparoxan', 'gene (ar)s', 'cpr:5'), ('chemical yohimbine', 'gene alpha(2)-adrenergic receptors', 'cpr:5'), ('chemical fluparoxan', 'gene alpha(2)-adrenergic receptors', 'cpr:5'), ('chemical yohimbine', 'gene 5-ht(1b)', 'cpr:5'), ('chemical yohimbine', 'gene 5-ht(1a)', 'cpr:5'), ('chemical gr46,611', 'gene 5-ht(1b)', 'cpr:5'), ('chemical yohimbine', 'gene (ar)s', 'cpr:5'), ('chemical yohimbine', 'gene 5-ht(1d)', 'cpr:5'), ('chemical yohimbine', 'gene (5-ht)(1a)', 'cpr:5')}"
15,"{'cpr:6', 'cpr:5'}","{'cpr:5', 'cpr:6'}",,,
,,,cpr:6,"{('chemical rimcazole', 'gene mu-receptor', 'cpr:6')}","{('chemical beta-funaltrexamine', 'gene mu-receptor', 'cpr:6')}"
,,,cpr:5,"{('chemical sb 227122', 'gene hydrocodone', 'cpr:5'), ('chemical sb 227122', 'gene codeine', 'cpr:5'), ('chemical sb 227122', 'gene kappa-opioid receptor', 'cpr:5'), ('chemical sb 227122', 'gene brl 52974', 'cpr:5'), ('chemical sb 227122', 'gene mu-opioid receptor', 'cpr:5')}","{('chemical codeine', 'gene mu-opioid receptor', 'cpr:5'), ('chemical hydrocodone', 'gene mu-opioid receptor', 'cpr:5'), ('chemical codeine', 'gene opioid receptor', 'cpr:5'), ('chemical dextromethorphan', 'gene sigma-receptor', 'cpr:5'), ('chemical sb 227122', 'gene delta-receptor', 'cpr:5'), ('chemical brl 52974', 'gene kappa-opioid receptor', 'cpr:5'), ('chemical sb 227122', 'gene opioid receptor', 'cpr:5')}"
16,{'cpr:4'},{'cpr:4'},,,
,,,cpr:4,set(),"{('chemical rofecoxib', 'gene cyclooxygenase-2', 'cpr:4'), ('chemical celecoxib', 'gene cyclooxygenase-2', 'cpr:4')}"
17,"{'cpr:4', 'cpr:9'}",{'cpr:4'},,,
,,,cpr:4,"{('chemical cinchoninic acid', 'gene rat dihydroorotate dehydrogenase', 'cpr:4'), ('chemical isoxazol', 'gene rat dihydroorotate dehydrogenase', 'cpr:4'), ('chemical atovaquone', 'gene rat dihydroorotate dehydrogenase', 'cpr:4'), ('chemical isoxazol', 'gene human dihydroorotate dehydrogenase', 'cpr:4'), ('chemical brequinar', 'gene rat dihydroorotate dehydrogenase', 'cpr:4'), ('chemical cinchoninic acid', 'gene human dihydroorotate dehydrogenase', 'cpr:4')}","{('chemical cinchoninic acid and gene human', 'rat dihyroorotate dehydrogenase', 'cpr:4'), ('chemical dichloroally-lawsone', 'gene human dihydroorotate dehydrogenase', 'cpr:4'), ('chemical lawsone and gene human', 'rat dihydroorotate dehydrogenase', 'cpr:4'), ('chemical brequinar sodium and gene human', 'rat dihydroorotate dehydrogenase', 'cpr:4'), ('chemical isoxazol and gene human', 'rat dihyroorotate dehydrogenase', 'cpr:4'), ('chemical polyporic acid and gene human', 'rat dihydroorotate dehydrogenase', 'cpr:4'), ('chemical atovaquone and gene human', 'rat dihydroorotate dehydrogenase', 'cpr:4'), ('chemical dihydroorotate', 'gene human dihydroorotate dehydrogenase', 'cpr:4'), ('chemical dichloroally]-lawsone', 'gene mammalian dihydroorotate dehydrogenases', 'cpr:4')}"
,,,cpr:9,set(),"{('chemical uridine monophosphate', 'gene ec 1.3.99.11', 'cpr:9'), ('chemical quinone', 'gene dihydroorotate dehydrogenase', 'cpr:9'), ('chemical uridine monophosphate', 'gene dihydroorotate dehydrogenase', 'cpr:9')}"
18,set(),set(),,,
19,{'cpr:4'},{'cpr:4'},,,
,,,cpr:4,"{('chemical mibefradil', 'gene mibefradil receptor', 'cpr:4'), ('chemical mibefradil', 'gene alpha1e', 'cpr:4'), ('chemical mibefradil', 'gene alpha1a', 'cpr:4'), ('chemical mibefradil', 'gene alpha1c', 'cpr:4'), ('chemical mibefradil', 'gene ca2+ channel', 'cpr:4')}","{('chemical mibefradil', 'gene calcium channels', 'cpr:4'), ('chemical mibefradil', 'gene t-type channels', 'cpr:4')}"
20,{'cpr:4'},{'cpr:4'},,,
,,,cpr:4,set(),set()
21,"{'cpr:5', 'cpr:6'}","{'cpr:6', 'cpr:4', 'cpr:5'}",,,
,,,cpr:4,"{('chemical methiothepin', 'gene 5-ht2', 'cpr:4'), ('chemical clomipramine', 'gene 5-ht1', 'cpr:4'), ('chemical clomipramine', 'gene 5-ht1b', 'cpr:4'), ('chemical methiothepin', 'gene 5-ht1', 'cpr:4')}",
,,,cpr:5,"{('chemical propranolol', 'gene 5-ht1b', 'cpr:5'), ('chemical propranolol', 'gene 5-ht1', 'cpr:5')}","{('chemical +/- propranolol', 'gene 5-ht1', 'cpr:5')}"
,,,cpr:6,set(),"{('chemical +/- propranolol', 'gene 5-ht1', 'cpr:6')}"
22,{'cpr:4'},{'cpr:4'},,,
,,,cpr:4,set(),"{('chemical geldanamycin', 'gene nf-at', 'cpr:4'), ('chemical geldanamycin', 'gene nuclear factor of activated t-cells', 'cpr:4'), ('chemical geldanamycin', 'gene t-cell receptor', 'cpr:4'), ('chemical geldanamycin', 'gene extracellular signal regulated kinase (erk)-2', 'cpr:4'), ('chemical geldanamycin', 'gene interleukin (il)-2', 'cpr:4'), ('chemical geldanamycin', 'gene il-2 receptor', 'cpr:4')}"
23,{'cpr:9'},{'cpr:9'},,,
,,,cpr:9,"{('chemical gamma-butyrobetaine', 'gene carnitine biosynthesis', 'cpr:9')}",set()
24,{'cpr:4'},"{'cpr:4', 'cpr:6'}",,,
,,,cpr:6,"{('chemical bosentan', 'gene eta receptors', 'cpr:6')}",
,,,cpr:4,"{('chemical salicylates', 'gene eta receptors', 'cpr:4')}","{('chemical salicylates', 'gene et-1', 'cpr:4')}"
25,"{'cpr:4', 'cpr:9'}","{'cpr:4', 'cpr:9'}",,,
,,,cpr:4,set(),"{('chemical dicoumarol', 'gene nad(p)h:quinone oxidoreductase1', 'cpr:4')}"
,,,cpr:9,"{('chemical mmc', 'gene mmc reductase', 'cpr:9')}","{('chemical mmc', 'gene nad(p)h:quinone oxidoreductase1', 'cpr:9')}"
26,{'cpr:4'},"{'cpr:4', 'cpr:3'}",,,
,,,cpr:3,"{('chemical troglitazone', 'gene peroxisome proliferator activated receptor-gamma', 'cpr:3')}",
,,,cpr:4,set(),set()
27,{'cpr:6'},{'cpr:6'},,,
,,,cpr:6,set(),"{('chemical n-[2-(4-hydroxy-2-isopropyl-5-methylphenoxy)ethyl]-n-methylaminom', 'gene alpha(1l)-adrenoceptor', 'cpr:6'), ('chemical 4-methoxy-2,5,6-trimethylphenol hemifumarate', 'gene alpha(1l)-adrenoceptor', 'cpr:6'), ('chemical ethyl', 'gene alpha(1l)-adrenoceptor', 'cpr:6')}"
28,{'cpr:9'},set(),,,
,,,cpr:9,set(),"{('chemical cl(-)', 'gene na(+)/k(+)/2cl(-) cotransporter', 'cpr:9'), ('chemical cl(-)', 'gene nkcc1', 'cpr:9')}"
29,{'cpr:6'},{'cpr:6'},,,
,,,cpr:6,"{('chemical 3h-nmpb', 'gene 3h-qnb', 'cpr:6'), ('chemical 3h-n-methyl piperidyl benzilate', 'gene 3h-qnb', 'cpr:6'), ('chemical 3h-quinuclidinyl benzilate', 'gene 3h-nmpb', 'cpr:6'), ('chemical 3h-n-methyl piperidyl benzilate', 'gene 3h-nmpb', 'cpr:6'), ('chemical biperiden', 'gene mach receptor', 'cpr:6'), ('chemical 3h-quinuclidinyl benzilate', 'gene 3h-qnb', 'cpr:6')}",set()
30,{'cpr:3'},{'cpr:3'},,,
,,,cpr:3,"{('chemical wy-14,643', 'gene ppar', 'cpr:3'), ('chemical wy-14,643', 'gene peroxisome proliferator-activated receptor', 'cpr:3'), ('chemical troglitazone', 'gene ppar-alpha', 'cpr:3')}","{('chemical 4-chloro-6-[(2,3-xylidine)-pirimidinylthio] acetic acid', 'gene ucp-3', 'cpr:3'), ('chemical troglitazone', 'gene uncoupling protein-3', 'cpr:3'), ('chemical wy-14,643', 'gene ucp-3', 'cpr:3'), ('chemical troglitazone', 'gene ucp-3', 'cpr:3'), ('chemical bezafibrate', 'gene ucp-3', 'cpr:3'), ('chemical fatty acids', 'gene ppars', 'cpr:3')}"
31,set(),set(),,,
32,{'cpr:3'},"{'cpr:4', 'cpr:3'}",,,
,,,cpr:4,"{('chemical linopirdine', 'gene kcnq2/q3', 'cpr:4'), ('chemical bacl(2)', 'gene kcnq2/q3', 'cpr:4'), ('chemical n-(2-amino-4-[fluorobenzylamino]-phenyl) carbamic acid', 'gene kcnq2/q3', 'cpr:4'), ('chemical d-23129', 'gene kcnq2/q3', 'cpr:4')}",
,,,cpr:3,"{('chemical retigabine', 'gene kcnq2/q3', 'cpr:3')}","{('chemical retigabine', 'gene potassium channels', 'cpr:3')}"
33,set(),set(),,,
34,set(),set(),,,
35,"{'cpr:4', 'cpr:3'}","{'cpr:4', 'cpr:9'}",,,
,,,cpr:9,"{('chemical adenosine triphosphate', 'gene ikk', 'cpr:9'), ('chemical adenosine triphosphate', 'gene ikk-alpha', 'cpr:9'), ('chemical adenosine triphosphate', 'gene ikk-beta', 'cpr:9')}",
,,,cpr:4,"{('chemical 4-aminosalicylic acid', 'gene ikk', 'cpr:4'), ('chemical 4-aminosalicylic acid', 'gene ikk-alpha', 'cpr:4'), ('chemical 5-aminosalicylic acid', 'gene ikk-beta', 'cpr:4'), ('chemical sulfapyridine', 'gene ikk', 'cpr:4'), ('chemical sulfapyridine', 'gene ikk-alpha', 'cpr:4'), ('chemical 5-aminosalicylic acid', 'gene ikk', 'cpr:4'), ('chemical 5-aminosalicylic acid', 'gene ikk-alpha', 'cpr:4'), ('chemical 4-aminosalicylic acid', 'gene ikk-beta', 'cpr:4'), ('chemical sulfapyridine', 'gene ikk-beta', 'cpr:4')}","{('chemical adenosine triphosphate', 'gene ikks', 'cpr:4'), ('chemical sulfasalazine', 'gene nf-kappab-inducing kinase', 'cpr:4'), ('chemical sulfasalazine', 'gene tumor necrosis factor alpha', 'cpr:4'), ('chemical sulfasalazine', 'gene ikks', 'cpr:4')}"
,,,cpr:3,set(),"{('chemical 12-o-tetradecanoylphorbol-13-acetate', 'gene nf-kappab', 'cpr:3'), ('chemical 12-o-tetradecanoylphorbol-13-acetate', 'gene rel', 'cpr:3')}"
36,"{'cpr:4', 'cpr:9'}","{'cpr:4', 'cpr:9'}",,,
,,,cpr:4,"{('chemical ns-398', 'gene cox-2', 'cpr:4')}","{('chemical aspirin', 'gene cox-1', 'cpr:4'), ('chemical aspirin', 'gene cox-2', 'cpr:4'), ('chemical sulindac', 'gene cox-1', 'cpr:4'), ('chemical sulindac', 'gene cox-2', 'cpr:4'), ('chemical indomethacin', 'gene cox-1', 'cpr:4'), ('chemical indomethacin', 'gene cox-2', 'cpr:4')}"
,,,cpr:9,"{('chemical prostaglandins', 'gene cyclooxygenase', 'cpr:9')}",set()
37,{'cpr:4'},{'cpr:4'},,,
,,,cpr:4,"{('chemical mfmd', 'gene aromatic-l-amino acid decarboxylase', 'cpr:4'), ('chemical alpha-methyl-dopahydrazine', 'gene aromatic-l-amino acid decarboxylase', 'cpr:4'), ('chemical nsd-1015', 'gene aromatic-l-amino acid decarboxylase', 'cpr:4'), ('chemical 3-hydroxybenzylhydrazine', 'gene aromatic-l-amino acid decarboxylase', 'cpr:4'), ('chemical carbidopa', 'gene serotonin synthetic pathway', 'cpr:4'), ('chemical alpha-monofluoromethyldopa', 'gene aromatic-l-amino acid decarboxylase', 'cpr:4'), ('chemical mfmd', 'gene serotonin synthetic pathway', 'cpr:4'), ('chemical carbidopa', 'gene aromatic-l-amino acid decarboxylase', 'cpr:4'), ('chemical nsd-1015', 'gene serotonin synthetic pathway', 'cpr:4')}",set()
38,{'cpr:4'},{'cpr:4'},,,
,,,cpr:4,"{('chemical 3', 'gene ache', 'cpr:4'), ('chemical 11', 'gene ache', 'cpr:4'), ('chemical 17', 'gene ache', 'cpr:4'), ('chemical physostigmine', 'gene ache', 'cpr:4'), ('chemical diamine diamide', 'gene ache', 'cpr:4'), ('chemical 24', 'gene ache', 'cpr:4'), ('chemical 18', 'gene ache', 'cpr:4'), ('chemical 8', 'gene ache', 'cpr:4'), ('chemical 22', 'gene ache', 'cpr:4'), ('chemical 25', 'gene ache', 'cpr:4'), ('chemical 33', 'gene ache', 'cpr:4'), ('chemical 6', 'gene ache', 'cpr:4'), ('chemical 34', 'gene ache', 'cpr:4'), ('chemical 14', 'gene ache', 'cpr:4'), ('chemical 10', 'gene ache', 'cpr:4'), ('chemical 7-carbamate 5', 'gene ache', 'cpr:4'), ('chemical 8-carbamate 6', 'gene ache', 'cpr:4'), ('chemical 31', 'gene ache', 'cpr:4'), ('chemical 6-carbamate 4', 'gene ache', 'cpr:4'), ('chemical 19', 'gene ache', 'cpr:4'), ('chemical caproctamine', 'gene ache', 'cpr:4'), ('chemical 15', 'gene ache', 'cpr:4'), ('chemical 16', 'gene ache', 'cpr:4'), ('chemical 27', 'gene ache', 'cpr:4'), ('chemical 26', 'gene ache', 'cpr:4'), ('chemical 7', 'gene ache', 'cpr:4'), ('chemical 23', 'gene ache', 'cpr:4'), ('chemical 29', 'gene ache', 'cpr:4'), ('chemical 5', 'gene ache', 'cpr:4'), ('chemical 30', 'gene ache', 'cpr:4'), ('chemical 21', 'gene ache', 'cpr:4'), ('chemical 9', 'gene ache', 'cpr:4'), ('chemical 13', 'gene ache', 'cpr:4'), ('chemical 28', 'gene ache', 'cpr:4'), ('chemical 32', 'gene ache', 'cpr:4'), ('chemical 12', 'gene ache', 'cpr:4'), ('chemical 20', 'gene ache', 'cpr:4'), ('chemical 4', 'gene ache', 'cpr:4')}","{('chemical hexahydrochromeno[4,3-b]pyrrole', 'gene acetylcholinesterase', 'cpr:4'), ('chemical hexahydropyrrolo[2,3-b]indole of physostigmine', 'gene ache', 'cpr:4'), ('chemical hexahydrochromeno[4,3-b]pyrrole', 'gene ache', 'cpr:4')}"
39,set(),set(),,,
40,{'cpr:4'},{'cpr:4'},,,
,,,cpr:4,set(),set()
41,set(),set(),,,
42,{'cpr:4'},{'cpr:4'},,,
,,,cpr:4,"{('chemical 5-fluorouracil', 'gene caspase-3', 'cpr:4'), ('chemical 5-fluorouracil', 'gene caspase-8', 'cpr:4'), ('chemical h[gly2]-glp-2', 'gene poly(adp-ribose) polymerase', 'cpr:4'), ('chemical h[gly2]-glp-2', 'gene caspase-8', 'cpr:4'), ('chemical irinotecan hydrochloride', 'gene caspase-3', 'cpr:4'), ('chemical 5-fluorouracil', 'gene glp-2', 'cpr:4'), ('chemical irinotecan hydrochloride', 'gene glp-2', 'cpr:4'), ('chemical irinotecan hydrochloride', 'gene glp-2 receptor', 'cpr:4'), ('chemical h[gly2]-glp-2', 'gene caspase-3', 'cpr:4'), ('chemical 5-fluorouracil', 'gene glp-2 receptor', 'cpr:4'), ('chemical irinotecan hydrochloride', 'gene caspase-8', 'cpr:4'), ('chemical h[gly2]-glp-2', 'gene glp-2 receptor', 'cpr:4')}","{('chemical gly2', 'gene poly(adp-ribose) polymerase', 'cpr:4'), ('chemical irinotecan hydrochloride', 'gene topoisomerase i', 'cpr:4')}"
43,{'cpr:9'},{'cpr:4'},,,
,,,cpr:4,"{('chemical procaine', 'gene dat', 'cpr:4'), ('chemical dimethocaine', 'gene dat', 'cpr:4'), ('chemical chloro-procaine', 'gene dat', 'cpr:4'), ('chemical chloro-procaine', 'gene da uptake', 'cpr:4'), ('chemical tetracaine', 'gene da uptake', 'cpr:4'), ('chemical cocaine', 'gene dat', 'cpr:4'), ('chemical procaine', 'gene da uptake', 'cpr:4'), ('chemical tetracaine', 'gene dat', 'cpr:4'), ('chemical dimethocaine', 'gene da uptake', 'cpr:4'), ('chemical cocaine', 'gene da uptake', 'cpr:4')}",
,,,cpr:9,set(),"{('chemical da', 'gene dopamine transporter', 'cpr:9'), ('chemical da', 'gene dat', 'cpr:9')}"
44,{'cpr:9'},"{'cpr:4', 'cpr:9'}",,,
,,,cpr:4,"{('chemical bumetanide', 'gene nkcc1', 'cpr:4')}",
,,,cpr:9,"{('chemical nh', 'gene nkcc1', 'cpr:9'), ('chemical k+', 'gene nkcc1', 'cpr:9'), ('chemical na+', 'gene nkcc1', 'cpr:9')}",set()
45,set(),set(),,,
46,"{'cpr:6', 'cpr:4', 'cpr:5'}","{'cpr:6', 'cpr:5'}",,,
,,,cpr:6,"{('chemical ondansetron and gene dopamine d2, d3', '5-hydroxytryptamine-3 (5-ht3) receptors', 'cpr:6'), ('chemical as-8112 and gene dopamine d2, d3', '5-ht3 receptors', 'cpr:6'), ('chemical granisetron and gene dopamine d2, d3', '5-hydroxytryptamine-3 (5-ht3) receptors', 'cpr:6'), ('chemical haloperidol', 'gene dopamine d3 receptor', 'cpr:6'), ('chemical domperidone', 'gene dopamine d3 receptor', 'cpr:6'), ('chemical metoclopramide and gene dopamine d2, d3', '5-hydroxytryptamine-3 (5-ht3) receptors', 'cpr:6'), ('chemical as-8112 and gene dopamine d2, d3', '5-ht3', 'cpr:6')}","{('chemical as-8112', 'gene 5-ht3 receptors', 'cpr:6'), ('chemical granisetron', 'gene 5-ht3 receptor', 'cpr:6'), ('chemical ondansetron', 'gene 5-ht3 receptor', 'cpr:6'), ('chemical as-8112', 'gene 5-ht3 receptor', 'cpr:6'), ('chemical metoclopramide', 'gene 5-ht3 receptor', 'cpr:6')}"
,,,cpr:4,set(),"{('chemical as-8112', 'gene dopamine d3 receptor', 'cpr:4')}"
,,,cpr:5,"{('chemical pa2', 'gene 5-ht3', 'cpr:5'), ('chemical (r)-5-bromo-n-(1-ethyl-4-methylhexahydro-1h-1,4-diazepin-6-yl)-2-methoxy-6-methy lamino-3-pyridinecarboxamide.2 fumarate and gene dopamine d2, d3', '5-hydroxytryptamine-3 (5-ht3) receptors', 'cpr:5'), ('chemical 2-methyl-5ht', 'gene 5-ht3', 'cpr:5'), ('chemical morphine', 'gene dopamine d3 receptor', 'cpr:5'), ('chemical cisplatin', 'gene dopamine d3 receptor', 'cpr:5'), ('chemical apomorphine', 'gene dopamine d3 receptor', 'cpr:5')}","{('chemical 2-methyl-5ht', 'gene 5-ht3 receptor', 'cpr:5'), ('chemical r(+)-7-hydroxy-2-(n,n-di-n-propylamino)tetraline', 'gene dopamine d3 receptor', 'cpr:5')}"
47,set(),set(),,,
48,{'cpr:4'},{'cpr:4'},,,
,,,cpr:4,"{('chemical diclofenac', 'gene cox-1', 'cpr:4'), ('chemical celecoxib', 'gene cox-1', 'cpr:4'), ('chemical meloxicam', 'gene cox-1', 'cpr:4'), ('chemical celecoxib', 'gene cox-2', 'cpr:4'), ('chemical meloxicam', 'gene cox-2', 'cpr:4'), ('chemical rofecoxib', 'gene cyclo-oxygenase', 'cpr:4'), ('chemical naproxen sodium', 'gene cox-2', 'cpr:4'), ('chemical nabumetone', 'gene cox-2', 'cpr:4'), ('chemical naproxen sodium', 'gene cox-1', 'cpr:4'), ('chemical nabumetone', 'gene cox-1', 'cpr:4'), ('chemical diclofenac', 'gene cox-2', 'cpr:4')}","{('chemical rofecoxib', 'gene cyclo-oxygenase (cox)-2', 'cpr:4')}"
49,set(),set(),,,
50,"{'cpr:4', 'cpr:3'}","{'cpr:4', 'cpr:5', 'cpr:3'}",,,
,,,cpr:5,"{('chemical fenofibrate', 'gene ppar-gamma', 'cpr:5'), ('chemical gw2331', 'gene ppar-alpha', 'cpr:5'), ('chemical fenofibrate', 'gene ppar-alpha', 'cpr:5'), ('chemical gw2331', 'gene ppar-gamma', 'cpr:5'), ('chemical rosiglitazone', 'gene ppar-alpha', 'cpr:5')}",
,,,cpr:4,"{('chemical gw2331', 'gene mitogen-activated phosphokinase phosphatase 1', 'cpr:4'), ('chemical fenofibrate', 'gene mitogen-activated phosphokinase phosphatase 1', 'cpr:4')}","{('chemical fenofibrate', 'gene phosphoenolpyruvate carboxykinase', 'cpr:4'), ('chemical fenofibrate', 'gene apolipoprotein c-iii', 'cpr:4'), ('chemical gw2331', 'gene phosphoenolpyruvate carboxykinase', 'cpr:4'), ('chemical gw2331', 'gene apolipoprotein c-iii', 'cpr:4')}"
,,,cpr:3,set(),set()
51,set(),set(),,,
52,set(),set(),,,
53,{'cpr:4'},{'cpr:4'},,,
,,,cpr:4,"{('chemical pcp', 'gene cembranoid', 'cpr:4'), ('chemical [3h]tcp', 'gene peripheral nicotinic acetylcholine receptor', 'cpr:4'), ('chemical [3h]tcp', 'gene cembranoid', 'cpr:4'), ('chemical cembranoid', 'gene achr', 'cpr:4'), ('chemical phencyclidine', 'gene cembranoid', 'cpr:4'), ('chemical [3h]tcp', 'gene achr', 'cpr:4'), ('chemical procaine', 'gene cembranoid', 'cpr:4'), ('chemical quinacrine', 'gene cembranoid', 'cpr:4'), ('chemical long-chain alkanols', 'gene achr', 'cpr:4'), ('chemical cembranoid', 'gene peripheral nicotinic acetylcholine receptor', 'cpr:4')}","{('chemical long-chain alkanols', 'gene nicotinic acetylcholine receptor', 'cpr:4'), ('chemical cembranoids', 'gene achrs', 'cpr:4')}"
54,"{'cpr:4', 'cpr:9'}","{'cpr:4', 'cpr:9'}",,,
,,,cpr:4,"{('chemical 5-aminosalicylic acid', 'gene x(c)-', 'cpr:4'), ('chemical sulfapyridine', 'gene x(c)-', 'cpr:4'), ('chemical sulfasalazine', 'gene x(c)-', 'cpr:4')}","{('chemical sulfapyridine', 'gene x(c)', 'cpr:4'), ('chemical sulfasalazine', 'gene x(c)- transporter', 'cpr:4'), ('chemical sulfasalazine', 'gene x(c)- cystine transporter', 'cpr:4'), ('chemical 5-aminosalicylic acid', 'gene x(c)', 'cpr:4')}"
