doc_name,gold_rels,pred_rels,rel_type,fp_prediction,fn_prediction
,,,produces,"{('raredisease pseudo-hurler polydystrophy', 'sign accumulation of mucopolysaccharides', 'produces'), ('anaphor ""this disorder""', 'sign mild mental retardation', 'produces'), ('anaphor ""this disorder""', 'sign mild to moderate coarseness of facial features', 'produces'), ('anaphor ""this disorder""', 'sign heart disease', 'produces'), ('anaphor ""this disorder""', 'sign clouding of the corneas of the eyes', 'produces'), ('raredisease pseudo-hurler polydystrophy', 'sign accumulation of mucolipids', 'produces'), ('anaphor ""this disorder""', 'sign growth delays', 'produces'), ('anaphor ""this disorder""', 'sign easy fatigability', 'produces'), ('anaphor ""this disorder""', 'sign deterioration of the hip joints', 'produces'), ('raredisease pseudo-hurler polydystrophy', 'sign defective enzyme upd-n-acetylglucosamine-1-phosphotransferase', 'produces'), ('raredisease pseudo-hurler polydystrophy', 'sign decreased enzyme levels in cultured connective tissue cells', 'produces')}","{('raredisease pseudo-hurler polydystrophy', 'sign mild mental retardation', 'produces'), ('raredisease pseudo-hurler polydystrophy', 'sign heart disease', 'produces'), ('raredisease pseudo-hurler polydystrophy', 'sign mild to moderate coarseness of facial features', 'produces'), ('raredisease pseudo-hurler polydystrophy', 'sign defective upd-n-acetylglucosamine-1-phosphotransferase', 'produces'), ('raredisease pseudo-hurler polydystrophy', 'sign clouding of the corneas of the eyes', 'produces'), ('raredisease pseudo-hurler polydystrophy', 'sign accumulation of mucopolysaccharides and mucolipids', 'produces'), ('raredisease pseudo-hurler polydystrophy', 'sign growth delays', 'produces'), ('anaphor ""this disorder""', 'sign claw-hands', 'produces'), ('raredisease pseudo-hurler polydystrophy', 'sign decreased enzyme levels in fibroblasts', 'produces'), ('raredisease pseudo-hurler polydystrophy', 'sign easy fatigability', 'produces'), ('raredisease pseudo-hurler polydystrophy', 'sign deterioration of the hip joints', 'produces')}"
8,"{'anaphora', 'produces'}","{'anaphora', 'produces'}",,,
,,,anaphora,"{('raredisease gitelman syndrome', 'anaphor ""the disease""', 'anaphora'), ('raredisease gitelman syndrome', 'anaphor ""these disorders""', 'anaphora')}",set()
,,,produces,"{('anaphor ""the disorder""', 'sign salt wasting', 'produces')}","{('raredisease gitelman syndrome', 'sign lower blood pressures', 'produces')}"
9,{'anaphora'},{'anaphora'},,,
,,,anaphora,set(),set()
10,"{'is_a', 'produces', 'is_acron'}","{'is_a', 'produces', 'is_acron'}",,,
,,,is_a,"{('raredisease dense deposit disease', 'disease complement-mediated renal diseases', 'is_a')}","{('raredisease dense deposit disease', 'disease kidney disease', 'is_a')}"
,,,produces,"{('raredisease dense deposit disease', 'sign sausage-like deposits in the gbm', 'produces')}","{('raredisease dense deposit disease', ""sign dense'sausage-like' deposits in the glomerular basement membrane"", 'produces'), ('raredisease ddd', 'sign abundance of c3 in the renal glomeruli', 'produces'), ('raredisease dense deposit disease', 'sign abundance of a protein called c3 in the renal glomeruli', 'produces'), ('raredisease c3g', 'sign kidney deposits', 'produces')}"
,,,is_acron,set(),"{('raredisease c3g', 'raredisease c3 glomerulopathy', 'is_acron'), ('raredisease c3gn', 'raredisease c3 glomerulonephritis', 'is_acron')}"
11,{'produces'},"{'anaphora', 'produces'}",,,
,,,anaphora,"{('skinraredisease ttd', 'anaphor ""the disease""', 'anaphora')}",
,,,produces,"{('skinraredisease ttd', 'sign bone anomalies', 'produces'), ('skinraredisease ttd', 'sign teeth anomalies', 'produces'), ('skinraredisease tt', 'sign hair abnormalities', 'produces'), ('skinraredisease ttd', 'sign tiger-tail pattern', 'produces')}","{('skinraredisease ttd', 'sign bone and teeth anomalies', 'produces'), ('skinraredisease ttd', 'sign hair shaft abnormalities', 'produces'), ('skinraredisease ttd', 'sign hair shafts tiger-tail pattern', 'produces'), ('skinraredisease ttd', 'sign hair abnormalities', 'produces')}"
12,"{'anaphora', 'increases_risk_of', 'is_a', 'produces'}","{'anaphora', 'is_a', 'produces'}",,,
,,,anaphora,set(),set()
,,,increases_risk_of,set(),"{('raredisease alpers disease', 'disease serious liver disease', 'increases_risk_of')}"
,,,is_a,"{('raredisease alpers disease', 'disease progressive neurologic disorder', 'is_a')}","{('raredisease alpers disease', 'sign mental retardation', 'is_a')}"
,,,produces,"{('raredisease alpers disease', 'sign serious liver disease', 'produces'), ('raredisease alpers disease', 'sign increased density of the grey matter in the brain', 'produces'), ('anaphor ""it""', 'sign seizures at any age between 3 months and 5 years', 'produces'), ('raredisease alpers disease', 'sign liver cirrhosis', 'produces')}","{('raredisease alpers disease', 'sign blind', 'produces'), ('raredisease alpers disease', 'sign liver cirrhotic', 'produces'), ('anaphor ""it""', 'sign hypotonia', 'produces')}"
13,"{'anaphora', 'produces'}",{'anaphora'},,,
,,,anaphora,"{('disease hereditary ataxia', 'anaphor ""it""', 'anaphora'), ('disease hereditary ataxia', 'anaphor ""these ataxias""', 'anaphora')}","{('raredisease hereditary ataxia', 'anaphor ""it""', 'anaphora')}"
,,,produces,set(),"{('raredisease hereditary ataxia', 'sign ataxia', 'produces'), ('raredisease hereditary ataxia', 'sign ataxias', 'produces')}"
14,set(),set(),,,
15,"{'produces', 'increases_risk_of', 'is_synon', 'is_a', 'anaphora'}","{'anaphora', 'produces'}",,,
,,,produces,"{('skinraredisease ei', 'sign skin infections', 'produces'), ('skinraredisease ei', 'sign minimal blistering in areas subject to friction', 'produces'), ('skinraredisease ei', 'sign heat intolerance', 'produces'), ('skinraredisease ei', 'sign red, blistering and denuded skin with visible areas of skin thickening', 'produces'), ('skinraredisease ei', 'sign ichthyosis hystrix', 'produces'), ('skinraredisease ei', 'sign redness of the skin', 'produces')}","{('skinraredisease ei', 'symptom heat intolerance', 'produces'), ('skinraredisease ei', 'sign blistering', 'produces'), ('skinraredisease ei', 'sign red, blistering and denuded skin', 'produces'), ('skinraredisease palmoplantar keratoderma', 'sign limit hand function', 'produces'), ('skinraredisease ichthyosis hystrix', 'sign brown-grey hyperkeratotic spines', 'produces'), ('skinraredisease palmoplantar keratoderma', 'sign limit ambulation', 'produces')}"
,,,increases_risk_of,set(),"{('skinraredisease ei', 'disease skin infections', 'increases_risk_of')}"
,,,is_synon,set(),"{('skinraredisease curth-macklin', 'skinraredisease ichthyosis hystrix', 'is_synon')}"
,,,is_a,set(),"{('skinraredisease ichthyosis hystrix', 'skinraredisease ei', 'is_a')}"
,,,anaphora,set(),set()
16,"{'anaphora', 'produces'}","{'anaphora', 'increases_risk_of', 'is_a', 'produces'}",,,
,,,increases_risk_of,"{('disease banti syndrome', 'disease increased arsenic levels', 'increases_risk_of'), ('disease banti syndrome', 'disease hypertension', 'increases_risk_of')}",
,,,is_a,"{('raredisease banti syndrome', 'disease disorder of the spleen', 'is_a')}",
,,,anaphora,set(),set()
,,,produces,"{('raredisease banti syndrome', 'sign blood clots', 'produces'), ('raredisease banti syndrome', 'sign vascular obstruction of the liver', 'produces'), ('raredisease banti syndrome', 'sign red blood cells before birth', 'produces'), ('raredisease banti syndrome', 'sign abnormalities present at birth of such veins', 'produces'), ('raredisease banti syndrome', 'sign aged red blood cells in newborns', 'produces'), ('raredisease banti syndrome', 'sign splenic veins obstruction', 'produces'), ('raredisease banti syndrome', 'sign hepatic veins obstruction', 'produces'), ('raredisease banti syndrome', 'sign spleen rapidly but prematurely destroys blood cells', 'produces'), ('raredisease banti syndrome', 'sign increased arsenic intake', 'produces')}","{('raredisease banti syndrome', 'sign obstruction of hepatic or portal veins', 'produces'), ('raredisease banti syndrome', 'sign congenital blood clots', 'produces'), ('raredisease banti syndrome', 'sign hypertension splenic veins hepatic or portal veins', 'produces'), ('raredisease banti syndrome', 'sign obstruction of splenic veins', 'produces'), ('raredisease banti syndrome', 'sign vascular obstruction', 'produces'), ('anaphor ""it""', 'sign increased arsenic levels', 'produces')}"
17,"{'increases_risk_of', 'anaphora'}","{'increases_risk_of', 'anaphora'}",,,
,,,increases_risk_of,"{('disease bilateral renal agenesis', 'raredisease potter syndrome', 'increases_risk_of'), ('disease obstructive uropathy', 'raredisease potter syndrome', 'increases_risk_of')}","{('raredisease bilateral renal agenesis', 'raredisease potter syndrome', 'increases_risk_of')}"
,,,anaphora,set(),set()
18,set(),set(),,,
19,"{'produces', 'increases_risk_of', 'is_acron', 'is_a', 'anaphora'}","{'increases_risk_of', 'is_a', 'anaphora'}",,,
,,,produces,set(),"{('raredisease tuberculous meningitis', 'sign inflammation of the meninges', 'produces')}"
,,,increases_risk_of,"{('disease tuberculosis', 'raredisease tbm', 'increases_risk_of')}","{('raredisease miliary tuberculosis', 'raredisease tuberculous meningitis', 'increases_risk_of')}"
,,,is_acron,set(),"{('raredisease tb', 'raredisease tuberculosis', 'is_acron'), ('raredisease tbm', 'raredisease tuberculous meningitis', 'is_acron')}"
,,,is_a,"{('raredisease tbm', 'disease meningitis', 'is_a')}","{('anaphor ""this form of meningitis""', 'disease meningitis', 'is_a')}"
,,,anaphora,"{('raredisease tuberculous meningitis', 'anaphor ""the disorder""', 'anaphora')}","{('raredisease tuberculous meningitis', 'anaphor ""it""', 'anaphora'), ('raredisease tbm', 'anaphor ""the disorder""', 'anaphora'), ('raredisease tbm', 'anaphor ""the infection""', 'anaphora'), ('raredisease tuberculous meningitis', 'anaphor ""this form of meningitis""', 'anaphora')}"
20,"{'anaphora', 'is_a', 'produces', 'is_acron'}","{'is_a', 'anaphora', 'is_acron'}",,,
,,,anaphora,set(),"{('raredisease vlcad', 'anaphor ""the disorder""', 'anaphora')}"
,,,is_a,set(),"{('raredisease vlcadd', 'disease fatty acid oxidation (fod) diseases', 'is_a'), ('raredisease lcadd', 'raredisease long-chain acyl-coa dehydrogenase deficiency', 'is_a')}"
,,,produces,set(),"{('anaphor ""it""', 'sign enzyme needed to break down certain very long-chain fatty acids is missing or not working properly', 'produces')}"
,,,is_acron,set(),"{('raredisease lcadd', 'raredisease long-chain acyl-coa dehydrogenase deficiency', 'is_acron')}"
21,"{'is_synon', 'is_a', 'anaphora', 'produces'}","{'is_a', 'anaphora', 'produces'}",,,
,,,is_synon,set(),"{('disease pinworm infection', 'disease enterobiasis', 'is_synon')}"
,,,is_a,"{('raredisease enterobiasis', 'disease common, contagious, parasitic infestation', 'is_a')}","{('disease enterobiasis', 'disease common, contagious, parasitic infestation', 'is_a')}"
,,,anaphora,"{('raredisease enterobiasis', 'anaphor ""the disorder""', 'anaphora')}","{('disease enterobiasis', 'anaphor ""the disorder""', 'anaphora')}"
,,,produces,"{('raredisease enterobiasis', 'sign severe rectal itching', 'produces')}","{('disease enterobiasis', 'sign severe rectal itching', 'produces')}"
22,"{'is_a', 'anaphora'}","{'is_a', 'anaphora', 'produces'}",,,
,,,produces,"{('raredisease lichen sclerosus', 'sign squamous cell carcinoma', 'produces')}",
,,,is_a,"{('raredisease lichen sclerosus', 'disease chronic inflammatory skin disorder', 'is_a')}","{('skinraredisease lichen sclerosus', 'disease chronic inflammatory skin disorder', 'is_a')}"
,,,anaphora,"{('raredisease balanitis xerotica obliterans', 'anaphor ""the disease""', 'anaphora'), ('raredisease lichen sclerosus', 'anaphor ""it""', 'anaphora'), ('raredisease lichen sclerosus', 'anaphor ""the condition""', 'anaphora')}","{('skinraredisease lichen sclerosus', 'anaphor ""it""', 'anaphora'), ('skinraredisease lichen sclerosus', 'anaphor ""the condition""', 'anaphora'), ('skinraredisease balanitis xerotica obliterans', 'anaphor ""the disease""', 'anaphora')}"
23,"{'anaphora', 'produces'}",{'anaphora'},,,
,,,anaphora,set(),"{(""raredisease pediatric crohn's disease"", 'anaphor ""it""', 'anaphora')}"
,,,produces,set(),"{('raredisease very early onset (veo) inflammatory bowel disease', ""sign crohn's disease in children less than 6 years old"", 'produces')}"
24,"{'anaphora', 'is_a', 'produces'}","{'anaphora', 'is_a', 'produces'}",,,
,,,anaphora,"{('raredisease alkaptonuria', 'anaphor ""the disorder""', 'anaphora'), ('raredisease alkaptonuria', 'anaphor ""this change""', 'anaphora')}","{('skinraredisease alkaptonuria', 'anaphor ""the disorder""', 'anaphora'), ('skinraredisease alkaptonuria', 'anaphor ""it""', 'anaphora')}"
,,,is_a,"{('raredisease alkaptonuria', 'disease genetic metabolic disorder', 'is_a')}","{('skinraredisease alkaptonuria', 'disease genetic metabolic disorder', 'is_a')}"
,,,produces,"{('anaphor ""this change""', 'sign discoloration of the sclera', 'produces'), ('anaphor ""this change""', 'sign ochronosis', 'produces'), ('anaphor ""this change""', 'sign progressive arthritis of the spine', 'produces'), ('raredisease alkaptonuria', 'sign lack of functional levels of an enzyme required to breakdown homogentisic acid', 'produces'), ('anaphor ""this change""', 'sign progressive arthritis of the large joints', 'produces'), ('raredisease alkaptonuria', 'sign accumulation of homogentisic acid', 'produces'), ('raredisease alkaptonuria', 'sign urine that turns black when exposed to air', 'produces'), ('anaphor ""this change""', 'sign discoloration of the skin overlying cartilage within the body', 'produces'), ('raredisease alkaptonuria', 'sign dark urine', 'produces'), ('anaphor ""this change""', 'symptom asymptomatic during infancy or childhood', 'produces')}","{('skinraredisease alkaptonuria', 'sign accumulation of homogentisic acid', 'produces'), ('skinraredisease alkaptonuria', 'sign progressive arthritis of large joints', 'produces'), ('skinraredisease alkaptonuria', 'symptom asymptomatic during infancy or childhood', 'produces'), ('skinraredisease alkaptonuria', 'sign discoloration of the skin overlying cartilage', 'produces'), ('skinraredisease alkaptonuria', 'sign progressive arthritis of the spine', 'produces'), ('skinraredisease alkaptonuria', 'sign ochronosis', 'produces'), ('skinraredisease alkaptonuria', 'sign sclera discolored', 'produces'), ('skinraredisease alkaptonuria', 'sign urine that turns black when exposed to air', 'produces'), ('skinraredisease alkaptonuria', 'sign lack enough functional levels of an enzyme required to breakdown homogentisic acid', 'produces'), ('skinraredisease alkaptonuria', 'sign dark urine', 'produces')}"
25,"{'anaphora', 'is_a', 'produces', 'is_acron'}","{'is_acron', 'is_a', 'anaphora', 'produces'}",,,
,,,anaphora,set(),set()
,,,is_a,set(),"{('raredisease primary lateral sclerosis', 'sign stiffness of joints', 'is_a')}"
,,,produces,"{('raredisease primary lateral sclerosis', 'symptom painless but progressive weakness of the muscles of the legs', 'produces'), ('raredisease primary lateral sclerosis', 'symptom painless but progressive weakness of the muscles at the base of the brain', 'produces'), ('raredisease primary lateral sclerosis', 'symptom painless but progressive weakness of the arms', 'produces'), ('raredisease primary lateral sclerosis', 'symptom painless but progressive weakness of the muscles of the face', 'produces')}","{('raredisease primary lateral sclerosis', 'sign spasticity', 'produces'), ('raredisease primary lateral sclerosis', 'sign muscle weakness', 'produces'), ('raredisease primary lateral sclerosis', 'sign weakness arms', 'produces'), ('raredisease primary lateral sclerosis', 'sign progressive weakness of the muscles of the legs', 'produces'), ('raredisease primary lateral sclerosis', 'sign weakness bulbar muscles', 'produces'), ('raredisease primary lateral sclerosis', 'sign cramps', 'produces'), ('raredisease primary lateral sclerosis', 'sign weakness muscles of the face', 'produces'), ('raredisease primary lateral sclerosis', 'sign stiffness of the muscles of the legs', 'produces'), ('disease motor neuron diseases', 'sign malfunction of the motor neurons', 'produces'), ('raredisease primary lateral sclerosis', 'sign ability to speak impaired', 'produces'), ('raredisease primary lateral sclerosis', 'sign muscular contractions', 'produces'), ('raredisease primary lateral sclerosis', 'sign stiffness of joints', 'produces')}"
,,,is_acron,"{('raredisease pls', 'raredisease primary lateral sclerosis', 'is_acron')}","{('raredisease primary lateral sclerosis', 'raredisease primary lateral sclerosis', 'is_acron')}"
26,"{'anaphora', 'produces'}","{'anaphora', 'produces'}",,,
,,,anaphora,set(),set()
,,,produces,"{('anaphor ""the disorder""', 'sign specific autoantibodies that target a specific protein in the body', 'produces'), ('anaphor ""the disorder""', 'sign atrophy', 'produces')}","{('anaphor ""the disorder""', 'sign atrophy of muscles', 'produces'), ('raredisease multifocal motor neuropathy', 'sign slowly progressive muscle weakness of the g', 'produces'), ('anaphor ""the disorder""', 'sign abnormal functioning of the immune system', 'produces'), ('anaphor ""the disorder""', 'sign presence of specific autoantibodies that target a specific protein in the body', 'produces'), ('raredisease multifocal motor neuropathy', 'sign slowly progressive muscle weakness of the arms', 'produces')}"
27,"{'anaphora', 'is_a', 'produces', 'is_acron'}","{'is_a', 'anaphora'}",,,
,,,anaphora,set(),"{('raredisease asps', 'anaphor ""the sarcoma""', 'anaphora')}"
,,,is_a,set(),"{('raredisease asps', 'disease soft tissue sarcomas', 'is_a'), ('anaphor ""the sarcoma""', 'disease sarcoma', 'is_a'), ('disease soft tissue sarcomas', 'disease cancers', 'is_a'), ('anaphor ""it""', 'disease soft tissue sarcomas', 'is_a')}"
,,,produces,set(),"{('anaphor ""it""', 'sign unbalanced translocation', 'produces'), ('raredisease asps', 'sign painless mass in the leg', 'produces'), ('raredisease asps', 'sign painless mass in the buttock', 'produces')}"
,,,is_acron,set(),"{('raredisease asps', 'raredisease alveolar soft part sarcoma', 'is_acron')}"
28,"{'is_a', 'anaphora', 'produces'}","{'is_a', 'produces'}",,,
,,,is_a,set(),set()
,,,anaphora,set(),"{('raredisease hereditary nonspherocytic hemolytic anemia', 'anaphor ""this disorder""', 'anaphora')}"
,,,produces,"{('raredisease hereditary nonspherocytic hemolytic anemia', 'sign premature destruction of rbcs', 'produces')}","{('raredisease hereditary nonspherocytic hemolytic anemia', 'sign premature destruction of red blood cells', 'produces')}"
29,{'anaphora'},{'anaphora'},,,
,,,anaphora,"{('raredisease hartnup disease', 'anaphor ""it""', 'anaphora'), ('raredisease slc6a19 hartnup disease', 'anaphor ""the disorder""', 'anaphora')}","{('skinraredisease hartnup disease', 'anaphor ""it""', 'anaphora'), ('skinraredisease hartnup disease', 'anaphor ""the disorder""', 'anaphora')}"
30,"{'is_a', 'anaphora'}","{'is_a', 'anaphora'}",,,
,,,is_a,set(),"{('raredisease soft tissue sarcomas', 'disease tumors', 'is_a')}"
,,,anaphora,"{('raredisease soft tissue sarcomas', 'anaphor ""this is a group of tumors""', 'anaphora')}","{('raredisease soft tissue sarcomas', 'anaphor ""this""', 'anaphora'), ('raredisease soft tissue sarcomas', 'anaphor ""they""', 'anaphora')}"
31,"{'is_a', 'anaphora'}","{'is_a', 'anaphora'}",,,
,,,is_a,set(),set()
,,,anaphora,set(),set()
32,{'is_a'},"{'anaphora', 'produces'}",,,
,,,anaphora,"{('raredisease berylliosis', 'anaphor ""the toxic effects of beryllium""', 'anaphora')}",
,,,produces,"{('raredisease berylliosis', 'sign toxic effects', 'produces')}",
,,,is_a,set(),"{('raredisease berylliosis', 'disease metal poisoning', 'is_a')}"
33,"{'anaphora', 'is_a', 'produces'}","{'anaphora', 'produces'}",,,
,,,anaphora,set(),set()
,,,is_a,set(),"{('raredisease cleidocranial dysplasia', 'disease skeletal dysplasia', 'is_a')}"
,,,produces,"{('raredisease cleidocranial dysplasia', 'sign delayed closure of the space between the bones of the skull fontanels', 'produces'), ('raredisease cleidocranial dysplasia', 'sign defective or absent clavicles', 'produces'), ('raredisease cleidocranial dysplasia', 'sign premature closing of the soft spot on the head coronal', 'produces'), ('raredisease cleidocranial dysplasia', 'sign moderately short stature', 'produces')}","{('raredisease cleidocranial dysplasia', 'sign premature closing of the coronal', 'produces'), ('raredisease cleidocranial dysplasia', 'sign delayed closure of the fontanels', 'produces'), ('raredisease cleidocranial dysplasia', 'sign defective or absent collarbones', 'produces')}"
34,"{'produces', 'is_acron'}",{'produces'},,,
,,,produces,"{('raredisease fetal alcohol syndrome', 'sign prenatal growth retardation', 'produces'), ('raredisease fetal alcohol syndrome', 'sign malformations of the skull and facial (craniofacial) region', 'produces'), ('raredisease fetal alcohol syndrome', 'sign mental retardation', 'produces'), ('raredisease fas', 'sign brain abnormalities', 'produces'), ('raredisease fetal alcohol syndrome', 'sign brain abnormalities', 'produces'), ('raredisease fas', 'sign physical abnormalities', 'produces'), ('raredisease fas', 'sign learning abnormalities', 'produces'), ('raredisease fas', 'sign mental retardation', 'produces'), ('raredisease fetal alcohol syndrome', 'sign behavioral problems', 'produces'), ('raredisease fetal alcohol syndrome', 'sign mental and physical birth defects', 'produces'), ('raredisease fas', 'sign malformations of the skull and facial (craniofacial) region', 'produces'), ('raredisease fas', 'sign postnatal growth retardation', 'produces'), ('raredisease fetal alcohol syndrome', 'sign learning abnormalities', 'produces'), ('raredisease fetal alcohol syndrome', 'sign physical findings', 'produces'), ('raredisease fas', 'sign prenatal growth retardation', 'produces'), ('raredisease fas', 'sign behavioral problems', 'produces')}","{('disease fas', 'sign mental retardation', 'produces'), ('disease fas', 'sign behavioral problems', 'produces'), ('disease fetal alcohol syndrome', 'sign prenatal growth retardation', 'produces'), ('disease fetal alcohol syndrome', 'sign mental and physical birth defects', 'produces'), ('disease fetal alcohol syndrome', 'sign brain abnormalities', 'produces'), ('disease fetal alcohol syndrome', 'sign postnatal growth retardation', 'produces'), ('disease fas', 'sign varying degrees of mental retardation', 'produces'), ('disease fas', 'sign learning abnormalities', 'produces'), ('disease fetal alcohol syndrome', 'sign malformations of the skull and facial (craniofacial) region', 'produces')}"
,,,is_acron,set(),"{('disease fas', 'disease fetal alcohol syndrome', 'is_acron')}"
35,"{'is_a', 'is_synon'}","{'is_a', 'anaphora'}",,,
,,,anaphora,"{('raredisease trisomy 9p', 'anaphor ""the disorder""', 'anaphora')}",
,,,is_a,set(),set()
,,,is_synon,set(),"{('raredisease patau syndrome', 'raredisease trisomy 13', 'is_synon'), ('raredisease down syndrome', 'raredisease trisomy 21', 'is_synon'), (""raredisease edwards's syndrome"", 'raredisease trisomy 18', 'is_synon')}"
36,"{'is_a', 'produces'}","{'is_a', 'produces', 'is_acron'}",,,
,,,is_acron,"{('raredisease ggm', 'raredisease glucose-galactose malabsorption', 'is_acron')}",
,,,is_a,set(),set()
,,,produces,set(),"{('raredisease ggm', 'sign watery diarrhea', 'produces')}"
37,"{'is_a', 'anaphora', 'produces'}","{'anaphora', 'is_a', 'produces'}",,,
,,,is_a,"{('raredisease chromosome 9 ring', 'anaphor ""the disorder""', 'is_a')}","{('raredisease chromosome 9 ring', 'disease chromosomal abnormality', 'is_a')}"
,,,anaphora,"{('raredisease chromosome 9 ring', 'anaphor ""the chromosomal abnormality""', 'anaphora')}","{('raredisease chromosome 9 ring', 'anaphor ""the disorder""', 'anaphora')}"
,,,produces,"{('anaphor ""the chromosomal abnormality""', 'sign malformations of the skull and facial (craniofacial) region', 'produces'), ('anaphor ""the chromosomal abnormality""', 'sign intelligence in the low normal range', 'produces'), ('anaphor ""the chromosomal abnormality""', 'sign heart defects', 'produces'), ('anaphor ""the chromosomal abnormality""', 'sign genital abnormalities', 'produces'), ('anaphor ""the chromosomal abnormality""', 'sign growth retardation', 'produces'), ('anaphor ""the chromosomal abnormality""', 'sign physical features', 'produces'), ('anaphor ""the chromosomal abnormality""', 'sign moderate to severe intellectual disability', 'produces')}","{('raredisease chromosome 9 ring', 'sign heart defects', 'produces'), ('raredisease chromosome 9 ring', 'sign malformations of the skull and facial (craniofacial) region', 'produces'), ('raredisease chromosome 9 ring', 'sign genital abnormalities', 'produces'), ('raredisease chromosome 9 ring', 'sign moderate to severe intellectual disability', 'produces'), ('raredisease chromosome 9 ring', 'sign growth retardation', 'produces')}"
38,set(),set(),,,
39,{'produces'},"{'produces', 'is_acron'}",,,
,,,is_acron,"{('raredisease congenital heart block', 'raredisease congenital heart block', 'is_acron')}",
,,,produces,set(),set()
40,"{'increases_risk_of', 'is_a', 'is_acron'}","{'is_a', 'is_acron'}",,,
,,,increases_risk_of,set(),"{('disease aids', 'raredisease primary cns lymphoma', 'increases_risk_of'), ('disease hiv', 'raredisease primary cns lymphoma', 'increases_risk_of'), ('disease congenital immunodeficiency syndromes', 'raredisease primary cns lymphoma', 'increases_risk_of')}"
,,,is_a,set(),"{('raredisease primary cns lymphoma', 'disease brain tumor', 'is_a')}"
,,,is_acron,set(),set()
41,"{'is_a', 'anaphora'}","{'is_a', 'anaphora'}",,,
,,,is_a,set(),set()
,,,anaphora,set(),set()
42,"{'anaphora', 'produces', 'is_acron'}","{'anaphora', 'produces'}",,,
,,,anaphora,set(),"{('raredisease dejerine-sottas syndrome', 'anaphor ""this disorder""', 'anaphora'), ('raredisease dejerine-sottas syndrome', 'anaphor ""it""', 'anaphora')}"
